  0.0000000000000000e+000  1.5206653079090273e+002  5.3069845515071504e-002  1.5272637918124391e+002  6.3562694911000431e-002
  5.0000000000000003e-002  1.7063192598171563e+002  5.1387952802710246e-002  1.7420662425117695e+002  6.0001780648243387e-002
  1.0000000000000001e-001  2.7424346254976922e+002  6.2943214255364990e-002  2.8082855110893848e+002  7.7404388937019120e-002
  1.5000000000000002e-001  3.2008282843989991e+002  5.7502283822911525e-002  3.2307238181190451e+002  7.7473453612173740e-002
  2.0000000000000001e-001  3.4195034928504742e+002  8.4453149890402909e-002  3.6707414909058747e+002  5.6901350148135667e-002
  2.5000000000000000e-001  3.5071725916115275e+002  9.0983416700649411e-002  3.6263388579303449e+002  9.5222600230329899e-002
  3.0000000000000004e-001  3.5021976581439719e+002  8.3841557823320700e-002  3.6377730621307137e+002  7.0219351058791860e-002
  3.5000000000000003e-001  3.4368052804871900e+002  6.6899318750224909e-002  3.5576182787750230e+002  7.8455082360474701e-002
  4.0000000000000002e-001  3.4177827576525078e+002  1.3711021562509290e-001  3.6251682111422195e+002  9.3930947880653967e-002
  4.5000000000000001e-001  2.9481731074455706e+002  1.4139858675127176e-001  3.1168459795600722e+002  8.4136457726070757e-002
  5.0000000000000000e-001  2.8953046522404765e+002  1.2747693807667743e-001  2.7584620830656979e+002  9.1218901272899458e-002
  5.5000000000000004e-001  3.0990034401723932e+002  1.3446669170934797e-001  2.9760088511261813e+002  1.1290603613318241e-001
  6.0000000000000009e-001  2.8237823150150774e+002  1.4880569972684582e-001  2.7560532414039619e+002  1.2350034913570637e-001
  6.5000000000000002e-001  2.4302004140715894e+002  1.0626819146339372e-001  2.3217863818534178e+002  1.1875624017870325e-001
  7.0000000000000007e-001  2.1144180878877381e+002  1.0103527927303044e-001  2.2155597566850210e+002  1.1660634395155113e-001
  7.5000000000000000e-001  2.0749516226053299e+002  1.0747278269940835e-001  2.2871179551046919e+002  1.2250544575078087e-001
  8.0000000000000004e-001  2.0962831373673438e+002  1.2601628719981955e-001  2.3217802976420745e+002  1.4013228217018223e-001
  8.5000000000000009e-001  2.1314055348475989e+002  1.2768511697377161e-001  2.2697457164354660e+002  1.5143650238683640e-001
  9.0000000000000002e-001  2.1407456912092221e+002  1.1789318052055721e-001  2.0891548707837316e+002  1.5987659032711718e-001
  9.5000000000000007e-001  2.1129965199445931e+002  1.1331432727839082e-001  2.0151198385971878e+002  1.4923886992327215e-001
  1.0000000000000000e+000  1.9914371182478004e+002  1.1814601796352607e-001  1.9781586849905216e+002  1.3889861168887618e-001
  1.0500000000000000e+000  1.8913260371710163e+002  1.1783972886794561e-001  1.8810871168960153e+002  1.3774367376099042e-001
  1.1000000000000001e+000  1.8148458938266532e+002  1.1584641953992880e-001  1.7616023022251079e+002  1.4169591326100348e-001
  1.1500000000000001e+000  1.7316775098571554e+002  1.1255085789506004e-001  1.6618551868902389e+002  1.4164342093678622e-001
  1.2000000000000002e+000  1.5999093776852504e+002  1.0592618990475036e-001  1.5853476294947643e+002  1.3882645774317887e-001
  1.2500000000000000e+000  1.4235672772013575e+002  9.9868608445477791e-002  1.4845738660635095e+002  1.4224340444461378e-001
  1.3000000000000000e+000  1.2587657756779203e+002  1.0816173112803670e-001  1.3937549140676180e+002  1.3271997301970720e-001
  1.3500000000000001e+000  1.1535382270122670e+002  1.1485588175061109e-001  1.3043844192573269e+002  1.2520033902508249e-001
  1.4000000000000001e+000  1.1119829442425610e+002  1.0723108007084776e-001  1.2333386052792426e+002  1.2492116390214465e-001
  1.4500000000000002e+000  1.0840579483300232e+002  1.0489436936212447e-001  1.1745056171900521e+002  1.2536959128466110e-001
  1.5000000000000000e+000  1.0641567359327706e+002  1.0202007443800266e-001  1.1388198308007951e+002  1.2984546697881852e-001
  1.5500000000000000e+000  1.0661290419017055e+002  1.0476958448396713e-001  1.1231306286076411e+002  1.2595771400582723e-001
  1.6000000000000001e+000  1.0718485832646026e+002  1.1081063572977852e-001  1.1036860384440273e+002  1.2799149970542362e-001
  1.6500000000000001e+000  1.1011145528112407e+002  1.1116290425507563e-001  1.0930586090247705e+002  1.3177178225516484e-001
  1.7000000000000002e+000  1.1268505316150400e+002  1.1574744240820892e-001  1.0895282072403427e+002  1.3392053477085800e-001
  1.7500000000000000e+000  1.1438841603784725e+002  1.2079752714870040e-001  1.0892247692950610e+002  1.3714121955415751e-001
  1.8000000000000000e+000  1.1610752667285696e+002  1.2132421965579086e-001  1.0775364019539063e+002  1.4210126334648576e-001
  1.8500000000000001e+000  1.1689872794517936e+002  1.2288314743350037e-001  1.0594941167334861e+002  1.4689904093901449e-001
  1.9000000000000001e+000  1.1701972547473905e+002  1.2635153457662557e-001  1.0311393051027260e+002  1.5148808687875934e-001
  1.9500000000000002e+000  1.1605731389517992e+002  1.3255823373772116e-001  1.0145509545740667e+002  1.5011164911331309e-001
  2.0000000000000000e+000  1.1489289473191499e+002  1.4047336192710225e-001  9.9915149713050397e+001  1.5138245297855579e-001
  2.0500000000000003e+000  1.1322481856414160e+002  1.5136427482919271e-001  9.8275998866535971e+001  1.5251016468615661e-001
  2.1000000000000001e+000  1.1109911545635349e+002  1.5917232869119796e-001  9.6788993824526983e+001  1.5387062128512025e-001
  2.1499999999999999e+000  1.0841486694962144e+002  1.6171742049071913e-001  9.5449124075559666e+001  1.5422419222787964e-001
  2.2000000000000002e+000  1.0527121441845253e+002  1.6320331101023627e-001  9.4065619701139795e+001  1.5590183557111886e-001
  2.2500000000000000e+000  1.0148169583497048e+002  1.6550668848759523e-001  9.2190750661442905e+001  1.6032361611974019e-001
  2.3000000000000003e+000  9.8115354279319533e+001  1.6606770182963274e-001  9.0098556367580954e+001  1.6504447164665864e-001
  2.3500000000000001e+000  9.5204633136519561e+001  1.6556034493523256e-001  8.7573859497955695e+001  1.7129844765953023e-001
  2.4000000000000004e+000  9.2516395759242599e+001  1.6208992947064688e-001  8.4517580589406535e+001  1.7860696560496822e-001
  2.4500000000000002e+000  8.9791335762132334e+001  1.5921026322380982e-001  8.1216084272252630e+001  1.8466236342731651e-001
  2.5000000000000000e+000  8.7060676542199388e+001  1.5949862113097554e-001  7.8021650951483508e+001  1.8917406031674985e-001
  2.5500000000000003e+000  8.4444966130009519e+001  1.6152144975001528e-001  7.5055280468619216e+001  1.9237457315749182e-001
  2.6000000000000001e+000  8.2082848388256494e+001  1.6489046711581118e-001  7.2646919779063879e+001  1.9098865457460243e-001
  2.6500000000000004e+000  7.9531025350742112e+001  1.6995449179174746e-001  7.0308992079711246e+001  1.8888416647691961e-001
  2.7000000000000002e+000  7.6879062518596356e+001  1.7516058031864537e-001  6.7862078054282151e+001  1.8705416148504134e-001
  2.7500000000000000e+000  7.4237712111091724e+001  1.7892409332988410e-001  6.5351584912596820e+001  1.8651035627595702e-001
  2.8000000000000003e+000  7.1749830958186436e+001  1.8137618273851544e-001  6.2985573001813457e+001  1.8663338382906222e-001
  2.8500000000000001e+000  6.9332705418710717e+001  1.8386487875300853e-001  6.1208811308342085e+001  1.8696063197322599e-001
  2.9000000000000004e+000  6.7040955156827138e+001  1.8539278474840287e-001  5.9372983163058763e+001  1.8653107606103458e-001
  2.9500000000000002e+000  6.5012631603638056e+001  1.8724303679013232e-001  5.7467179343731075e+001  1.8569701066910019e-001
  3.0000000000000000e+000  6.3250551635485273e+001  1.8804635049198745e-001  5.5654812443899644e+001  1.8501460852978294e-001
  3.0500000000000003e+000  6.1532281484618160e+001  1.8946280140835406e-001  5.3873537675325359e+001  1.8406664843800524e-001
  3.1000000000000001e+000  5.9916379281542334e+001  1.9063917497684324e-001  5.2077130969313870e+001  1.8248075797250635e-001
  3.1500000000000004e+000  5.8526409516917539e+001  1.8996114095909339e-001  5.0550717287648865e+001  1.8078162494622124e-001
  3.2000000000000002e+000  5.7242801170127663e+001  1.9040039107382900e-001  4.9102663457689097e+001  1.7882055131912239e-001
