E-UTM [m],N-UTM [m],Rew [m/s2],Rns [m/s2],Rgh [m/s2],
       678241.000000,      4992107.000000,            0.209000,            0.471000,            0.313000,
       677493.100000,      4941256.000000,            0.015000,            0.046000,            0.027000,
       677991.700000,      4941256.000000,            0.028000,            0.042000,            0.034000,
       677742.300000,      4941687.000000,            0.181000,            0.212000,            0.196000,
       676993.200000,      4946436.000000,            0.170000,            0.256000,            0.209000,
       676743.800000,      4946868.000000,            0.131000,            0.199000,            0.161000,
       676494.700000,      4946436.000000,            0.173000,            0.237000,            0.203000,
       674502.800000,      4989086.000000,            0.302000,            0.379000,            0.339000,
       674752.200000,      4988654.000000,            0.294000,            0.369000,            0.330000,
       675001.300000,      4989086.000000,            0.319000,            0.376000,            0.347000,
       681232.200000,      4992107.000000,            0.258000,            0.315000,            0.285000,
       681730.800000,      4992107.000000,            0.237000,            0.301000,            0.267000,
       681481.400000,      4992539.000000,            0.023000,            0.084000,            0.044000,
       675998.700000,      4988222.000000,            0.308000,            0.410000,            0.356000,
       676248.100000,      4987791.000000,            0.306000,            0.483000,            0.384000,
       676497.200000,      4988222.000000,            0.313000,            0.446000,            0.374000,
       683226.400000,      4992107.000000,            0.279000,            0.294000,            0.286000,
       682977.000000,      4992539.000000,            0.029000,            0.073000,            0.046000,
       682727.800000,      4992107.000000,            0.259000,            0.282000,            0.271000,
       677494.300000,      4988222.000000,            0.292000,            0.438000,            0.357000,
       677743.700000,      4987791.000000,            0.279000,            0.527000,            0.383000,
       677992.800000,      4988222.000000,            0.288000,            0.415000,            0.346000,
       705612.900000,      4963910.000000,            0.055000,            0.043000,            0.049000,
       705612.900000,      4963412.000000,            0.057000,            0.035000,            0.045000,
       706044.200000,      4963661.000000,            0.072000,            0.048000,            0.059000,
       704750.400000,      4964409.000000,            0.054000,            0.044000,            0.049000,
       704750.400000,      4963911.000000,            0.051000,            0.053000,            0.052000,
       705181.700000,      4964160.000000,            0.045000,            0.053000,            0.049000,
       685719.100000,      4992107.000000,            0.265000,            0.262000,            0.264000,
       686217.600000,      4992107.000000,            0.263000,            0.266000,            0.264000,
       685968.200000,      4992539.000000,            0.022000,            0.067000,            0.039000,
       688711.100000,      4989517.000000,            0.255000,            0.214000,            0.234000,
       688461.600000,      4989949.000000,            0.269000,            0.183000,            0.222000,
       688212.500000,      4989517.000000,            0.262000,            0.219000,            0.240000,
       683475.600000,      4992539.000000,            0.025000,            0.071000,            0.043000,
       690455.500000,      4990812.000000,            0.236000,            0.112000,            0.162000,
       690206.100000,      4991244.000000,            0.182000,            0.127000,            0.153000,
       689957.000000,      4990812.000000,            0.242000,            0.125000,            0.174000,
       706044.200000,      4980590.000000,            0.141000,            0.073000,            0.101000,
       706475.500000,      4980839.000000,            0.125000,            0.110000,            0.118000,
       706044.200000,      4981088.000000,            0.126000,            0.087000,            0.105000,
       689458.000000,      4992539.000000,            0.027000,            0.058000,            0.040000,
       689707.300000,      4992107.000000,            0.282000,            0.153000,            0.208000,
       689956.500000,      4992539.000000,            0.024000,            0.053000,            0.036000,
       696687.500000,      4990381.000000,            0.130000,            0.107000,            0.118000,
       697186.000000,      4990381.000000,            0.132000,            0.123000,            0.127000,
       696936.600000,      4990812.000000,            0.110000,            0.108000,            0.109000,
       695689.800000,      4992107.000000,            0.151000,            0.119000,            0.134000,
       695440.400000,      4992539.000000,            0.016000,            0.037000,            0.024000,
       695191.300000,      4992107.000000,            0.143000,            0.080000,            0.107000,
       693447.100000,      4989949.000000,            0.133000,            0.127000,            0.130000,
       692948.500000,      4989949.000000,            0.141000,            0.116000,            0.128000,
       693198.000000,      4989517.000000,            0.157000,            0.149000,            0.153000,
       695690.700000,      4989517.000000,            0.095000,            0.082000,            0.089000,
       696189.300000,      4989517.000000,            0.107000,            0.106000,            0.107000,
       695939.800000,      4989949.000000,            0.106000,            0.081000,            0.093000,
       688959.400000,      4992539.000000,            0.030000,            0.062000,            0.043000,
       689208.800000,      4992107.000000,            0.278000,            0.178000,            0.222000,
       688460.900000,      4992539.000000,            0.030000,            0.063000,            0.044000,
       688710.300000,      4992107.000000,            0.257000,            0.204000,            0.229000,
       706044.200000,      4973121.000000,            0.085000,            0.049000,            0.065000,
       706044.200000,      4972623.000000,            0.093000,            0.045000,            0.064000,
       706475.500000,      4972872.000000,            0.052000,            0.045000,            0.048000,
       706044.200000,      4972126.000000,            0.110000,            0.050000,            0.074000,
       706475.500000,      4972374.000000,            0.077000,            0.047000,            0.060000,
       691452.300000,      4991676.000000,            0.208000,            0.131000,            0.165000,
       691203.000000,      4992107.000000,            0.210000,            0.117000,            0.157000,
       690953.800000,      4991676.000000,            0.209000,            0.134000,            0.167000,
       685469.700000,      4992539.000000,            0.021000,            0.064000,            0.037000,
       683974.100000,      4992539.000000,            0.020000,            0.054000,            0.033000,
       683724.900000,      4992107.000000,            0.292000,            0.275000,            0.284000,
       686716.100000,      4992107.000000,            0.262000,            0.269000,            0.266000,
       687214.700000,      4992107.000000,            0.276000,            0.262000,            0.269000,
       686965.300000,      4992539.000000,            0.025000,            0.066000,            0.041000,
       705612.900000,      4962915.000000,            0.049000,            0.042000,            0.045000,
       706044.200000,      4963163.000000,            0.083000,            0.041000,            0.059000,
       682478.500000,      4941256.000000,            0.009000,            0.025000,            0.015000,
       682229.100000,      4941687.000000,            0.126000,            0.138000,            0.132000,
       681979.900000,      4941256.000000,            0.013000,            0.036000,            0.021000,
       704319.100000,      4964658.000000,            0.054000,            0.049000,            0.051000,
       704319.100000,      4964160.000000,            0.057000,            0.061000,            0.059000,
       681480.000000,      4946436.000000,            0.115000,            0.110000,            0.112000,
       681230.600000,      4946867.000000,            0.133000,            0.119000,            0.126000,
       680981.500000,      4946436.000000,            0.097000,            0.149000,            0.120000,
       684223.200000,      4941687.000000,            0.130000,            0.100000,            0.114000,
       683973.900000,      4942119.000000,            0.098000,            0.090000,            0.094000,
       683724.700000,      4941687.000000,            0.116000,            0.108000,            0.112000,
       684721.800000,      4941687.000000,            0.095000,            0.110000,            0.102000,
       684472.400000,      4942119.000000,            0.115000,            0.082000,            0.097000,
       685220.300000,      4941687.000000,            0.092000,            0.101000,            0.096000,
       684971.000000,      4942119.000000,            0.124000,            0.115000,            0.119000,
       685718.900000,      4941687.000000,            0.100000,            0.075000,            0.087000,
       685469.500000,      4942119.000000,            0.114000,            0.089000,            0.101000,
       686466.800000,      4941256.000000,            0.007000,            0.026000,            0.014000,
       686217.400000,      4941687.000000,            0.105000,            0.067000,            0.084000,
       685968.200000,      4941256.000000,            0.009000,            0.023000,            0.014000,
       686965.300000,      4941256.000000,            0.008000,            0.019000,            0.012000,
       686715.900000,      4941687.000000,            0.071000,            0.062000,            0.067000,
       687463.800000,      4941256.000000,            0.011000,            0.029000,            0.018000,
       687214.500000,      4941687.000000,            0.086000,            0.059000,            0.071000,
       687962.400000,      4941256.000000,            0.007000,            0.026000,            0.013000,
       687713.000000,      4941687.000000,            0.079000,            0.055000,            0.066000,
       688460.900000,      4941256.000000,            0.011000,            0.011000,            0.011000,
       688211.500000,      4941687.000000,            0.069000,            0.065000,            0.067000,
       706044.200000,      4958682.000000,            0.083000,            0.068000,            0.075000,
       706044.200000,      4958184.000000,            0.095000,            0.063000,            0.077000,
       706475.500000,      4958433.000000,            0.111000,            0.037000,            0.064000,
       689458.000000,      4941256.000000,            0.007000,            0.030000,            0.014000,
       689208.600000,      4941687.000000,            0.065000,            0.069000,            0.067000,
       688959.400000,      4941256.000000,            0.005000,            0.022000,            0.010000,
       689956.500000,      4941256.000000,            0.008000,            0.015000,            0.011000,
       689707.100000,      4941687.000000,            0.062000,            0.066000,            0.064000,
       706475.500000,      4960425.000000,            0.066000,            0.054000,            0.060000,
