E-UTM [m],N-UTM [m],Rew [m/s2],Rns [m/s2],Rgh [m/s2],
       632624.900000,      4992539.000000,            0.015000,            0.016000,            0.016000,
       632624.900000,      4992041.000000,            0.038000,            0.015000,            0.024000,
       632953.500000,      4992215.000000,            0.243000,            0.211000,            0.227000,
       633123.400000,      4941256.000000,            0.010000,            0.019000,            0.014000,
       632952.100000,      4941581.000000,            0.064000,            0.064000,            0.064000,
       632624.900000,      4941256.000000,            0.010000,            0.009000,            0.009000,
       706906.700000,      4941754.000000,            0.010000,            0.003000,            0.005000,
       706578.100000,      4941580.000000,            0.036000,            0.054000,            0.044000,
       706906.700000,      4941256.000000,            0.004000,            0.003000,            0.003000,
       633487.400000,      4970631.000000,            0.159000,            0.132000,            0.145000,
       633487.400000,      4971129.000000,            0.243000,            0.151000,            0.191000,
       633056.200000,      4970880.000000,            0.117000,            0.151000,            0.133000,
       632624.900000,      4990548.000000,            0.032000,            0.025000,            0.028000,
       633071.000000,      4990807.000000,            0.283000,            0.284000,            0.283000,
       632624.900000,      4991045.000000,            0.028000,            0.020000,            0.023000,
       636075.100000,      4969635.000000,            0.180000,            0.173000,            0.176000,
       636075.100000,      4970132.000000,            0.206000,            0.228000,            0.217000,
       635643.800000,      4969884.000000,            0.165000,            0.211000,            0.187000,
       633505.000000,      4990053.000000,            0.189000,            0.222000,            0.205000,
       633954.400000,      4990293.000000,            0.274000,            0.231000,            0.252000,
       633524.500000,      4990561.000000,            0.273000,            0.268000,            0.271000,
       661041.600000,      4991676.000000,            0.233000,            0.717000,            0.409000,
       660792.300000,      4992107.000000,            0.263000,            0.883000,            0.482000,
       660543.100000,      4991676.000000,            0.205000,            0.774000,            0.398000,
       634868.600000,      4992108.000000,            0.229000,            0.309000,            0.266000,
       634368.900000,      4992108.000000,            0.218000,            0.336000,            0.271000,
       634614.500000,      4991680.000000,            0.225000,            0.232000,            0.229000,
       633056.200000,      4971876.000000,            0.184000,            0.168000,            0.176000,
       633056.200000,      4972374.000000,            0.175000,            0.157000,            0.166000,
       632624.900000,      4972125.000000,            0.025000,            0.008000,            0.014000,
       632624.900000,      4987062.000000,            0.040000,            0.077000,            0.055000,
       633056.200000,      4987311.000000,            0.399000,            0.274000,            0.330000,
