E-UTM [m],N-UTM [m],Rew [m/s2],Rns [m/s2],Rgh [m/s2],
       632624.900000,      4992539.000000,            0.051000,            0.046000,            0.048000,
       632624.900000,      4992041.000000,            0.067000,            0.041000,            0.052000,
       632953.500000,      4992215.000000,            0.372000,            0.375000,            0.373000,
       633123.400000,      4941256.000000,            0.043000,            0.036000,            0.039000,
       632952.100000,      4941581.000000,            0.088000,            0.065000,            0.075000,
       632624.900000,      4941256.000000,            0.033000,            0.032000,            0.033000,
       706906.700000,      4941754.000000,            0.028000,            0.027000,            0.028000,
       706578.100000,      4941580.000000,            0.068000,            0.039000,            0.051000,
       706906.700000,      4941256.000000,            0.041000,            0.033000,            0.037000,
       633487.400000,      4970631.000000,            0.220000,            0.332000,            0.270000,
       633487.400000,      4971129.000000,            0.236000,            0.261000,            0.248000,
       633056.200000,      4970880.000000,            0.227000,            0.303000,            0.262000,
       632624.900000,      4990548.000000,            0.052000,            0.067000,            0.059000,
       633071.000000,      4990807.000000,            0.744000,            0.543000,            0.636000,
       632624.900000,      4991045.000000,            0.054000,            0.051000,            0.052000,
       636075.100000,      4969635.000000,            0.264000,            0.359000,            0.308000,
       636075.100000,      4970132.000000,            0.308000,            0.422000,            0.360000,
       635643.800000,      4969884.000000,            0.241000,            0.293000,            0.266000,
       633505.000000,      4990053.000000,            0.321000,            0.363000,            0.341000,
       633954.400000,      4990293.000000,            0.499000,            0.473000,            0.486000,
       633524.500000,      4990561.000000,            0.641000,            0.617000,            0.629000,
       661041.600000,      4991676.000000,            0.433000,            1.368000,            0.770000,
       660792.300000,      4992107.000000,            0.402000,            1.801000,            0.851000,
       660543.100000,      4991676.000000,            0.418000,            1.269000,            0.728000,
       634868.600000,      4992108.000000,            0.524000,            0.437000,            0.479000,
       634368.900000,      4992108.000000,            0.565000,            0.433000,            0.494000,
       634614.500000,      4991680.000000,            0.459000,            0.327000,            0.387000,
       633056.200000,      4971876.000000,            0.283000,            0.344000,            0.312000,
       633056.200000,      4972374.000000,            0.266000,            0.335000,            0.298000,
       632624.900000,      4972125.000000,            0.069000,            0.046000,            0.056000,
       632624.900000,      4987062.000000,            0.066000,            0.150000,            0.099000,
       633056.200000,      4987311.000000,            0.356000,            0.356000,            0.356000,
       632624.900000,      4987560.000000,            0.090000,            0.099000,            0.094000,
       636364.100000,      4992107.000000,            0.505000,            0.514000,            0.509000,
       635865.500000,      4992107.000000,            0.420000,            0.488000,            0.453000,
       636114.900000,      4991676.000000,            0.259000,            0.398000,            0.321000,
       657303.200000,      4989517.000000,            0.621000,            1.328000,            0.908000,
