 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.3052000000	 1.7992000000	 1.3200000000	 2.0234000000	 0.6843000000	 0.6616000000	 2.2563000000	 1.5538000000	
 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.9556000000	 1.2992000000	 2.1676000000	 2.5662000000	 1.0853000000	
 0.0000000000	 0.0000000000	 0.9827000000	 0.6253000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.3271000000	 1.6365000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.9472000000	 1.0804000000	 0.0000000000	
 0.0000000000	 3.2188000000	 8.1605000000	10.1679000000	 7.7800000000	 3.5139000000	 2.5507000000	 8.5879000000	18.7410000000	25.3485000000	22.6767000000	15.3629000000	 8.4547000000	 4.9736000000	 4.2006000000	 3.6318000000	 1.8647000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	
 1.1421000000	 7.3012000000	15.6155000000	20.2397000000	18.5441000000	13.7644000000	13.3564000000	22.4266000000	37.5803000000	48.9689000000	49.4634000000	41.3684000000	31.0689000000	23.3553000000	18.6037000000	14.2556000000	 8.4080000000	 2.4516000000	 0.0000000000	 0.0000000000	 0.0000000000	
 1.8361000000	 8.3465000000	16.9079000000	21.8689000000	20.6698000000	16.3352000000	15.6777000000	23.4656000000	37.6717000000	50.3283000000	54.6025000000	50.2992000000	41.9367000000	33.9894000000	27.6465000000	21.1384000000	12.8472000000	 4.3548000000	 0.0000000000	 0.0000000000	 0.0000000000	
 0.9447000000	 5.6253000000	11.6900000000	14.8480000000	13.2586000000	 9.2448000000	 7.5909000000	11.5323000000	20.8223000000	30.6310000000	35.9483000000	35.4844000000	31.4917000000	26.9103000000	22.7940000000	17.8894000000	10.9966000000	 3.6939000000	 0.0000000000	 0.0000000000	 0.0000000000	
 0.0000000000	 1.9227000000	 4.6216000000	 5.6324000000	 4.0615000000	 1.4347000000	 0.0000000000	 0.4149000000	 3.9167000000	 8.4833000000	11.6694000000	12.5251000000	11.7912000000	10.7251000000	 9.9240000000	 8.3664000000	 5.1309000000	 1.4286000000	 0.0000000000	 0.0000000000	 0.0000000000	
 0.0000000000	 0.0000000000	 0.4049000000	 0.4124000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.5586000000	 0.9627000000	 0.5672000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	
 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	
 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	
 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	
 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	 0.0000000000	
