0.000000e+000	 5.573875e+001	 6.382163e+001	 4.867954e+001
5.000000e-002	 7.182798e+001	 8.202834e+001	 6.289606e+001
1.000000e-001	 8.503979e+001	 9.810174e+001	 7.371699e+001
1.500000e-001	 9.728437e+001	 1.152812e+002	 8.209710e+001
2.000000e-001	 1.096573e+002	 1.337779e+002	 8.988578e+001
2.500000e-001	 1.281984e+002	 1.556394e+002	 1.055956e+002
3.000000e-001	 1.184238e+002	 1.433954e+002	 9.780089e+001
3.500000e-001	 1.420513e+002	 1.731492e+002	 1.165386e+002
4.000000e-001	 1.453056e+002	 1.852448e+002	 1.139773e+002
4.500000e-001	 1.266640e+002	 1.578805e+002	 1.016196e+002
5.000000e-001	 1.086351e+002	 1.346352e+002	 8.765606e+001
5.500000e-001	 1.018416e+002	 1.288559e+002	 8.049082e+001
6.000000e-001	 1.063318e+002	 1.402590e+002	 8.061124e+001
6.500000e-001	 1.105387e+002	 1.511154e+002	 8.085741e+001
7.000000e-001	 1.113384e+002	 1.510069e+002	 8.209058e+001
7.500000e-001	 1.086870e+002	 1.427406e+002	 8.275757e+001
8.000000e-001	 1.009440e+002	 1.279946e+002	 7.961037e+001
8.500000e-001	 9.120030e+001	 1.156647e+002	 7.191042e+001
9.000000e-001	 8.024197e+001	 1.020052e+002	 6.312202e+001
9.500000e-001	 7.426290e+001	 9.450152e+001	 5.835861e+001
1.000000e+000	 7.118361e+001	 8.725191e+001	 5.807445e+001
1.050000e+000	 6.989489e+001	 8.299420e+001	 5.886309e+001
1.100000e+000	 6.875718e+001	 8.338458e+001	 5.669573e+001
1.150000e+000	 6.683131e+001	 8.512758e+001	 5.246742e+001
1.200000e+000	 6.591988e+001	 8.494416e+001	 5.115632e+001
1.250000e+000	 6.460884e+001	 8.443907e+001	 4.943568e+001
1.300000e+000	 6.377068e+001	 8.608524e+001	 4.724038e+001
1.350000e+000	 6.295866e+001	 8.901225e+001	 4.453087e+001
1.400000e+000	 6.215232e+001	 9.021561e+001	 4.281866e+001
1.450000e+000	 6.118859e+001	 8.978969e+001	 4.169792e+001
1.500000e+000	 6.086665e+001	 8.923604e+001	 4.151628e+001
1.550000e+000	 6.070002e+001	 8.932327e+001	 4.124897e+001
1.600000e+000	 6.053656e+001	 8.978504e+001	 4.081610e+001
1.650000e+000	 6.035996e+001	 9.103405e+001	 4.002156e+001
1.700000e+000	 5.929080e+001	 9.117561e+001	 3.855635e+001
1.750000e+000	 5.736449e+001	 8.934675e+001	 3.683050e+001
1.800000e+000	 5.511821e+001	 8.565074e+001	 3.546983e+001
1.850000e+000	 5.232597e+001	 7.984303e+001	 3.429238e+001
1.900000e+000	 4.881625e+001	 7.279617e+001	 3.273561e+001
1.950000e+000	 4.513073e+001	 6.586630e+001	 3.092298e+001
2.000000e+000	 4.166148e+001	 5.972517e+001	 2.906110e+001
2.050000e+000	 3.902103e+001	 5.498630e+001	 2.769128e+001
2.100000e+000	 3.693518e+001	 5.154327e+001	 2.646722e+001
2.150000e+000	 3.516455e+001	 4.903399e+001	 2.521813e+001
2.200000e+000	 3.372027e+001	 4.695847e+001	 2.421409e+001
2.250000e+000	 3.238847e+001	 4.515558e+001	 2.323109e+001
2.300000e+000	 3.097983e+001	 4.359618e+001	 2.201454e+001
2.350000e+000	 2.966711e+001	 4.179079e+001	 2.106056e+001
2.400000e+000	 2.811982e+001	 3.972336e+001	 1.990577e+001
2.450000e+000	 2.655020e+001	 3.751632e+001	 1.878950e+001
2.500000e+000	 2.515775e+001	 3.497469e+001	 1.809630e+001
2.550000e+000	 2.381166e+001	 3.267840e+001	 1.735076e+001
2.600000e+000	 2.253643e+001	 3.057851e+001	 1.660941e+001
2.650000e+000	 2.136150e+001	 2.883111e+001	 1.582713e+001
2.700000e+000	 2.038374e+001	 2.743139e+001	 1.514677e+001
2.750000e+000	 1.947774e+001	 2.626017e+001	 1.444707e+001
