Station Code,Monitor ID,Repi [km],E_UTM [m],N_UTM [m],LON [dd],LAT [dd],
MON570, 570, 2.830000e+01, 6.645514e+05, 4.499569e+06, 2.294600e+01, 4.063100e+01,
MON571, 571, 2.740000e+01, 6.658521e+05, 4.498707e+06, 2.296100e+01, 4.062300e+01,
MON572, 572, 2.760000e+01, 6.662617e+05, 4.497192e+06, 2.296500e+01, 4.060900e+01,
MON573, 573, 2.770000e+01, 6.667140e+05, 4.496033e+06, 2.297000e+01, 4.059800e+01,
MON574, 574, 2.740000e+01, 6.666867e+05, 4.496676e+06, 2.297000e+01, 4.060400e+01,
MON575, 575, 2.840000e+01, 6.665019e+05, 4.494909e+06, 2.296800e+01, 4.058800e+01,
MON576, 576, 2.760000e+01, 6.667631e+05, 4.496187e+06, 2.297100e+01, 4.060000e+01,
MON577, 577, 2.620000e+01, 6.676455e+05, 4.497519e+06, 2.298200e+01, 4.061200e+01,
MON578, 578, 2.720000e+01, 6.661065e+05, 4.498525e+06, 2.296400e+01, 4.062100e+01,
MON579, 579, 2.740000e+01, 6.669159e+05, 4.496238e+06, 2.297300e+01, 4.060000e+01,
MON580, 580, 2.750000e+01, 6.658281e+05, 4.498403e+06, 2.296000e+01, 4.062000e+01,
MON581, 581, 2.750000e+01, 6.658723e+05, 4.498270e+06, 2.296100e+01, 4.061900e+01,
MON582, 582, 2.780000e+01, 6.654662e+05, 4.498468e+06, 2.295600e+01, 4.062000e+01,
MON583, 583, 2.710000e+01, 6.665986e+05, 4.497590e+06, 2.296900e+01, 4.061200e+01,
MON584, 584, 2.760000e+01, 6.659327e+05, 4.497907e+06, 2.296200e+01, 4.061500e+01,
MON585, 585, 2.790000e+01, 6.653043e+05, 4.498573e+06, 2.295400e+01, 4.062100e+01,
MON586, 586, 27, 6.667979e+05, 4.497495e+06, 2.297200e+01, 4.061100e+01,
MON587, 587, 2.660000e+01, 6.672942e+05, 4.497374e+06, 2.297800e+01, 4.061000e+01,
MON588, 588, 28, 6.663148e+05, 4.496192e+06, 2.296600e+01, 4.060000e+01,
MON589, 589, 2.730000e+01, 6.662736e+05, 4.497970e+06, 2.296600e+01, 4.061600e+01,
MON590, 590, 2.770000e+01, 6.657937e+05, 4.498051e+06, 2.296000e+01, 4.061700e+01,
MON591, 591, 2.790000e+01, 6.664311e+05, 4.496039e+06, 2.296700e+01, 4.059800e+01,
MON592, 592, 2.820000e+01, 6.662948e+05, 4.495766e+06, 2.296500e+01, 4.059600e+01,
MON593, 593, 2.720000e+01, 667017, 4.496541e+06, 2.297400e+01, 4.060300e+01,
MON594, 594, 2.760000e+01, 6.668135e+05, 4.496020e+06, 2.297100e+01, 4.059800e+01,
MON595, 595, 2.610000e+01, 6.677747e+05, 4.497376e+06, 2.298300e+01, 4.061000e+01,
MON596, 596, 2.790000e+01, 6.662124e+05, 4.496638e+06, 2.296500e+01, 4.060400e+01,
MON597, 597, 2.780000e+01, 6.654357e+05, 4.498593e+06, 2.295600e+01, 4.062200e+01,
MON598, 598, 2.610000e+01, 6.676871e+05, 4.497712e+06, 2.298200e+01, 4.061300e+01,
MON599, 599, 2.770000e+01, 6.655862e+05, 4.498566e+06, 2.295800e+01, 4.062100e+01,
MON600, 600, 28, 6.662709e+05, 4.496250e+06, 2.296500e+01, 4.060000e+01,
MON601, 601, 2.670000e+01, 6.673530e+05, 4.496907e+06, 2.297800e+01, 4.060600e+01,
MON602, 602, 2.840000e+01, 6.644134e+05, 4.499589e+06, 2.294400e+01, 4.063100e+01,
MON603, 603, 2.770000e+01, 6.667006e+05, 4.495969e+06, 2.297000e+01, 4.059800e+01,
MON604, 604, 2.710000e+01, 6.668106e+05, 4.497080e+06, 2.297200e+01, 4.060800e+01,
MON605, 605, 27, 6.668781e+05, 4.497263e+06, 2.297300e+01, 4.060900e+01,
MON606, 606, 2.820000e+01, 6.646388e+05, 4.499614e+06, 2.294700e+01, 4.063100e+01,
MON607, 607, 2.810000e+01, 6.652659e+05, 4.498274e+06, 2.295400e+01, 4.061900e+01,
MON608, 608, 2.660000e+01, 6.670857e+05, 4.497670e+06, 2.297500e+01, 4.061300e+01,
MON609, 609, 2.810000e+01, 6.654075e+05, 4.497806e+06, 2.295500e+01, 4.061500e+01,
MON610, 610, 2.780000e+01, 6.665543e+05, 4.495969e+06, 2.296800e+01, 4.059800e+01,
MON611, 611, 2.760000e+01, 6.653853e+05, 4.499250e+06, 2.295500e+01, 4.062800e+01,
MON612, 612, 2.720000e+01, 6.664841e+05, 4.497704e+06, 2.296800e+01, 4.061300e+01,
MON613, 613, 2.650000e+01, 6.671901e+05, 4.497682e+06, 2.297600e+01, 4.061300e+01,
MON614, 614, 2.740000e+01, 6.665698e+05, 4.497022e+06, 2.296900e+01, 4.060700e+01,
MON615, 615, 2.850000e+01, 6.662365e+05, 4.495167e+06, 2.296400e+01, 4.059100e+01,
MON616, 616, 2.810000e+01, 6.663407e+05, 4.495872e+06, 2.296600e+01, 4.059700e+01,
MON617, 617, 2.810000e+01, 6.648610e+05, 4.499238e+06, 2.294900e+01, 4.062800e+01,
MON618, 618, 2.720000e+01, 6.665138e+05, 4.497622e+06, 2.296800e+01, 4.061300e+01,
MON619, 619, 2.870000e+01, 6.651597e+05, 4.496823e+06, 2.295200e+01, 4.060600e+01,
MON620, 620, 2.710000e+01, 6.670957e+05, 4.496445e+06, 2.297500e+01, 4.060200e+01,
MON621, 621, 2.930000e+01, 6.650748e+05, 4.495615e+06, 2.295100e+01, 4.059500e+01,
MON622, 622, 28, 6.653570e+05, 4.498294e+06, 2.295500e+01, 4.061900e+01,
MON623, 623, 2.810000e+01, 6.647920e+05, 4.499455e+06, 2.294900e+01, 4.063000e+01,
MON624, 624, 2.780000e+01, 6.666223e+05, 4.496005e+06, 2.296900e+01, 4.059800e+01,
MON625, 625, 2.640000e+01, 6.673125e+05, 4.497685e+06, 2.297800e+01, 4.061300e+01,
MON626, 626, 2.770000e+01, 6.669564e+05, 4.495474e+06, 2.297300e+01, 4.059300e+01,
MON627, 627, 27, 6.667831e+05, 4.497391e+06, 2.297100e+01, 4.061100e+01,
MON628, 628, 2.590000e+01, 6.679563e+05, 4.497489e+06, 2.298500e+01, 4.061100e+01,
MON629, 629, 28, 6.651831e+05, 4.498593e+06, 2.295300e+01, 4.062200e+01,
MON630, 630, 28, 6.661213e+05, 4.496453e+06, 2.296300e+01, 4.060200e+01,
MON631, 631, 2.760000e+01, 6.669589e+05, 4.495777e+06, 2.297300e+01, 4.059600e+01,
MON632, 632, 2.720000e+01, 6.667469e+05, 4.497160e+06, 2.297100e+01, 4.060800e+01,
MON633, 633, 2.720000e+01, 6.669570e+05, 4.496698e+06, 2.297300e+01, 4.060400e+01,
MON634, 634, 2.740000e+01, 6.659135e+05, 4.498383e+06, 2.296100e+01, 4.062000e+01,
MON635, 635, 2.750000e+01, 6.660792e+05, 4.497940e+06, 2.296300e+01, 4.061600e+01,
MON636, 636, 2.750000e+01, 6.658340e+05, 4.498494e+06, 2.296100e+01, 4.062100e+01,
MON637, 637, 2.630000e+01, 6.676816e+05, 4.497073e+06, 2.298200e+01, 4.060700e+01,
MON638, 638, 2.850000e+01, 6.639359e+05, 4.501074e+06, 2.293900e+01, 4.064400e+01,
MON639, 639, 2.850000e+01, 6.661275e+05, 4.495381e+06, 2.296300e+01, 4.059300e+01,
MON640, 640, 2.730000e+01, 6.663394e+05, 4.497749e+06, 2.296600e+01, 4.061400e+01,
MON641, 641, 2.730000e+01, 6.663091e+05, 4.497697e+06, 2.296600e+01, 4.061300e+01,
MON642, 642, 2.730000e+01, 6.669613e+05, 4.496403e+06, 2.297300e+01, 4.060200e+01,
MON643, 643, 2.750000e+01, 6.657368e+05, 4.498639e+06, 2.295900e+01, 4.062200e+01,
MON644, 644, 2.840000e+01, 6.663709e+05, 4.495143e+06, 2.296600e+01, 4.059000e+01,
MON645, 645, 2.840000e+01, 6.661952e+05, 4.495542e+06, 2.296400e+01, 4.059400e+01,
MON646, 646, 2.780000e+01, 6.664753e+05, 4.496233e+06, 2.296800e+01, 4.060000e+01,
MON647, 647, 27, 6.671463e+05, 4.496740e+06, 2.297600e+01, 4.060500e+01,
MON648, 648, 2.670000e+01, 6.671946e+05, 4.497289e+06, 2.297600e+01, 4.061000e+01,
MON649, 649, 28, 6.652851e+05, 4.498347e+06, 2.295400e+01, 4.061900e+01,
MON650, 650, 28, 6.649032e+05, 4.499389e+06, 2.295000e+01, 4.062900e+01,
MON651, 651, 29, 6.656374e+05, 4.495245e+06, 2.295700e+01, 4.059100e+01,
MON652, 652, 2.760000e+01, 6.658266e+05, 4.498229e+06, 2.296000e+01, 4.061800e+01,
MON653, 653, 2.790000e+01, 6.655153e+05, 4.498166e+06, 2.295700e+01, 4.061800e+01,
MON654, 654, 2.690000e+01, 6.660074e+05, 4.499573e+06, 2.296300e+01, 4.063000e+01,
MON655, 655, 2.780000e+01, 6.664627e+05, 4.496354e+06, 2.296700e+01, 4.060100e+01,
MON656, 656, 2.760000e+01, 6.668642e+05, 4.495855e+06, 2.297200e+01, 4.059700e+01,
MON657, 657, 2.690000e+01, 6.669569e+05, 4.497235e+06, 2.297400e+01, 4.060900e+01,
MON658, 658, 2.760000e+01, 6.669109e+05, 4.495801e+06, 2.297300e+01, 4.059600e+01,
MON659, 659, 2.760000e+01, 6.656712e+05, 4.498576e+06, 2.295900e+01, 4.062100e+01,
MON660, 660, 2.790000e+01, 6.656544e+05, 4.497879e+06, 2.295800e+01, 4.061500e+01,
MON661, 661, 2.760000e+01, 6.656199e+05, 4.498632e+06, 2.295800e+01, 4.062200e+01,
MON662, 662, 2.670000e+01, 6.671627e+05, 4.497412e+06, 2.297600e+01, 4.061100e+01,
MON663, 663, 2.860000e+01, 6.651789e+05, 4.497216e+06, 2.295200e+01, 4.060900e+01,
MON664, 664, 2.710000e+01, 6.667974e+05, 4.497122e+06, 2.297200e+01, 4.060800e+01,
MON665, 665, 27, 6.667434e+05, 4.497628e+06, 2.297100e+01, 4.061300e+01,
MON666, 666, 2.750000e+01, 6.656232e+05, 4.498855e+06, 2.295800e+01, 4.062400e+01,
MON667, 667, 2.680000e+01, 6.669169e+05, 4.497646e+06, 2.297300e+01, 4.061300e+01,
MON668, 668, 29, 6.651081e+05, 4.496413e+06, 2.295100e+01, 4.060200e+01,
MON669, 669, 2.850000e+01, 6.662196e+05, 4.495086e+06, 2.296400e+01, 4.059000e+01,
MON670, 670, 2.720000e+01, 6.665439e+05, 4.497484e+06, 2.296900e+01, 4.061100e+01,
MON671, 671, 2.740000e+01, 6.659494e+05, 4.498533e+06, 2.296200e+01, 4.062100e+01,
MON672, 672, 2.810000e+01, 6.649065e+05, 4.499145e+06, 2.295000e+01, 4.062700e+01,
MON673, 673, 2.650000e+01, 6.675088e+05, 4.496978e+06, 2.298000e+01, 4.060700e+01,
MON674, 674, 2.740000e+01, 6.658240e+05, 4.498734e+06, 2.296100e+01, 4.062300e+01,
MON675, 675, 2.810000e+01, 6.648255e+05, 4.499355e+06, 2.294900e+01, 4.062900e+01,
MON676, 676, 2.730000e+01, 6.672010e+05, 4.495845e+06, 2.297600e+01, 4.059700e+01,
MON677, 677, 2.780000e+01, 6.653158e+05, 4.498829e+06, 2.295500e+01, 4.062400e+01,
MON678, 678, 2.890000e+01, 6.651114e+05, 4.496565e+06, 2.295200e+01, 4.060300e+01,
MON679, 679, 2.710000e+01, 6.667301e+05, 4.497282e+06, 2.297100e+01, 4.061000e+01,
MON680, 680, 29, 6.651241e+05, 4496203, 2.295200e+01, 4.060000e+01,
MON681, 681, 2.610000e+01, 6.676216e+05, 4.497742e+06, 2.298100e+01, 4.061400e+01,
MON682, 682, 2.760000e+01, 6.661844e+05, 4.497246e+06, 2.296400e+01, 4.060900e+01,
MON683, 683, 2.720000e+01, 6.668372e+05, 4.496881e+06, 2.297200e+01, 4.060600e+01,
MON684, 684, 2.790000e+01, 6.664547e+05, 4.495965e+06, 2.296700e+01, 4.059800e+01,
MON685, 685, 2.780000e+01, 6.664107e+05, 4.496264e+06, 2.296700e+01, 4.060000e+01,
MON686, 686, 2.780000e+01, 6.656561e+05, 4.498084e+06, 2.295800e+01, 4.061700e+01,
MON687, 687, 27, 6.667287e+05, 4.497592e+06, 2.297100e+01, 4.061200e+01,
MON688, 688, 2.790000e+01, 6.653856e+05, 4.498517e+06, 2.295500e+01, 4.062100e+01,
MON689, 689, 2.590000e+01, 6.680565e+05, 4.497398e+06, 2.298700e+01, 4.061000e+01,
MON690, 690, 28, 6.664302e+05, 4.495874e+06, 2.296700e+01, 4.059700e+01,
MON691, 691, 2.760000e+01, 6.664097e+05, 4.496820e+06, 2.296700e+01, 4.060500e+01,
MON692, 692, 2.730000e+01, 6.658253e+05, 4.498944e+06, 2.296100e+01, 4.062500e+01,
MON693, 693, 27, 6.669449e+05, 4.497082e+06, 2.297300e+01, 4.060800e+01,
MON694, 694, 2.840000e+01, 6.662288e+05, 4.495469e+06, 2.296400e+01, 4.059300e+01,
MON695, 695, 2.720000e+01, 6.665151e+05, 4.497552e+06, 2.296800e+01, 4.061200e+01,
MON696, 696, 2.780000e+01, 6.664829e+05, 4.496292e+06, 2.296800e+01, 4.060100e+01,
MON697, 697, 2.750000e+01, 6.660036e+05, 4.498131e+06, 2.296200e+01, 4.061700e+01,
MON698, 698, 2.730000e+01, 6.670491e+05, 4.496204e+06, 2.297400e+01, 4.060000e+01,
MON699, 699, 2.870000e+01, 6.652354e+05, 4.496686e+06, 2.295300e+01, 4.060400e+01,
MON700, 700, 2.810000e+01, 6.661000e+05, 4.496278e+06, 2.296300e+01, 4.060100e+01,
MON701, 701, 2.690000e+01, 6.668529e+05, 4.497472e+06, 2.297200e+01, 4.061100e+01,
MON702, 702, 2.730000e+01, 6.669321e+05, 4.496513e+06, 2.297300e+01, 4.060300e+01,
MON703, 703, 28, 6.656298e+05, 4.497646e+06, 2.295800e+01, 4.061300e+01,
MON704, 704, 2.750000e+01, 6.663161e+05, 4.497340e+06, 2.296600e+01, 4.061000e+01,
MON705, 705, 2.710000e+01, 6.660896e+05, 4.498857e+06, 2.296400e+01, 4.062400e+01,
MON706, 706, 2.810000e+01, 6.649289e+05, 4.499283e+06, 2.295000e+01, 4.062800e+01,
MON707, 707, 2.660000e+01, 6.673757e+05, 4.497226e+06, 2.297800e+01, 4.060900e+01,
MON708, 708, 2.890000e+01, 6.651887e+05, 4.496465e+06, 2.295200e+01, 4.060300e+01,
MON709, 709, 29, 6.652093e+05, 4.496021e+06, 2.295300e+01, 4.059900e+01,
MON710, 710, 2.750000e+01, 6.665930e+05, 4.496665e+06, 2.296900e+01, 4.060400e+01,
MON711, 711, 2.820000e+01, 6.662131e+05, 4.495767e+06, 2.296400e+01, 4.059600e+01,
MON712, 712, 2.660000e+01, 6.672651e+05, 4.497443e+06, 2.297700e+01, 4.061100e+01,
MON713, 713, 2.750000e+01, 6.669904e+05, 4.495887e+06, 2.297400e+01, 4.059700e+01,
MON714, 714, 2.770000e+01, 6.661583e+05, 4.497147e+06, 2.296400e+01, 4.060800e+01,
MON715, 715, 2.860000e+01, 6.652273e+05, 4.497038e+06, 2.295300e+01, 4.060800e+01,
MON716, 716, 2.660000e+01, 6.671220e+05, 4.497720e+06, 2.297600e+01, 4.061300e+01,
MON717, 717, 2.730000e+01, 6.668922e+05, 4.496617e+06, 2.297300e+01, 4.060400e+01,
MON718, 718, 2.630000e+01, 6.670486e+05, 4.498573e+06, 2.297500e+01, 4.062100e+01,
MON719, 719, 2.780000e+01, 6.658119e+05, 4.497775e+06, 2.296000e+01, 4.061400e+01,
MON720, 720, 2.690000e+01, 6.670352e+05, 4.497059e+06, 2.297400e+01, 4.060700e+01,
MON721, 721, 2.750000e+01, 6.659265e+05, 4.498165e+06, 2.296200e+01, 4.061800e+01,
MON722, 722, 2.690000e+01, 6.671682e+05, 4.496921e+06, 2.297600e+01, 4.060600e+01,
MON723, 723, 2.670000e+01, 6.672286e+05, 4.497304e+06, 2.297700e+01, 4.061000e+01,
MON724, 724, 2.790000e+01, 6.653682e+05, 4.498579e+06, 2.295500e+01, 4.062100e+01,
MON725, 725, 2.750000e+01, 6.666374e+05, 4.496574e+06, 2.297000e+01, 4.060300e+01,
MON726, 726, 2.740000e+01, 6.667477e+05, 4.496609e+06, 2.297100e+01, 4.060300e+01,
MON727, 727, 2.710000e+01, 6.672080e+05, 4.496348e+06, 2.297600e+01, 4.060100e+01,
MON728, 728, 2.820000e+01, 6.660198e+05, 4.496309e+06, 2.296200e+01, 4.060100e+01,
MON729, 729, 28, 6.653841e+05, 4.498115e+06, 2.295500e+01, 4.061700e+01,
MON730, 730, 2.850000e+01, 6.663634e+05, 4.494973e+06, 2.296600e+01, 4.058900e+01,
MON731, 731, 2.740000e+01, 6.661375e+05, 4.497992e+06, 2.296400e+01, 4.061600e+01,
MON732, 732, 2.720000e+01, 6.671932e+05, 4.496197e+06, 2.297600e+01, 4.060000e+01,
MON733, 733, 2.790000e+01, 6.661225e+05, 4.496722e+06, 2.296400e+01, 4.060500e+01,
MON734, 734, 2.750000e+01, 6.666602e+05, 4.496505e+06, 2.297000e+01, 4.060300e+01,
MON735, 735, 2.810000e+01, 6.663517e+05, 4.495833e+06, 2.296600e+01, 4.059700e+01,
MON736, 736, 2.740000e+01, 6.659328e+05, 4.498577e+06, 2.296200e+01, 4.062100e+01,
MON737, 737, 2.680000e+01, 6.674333e+05, 4.496656e+06, 2.297900e+01, 4.060400e+01,
MON738, 738, 2.850000e+01, 6.651928e+05, 4.497330e+06, 2.295300e+01, 4.061000e+01,
MON739, 739, 2.750000e+01, 6.662937e+05, 4.497249e+06, 2.296600e+01, 4.060900e+01,
MON740, 740, 2.720000e+01, 6.671074e+05, 4.496288e+06, 2.297500e+01, 4.060100e+01,
MON741, 741, 27, 6.667094e+05, 4.497673e+06, 2.297100e+01, 4.061300e+01,
MON742, 742, 2.660000e+01, 6.671372e+05, 4.497561e+06, 2.297600e+01, 4.061200e+01,
MON743, 743, 2.780000e+01, 6.666615e+05, 4.495808e+06, 2.297000e+01, 4.059600e+01,
MON744, 744, 2.820000e+01, 6.653462e+05, 4.497810e+06, 2.295500e+01, 4.061500e+01,
MON745, 745, 2.770000e+01, 6.664892e+05, 4.496364e+06, 2.296800e+01, 4.060100e+01,
MON746, 746, 2.740000e+01, 6.661712e+05, 4.497956e+06, 2.296400e+01, 4.061600e+01,
MON747, 747, 2.690000e+01, 6.666707e+05, 4.497840e+06, 2.297000e+01, 4.061500e+01,
MON748, 748, 3.020000e+01, 6.621679e+05, 4.500875e+06, 2.291800e+01, 4.064300e+01,
MON749, 749, 2.830000e+01, 6.643843e+05, 4.500122e+06, 2.294400e+01, 4.063600e+01,
MON750, 750, 27, 6.656294e+05, 4.500675e+06, 2.295900e+01, 4.064000e+01,
MON751, 751, 2.930000e+01, 6.632675e+05, 4.500522e+06, 2.293100e+01, 4.063900e+01,
MON752, 752, 2.830000e+01, 6.645346e+05, 4.499617e+06, 2.294600e+01, 4.063100e+01,
MON753, 753, 2.910000e+01, 6.652571e+05, 4.495823e+06, 2.295300e+01, 4.059700e+01,
MON754, 754, 2.650000e+01, 6.672189e+05, 4.497622e+06, 2.297700e+01, 4.061300e+01,
MON755, 755, 27, 6.666859e+05, 4.497743e+06, 2.297000e+01, 4.061400e+01,
MON756, 756, 2.770000e+01, 6.668848e+05, 4.495695e+06, 2.297200e+01, 4.059500e+01,
MON757, 757, 27, 6.666702e+05, 4.497738e+06, 2.297000e+01, 4.061400e+01,
MON758, 758, 2.640000e+01, 6.669493e+05, 4.498494e+06, 2.297400e+01, 4.062000e+01,
MON759, 759, 2.830000e+01, 666338, 4.495312e+06, 2.296600e+01, 4.059200e+01,
MON760, 760, 2.820000e+01, 6.647436e+05, 4.499479e+06, 2.294800e+01, 4.063000e+01,
MON761, 761, 28, 6.651610e+05, 4.498783e+06, 2.295300e+01, 4.062300e+01,
MON762, 762, 2.820000e+01, 6.648236e+05, 4.499168e+06, 2.294900e+01, 4.062700e+01,
MON763, 763, 27, 6.666983e+05, 4.497748e+06, 2.297100e+01, 4.061400e+01,
MON764, 764, 2.660000e+01, 6.664367e+05, 4.499398e+06, 2.296800e+01, 4.062900e+01,
MON765, 765, 2.650000e+01, 6.673011e+05, 4.497557e+06, 2.297800e+01, 4.061200e+01,
MON766, 766, 2.830000e+01, 6.663806e+05, 4.495313e+06, 2.296600e+01, 4.059200e+01,
MON767, 767, 2.820000e+01, 6.647472e+05, 4.499318e+06, 2.294800e+01, 4.062800e+01,
MON768, 768, 2.690000e+01, 6.671352e+05, 4.496856e+06, 2.297600e+01, 4.060600e+01,
MON769, 769, 2.750000e+01, 6.660242e+05, 4.498045e+06, 2.296300e+01, 4.061700e+01,
MON770, 770, 2.730000e+01, 6.659550e+05, 4.498713e+06, 2.296200e+01, 4.062300e+01,
MON771, 771, 2.680000e+01, 6.660887e+05, 4.499673e+06, 2.296400e+01, 4.063100e+01,
MON772, 772, 2.830000e+01, 6.663425e+05, 4.495420e+06, 2.296600e+01, 4.059300e+01,
MON773, 773, 2.830000e+01, 6.652228e+05, 4.497880e+06, 2.295300e+01, 4.061500e+01,
MON774, 774, 2.810000e+01, 6.655956e+05, 4.497514e+06, 2.295700e+01, 4.061200e+01,
MON775, 775, 2.680000e+01, 6.671824e+05, 4.497103e+06, 2.297600e+01, 4.060800e+01,
MON776, 776, 2.650000e+01, 6.667014e+05, 4.499088e+06, 2.297100e+01, 4.062600e+01,
MON777, 777, 2.830000e+01, 6.652012e+05, 4.497894e+06, 2.295300e+01, 4.061500e+01,
MON778, 778, 2.710000e+01, 6.670702e+05, 4.496639e+06, 2.297500e+01, 4.060400e+01,
MON779, 779, 2.640000e+01, 6.674442e+05, 4.497471e+06, 2.297900e+01, 4.061100e+01,
MON780, 780, 2.820000e+01, 6.657820e+05, 4.496737e+06, 2.295900e+01, 4.060500e+01,
MON781, 781, 2.770000e+01, 6.667864e+05, 4.495782e+06, 2.297100e+01, 4.059600e+01,
MON782, 782, 2.770000e+01, 6.668120e+05, 4.495865e+06, 2.297100e+01, 4.059700e+01,
MON783, 783, 2.640000e+01, 6.674999e+05, 4.497258e+06, 2.298000e+01, 4.060900e+01,
MON784, 784, 2.690000e+01, 6.663920e+05, 4.498713e+06, 2.296700e+01, 4.062300e+01,
MON785, 785, 2.860000e+01, 6.661825e+05, 4.495137e+06, 2.296400e+01, 4.059000e+01,
MON786, 786, 2.720000e+01, 6.664999e+05, 4.497506e+06, 2.296800e+01, 4.061200e+01,
MON787, 787, 2.880000e+01, 6.658113e+05, 4.495267e+06, 2.295900e+01, 4.059200e+01,
MON788, 788, 2.820000e+01, 6.647421e+05, 4.499455e+06, 2.294800e+01, 4.063000e+01,
MON789, 789, 2.850000e+01, 6.652282e+05, 4.497226e+06, 2.295300e+01, 4.060900e+01,
MON790, 790, 2.790000e+01, 6.651860e+05, 4.499091e+06, 2.295300e+01, 4.062600e+01,
MON791, 791, 2.760000e+01, 6.656366e+05, 4.498562e+06, 2.295800e+01, 4.062100e+01,
MON792, 792, 2.670000e+01, 6.673465e+05, 4.497001e+06, 2.297800e+01, 4.060700e+01,
MON793, 793, 2.870000e+01, 6.657893e+05, 4.495506e+06, 2.295900e+01, 4.059400e+01,
MON794, 794, 2.730000e+01, 6.671657e+05, 4.495909e+06, 2.297600e+01, 4.059700e+01,
MON795, 795, 2.720000e+01, 6.671711e+05, 4.496280e+06, 2.297600e+01, 4.060000e+01,
MON796, 796, 27, 6.659631e+05, 4.499530e+06, 2.296200e+01, 4.063000e+01,
MON797, 797, 2.590000e+01, 6.679942e+05, 4.497556e+06, 2.298600e+01, 4.061200e+01,
MON798, 798, 2.690000e+01, 6.667591e+05, 4.497670e+06, 2.297100e+01, 4.061300e+01,
MON799, 799, 2.810000e+01, 665218, 4.498332e+06, 2.295300e+01, 4.061900e+01,
MON800, 800, 2.820000e+01, 6.652382e+05, 4.498093e+06, 2.295300e+01, 4.061700e+01,
MON801, 801, 2.770000e+01, 6.660969e+05, 4.497248e+06, 2.296300e+01, 4.060900e+01,
MON802, 802, 2.820000e+01, 6.652206e+05, 4.497966e+06, 2.295300e+01, 4.061600e+01,
MON803, 803, 2.790000e+01, 6.653983e+05, 4.498454e+06, 2.295500e+01, 4.062000e+01,
MON804, 804, 2.660000e+01, 6.672119e+05, 4.497433e+06, 2.297700e+01, 4.061100e+01,
MON805, 805, 2.820000e+01, 6.653495e+05, 4.497859e+06, 2.295500e+01, 4.061500e+01,
MON806, 806, 2.730000e+01, 6.667142e+05, 4.496811e+06, 2.297100e+01, 4.060500e+01,
MON807, 807, 2.790000e+01, 6.655158e+05, 4.498092e+06, 2.295700e+01, 4.061700e+01,
MON808, 808, 29, 6.657406e+05, 4.495073e+06, 2.295900e+01, 4.059000e+01,
MON809, 809, 2.650000e+01, 6.671999e+05, 4.497698e+06, 2.297700e+01, 4.061300e+01,
MON810, 810, 2.830000e+01, 6.664781e+05, 4.495230e+06, 2.296700e+01, 4.059100e+01,
MON811, 811, 2.770000e+01, 6.661795e+05, 4.497035e+06, 2.296400e+01, 4.060700e+01,
MON812, 812, 2.910000e+01, 6.655586e+05, 4.495129e+06, 2.295600e+01, 4.059000e+01,
MON813, 813, 28, 6.655072e+05, 4.497911e+06, 2.295700e+01, 4.061500e+01,
MON814, 814, 2.670000e+01, 6.671963e+05, 4.497380e+06, 2.297600e+01, 4.061000e+01,
MON815, 815, 2.750000e+01, 6.658757e+05, 4.498350e+06, 2.296100e+01, 4.061900e+01,
MON816, 816, 2.650000e+01, 6.672589e+05, 4.497722e+06, 2.297700e+01, 4.061300e+01,
MON817, 817, 2.740000e+01, 6.668519e+05, 4.496295e+06, 2.297200e+01, 4.060100e+01,
MON818, 818, 2.770000e+01, 6.665342e+05, 4.496253e+06, 2.296800e+01, 4.060000e+01,
MON819, 819, 2.790000e+01, 6.656187e+05, 4.497987e+06, 2.295800e+01, 4.061600e+01,
MON820, 820, 28, 6.653704e+05, 4.498217e+06, 2.295500e+01, 4.061800e+01,
MON821, 821, 2.780000e+01, 6.655324e+05, 4.498481e+06, 2.295700e+01, 4.062100e+01,
MON822, 822, 2.670000e+01, 6.662262e+05, 4.499620e+06, 2.296600e+01, 4.063100e+01,
MON823, 823, 2.770000e+01, 6.658982e+05, 4.497822e+06, 2.296100e+01, 4.061500e+01,
MON824, 824, 2.720000e+01, 6.662013e+05, 4.498206e+06, 2.296500e+01, 4.061800e+01,
MON825, 825, 2.850000e+01, 6.651829e+05, 4.497273e+06, 2.295300e+01, 4.061000e+01,
MON826, 826, 2.730000e+01, 6.670338e+05, 4.496263e+06, 2.297400e+01, 4.060000e+01,
MON827, 827, 28, 6.661548e+05, 4.496405e+06, 2.296400e+01, 4.060200e+01,
MON828, 828, 2.770000e+01, 6.665130e+05, 4.496304e+06, 2.296800e+01, 4.060100e+01,
MON829, 829, 2.930000e+01, 6.651897e+05, 4.495521e+06, 2.295200e+01, 4.059400e+01,
MON830, 830, 2.750000e+01, 6.664721e+05, 4.496830e+06, 2.296800e+01, 4.060600e+01,
MON831, 831, 2.720000e+01, 6.660510e+05, 4.498695e+06, 2.296300e+01, 4.062200e+01,
MON832, 832, 2.660000e+01, 6.670691e+05, 4.497719e+06, 2.297500e+01, 4.061300e+01,
MON833, 833, 2.660000e+01, 6.675034e+05, 4.496872e+06, 2.298000e+01, 4.060600e+01,
MON834, 834, 2.910000e+01, 6.651265e+05, 4.496057e+06, 2.295200e+01, 4.059900e+01,
MON835, 835, 2.660000e+01, 6.671180e+05, 4.497618e+06, 2.297600e+01, 4.061300e+01,
MON836, 836, 2.730000e+01, 6.663677e+05, 4.497692e+06, 2.296700e+01, 4.061300e+01,
