Station Code,Monitor ID,Repi [km],E_UTM [m],N_UTM [m],LON [dd],LAT [dd],
MON1, 1, 27, 6.667008e+05, 4.497518e+06, 2.297100e+01, 4.061200e+01,
MON2, 2, 28, 6.649107e+05, 4.499507e+06, 2.295000e+01, 4.063000e+01,
MON3, 3, 2.730000e+01, 6.665835e+05, 4.497260e+06, 2.296900e+01, 4.060900e+01,
MON4, 4, 2.670000e+01, 6.672382e+05, 4.497209e+06, 2.297700e+01, 4.060900e+01,
MON5, 5, 28, 6.656222e+05, 4.497568e+06, 2.295800e+01, 4.061200e+01,
MON6, 6, 2.840000e+01, 6.644622e+05, 4.499469e+06, 2.294500e+01, 4.063000e+01,
MON7, 7, 2.840000e+01, 6.661290e+05, 4.495476e+06, 2.296300e+01, 4.059300e+01,
MON8, 8, 27, 6.667489e+05, 4.497507e+06, 2.297100e+01, 4.061200e+01,
MON9, 9, 2.690000e+01, 6.671072e+05, 4.496895e+06, 2.297500e+01, 4.060600e+01,
MON10, 10, 2.720000e+01, 6.668437e+05, 4.496728e+06, 2.297200e+01, 4.060500e+01,
MON11, 11, 2.670000e+01, 6.670189e+05, 4.497674e+06, 2.297400e+01, 4.061300e+01,
MON12, 12, 2.730000e+01, 6.661127e+05, 4.498178e+06, 2.296400e+01, 4.061800e+01,
MON13, 13, 2.760000e+01, 6.657931e+05, 4.498166e+06, 2.296000e+01, 4.061800e+01,
MON14, 14, 2.750000e+01, 6.666827e+05, 4.496436e+06, 2.297000e+01, 4.060200e+01,
MON15, 15, 27, 6.668307e+05, 4.497337e+06, 2.297200e+01, 4.061000e+01,
MON16, 16, 2.790000e+01, 6.656661e+05, 4.497783e+06, 2.295800e+01, 4.061400e+01,
MON17, 17, 2.680000e+01, 6.671154e+05, 4.497136e+06, 2.297500e+01, 4.060800e+01,
MON18, 18, 2.720000e+01, 6.662313e+05, 4498358, 2.296500e+01, 4.061900e+01,
MON19, 19, 2.810000e+01, 6.647452e+05, 4.499555e+06, 2.294800e+01, 4.063000e+01,
MON20, 20, 2.840000e+01, 6.651714e+05, 4.497679e+06, 2.295300e+01, 4.061300e+01,
MON21, 21, 2.750000e+01, 6.671288e+05, 4.495597e+06, 2.297500e+01, 4.059400e+01,
MON22, 22, 2.780000e+01, 6.664814e+05, 4.496188e+06, 2.296800e+01, 4.060000e+01,
MON23, 23, 2.730000e+01, 6.663038e+05, 4.497923e+06, 2.296600e+01, 4.061500e+01,
MON24, 24, 2.690000e+01, 6.669269e+05, 4.497306e+06, 2.297300e+01, 4.061000e+01,
MON25, 25, 28, 6.656664e+05, 4497583, 2.295800e+01, 4.061200e+01,
MON26, 26, 2.840000e+01, 6.645322e+05, 4.499408e+06, 2.294500e+01, 4.062900e+01,
MON27, 27, 2.940000e+01, 6.651783e+05, 4.495317e+06, 2.295200e+01, 4.059200e+01,
MON28, 28, 2.740000e+01, 6.664644e+05, 4.497217e+06, 2.296800e+01, 4.060900e+01,
MON29, 29, 2.730000e+01, 6.660358e+05, 4.498482e+06, 2.296300e+01, 4.062000e+01,
MON30, 30, 2.760000e+01, 6.666035e+05, 4.496459e+06, 2.296900e+01, 4.060200e+01,
MON31, 31, 2.780000e+01, 6.656061e+05, 4.498290e+06, 2.295800e+01, 4.061900e+01,
MON32, 32, 2.770000e+01, 6.658425e+05, 4.497870e+06, 2.296100e+01, 4.061500e+01,
MON33, 33, 2.690000e+01, 6.667788e+05, 4.497631e+06, 2.297200e+01, 4.061300e+01,
MON34, 34, 27, 6.667178e+05, 4.497617e+06, 2.297100e+01, 4.061300e+01,
MON35, 35, 2.770000e+01, 6.663321e+05, 4.496873e+06, 2.296600e+01, 4.060600e+01,
MON36, 36, 28, 6.663706e+05, 4.496000e+06, 2.296600e+01, 4.059800e+01,
MON37, 37, 2.750000e+01, 6.665193e+05, 4.496934e+06, 2.296800e+01, 4.060600e+01,
MON38, 38, 2.760000e+01, 6.656724e+05, 4.498506e+06, 2.295900e+01, 4.062100e+01,
MON39, 39, 2.810000e+01, 6.653005e+05, 4.498038e+06, 2.295400e+01, 4.061700e+01,
MON40, 40, 2.760000e+01, 6.661894e+05, 4.497347e+06, 2.296400e+01, 4.061000e+01,
MON41, 41, 2.750000e+01, 666387, 4.497194e+06, 2.296700e+01, 4.060900e+01,
MON42, 42, 2.680000e+01, 6.663927e+05, 4.498923e+06, 2.296700e+01, 4.062400e+01,
MON43, 43, 2.640000e+01, 6.675274e+05, 4.497297e+06, 2.298000e+01, 4.061000e+01,
MON44, 44, 2.820000e+01, 6.661959e+05, 4.495845e+06, 2.296400e+01, 4.059700e+01,
MON45, 45, 2.930000e+01, 6.651246e+05, 4.495563e+06, 2.295100e+01, 4.059400e+01,
MON46, 46, 2.860000e+01, 6.661389e+05, 4.495135e+06, 2.296300e+01, 4.059000e+01,
MON47, 47, 2.670000e+01, 6.671609e+05, 4.497275e+06, 2.297600e+01, 4.060900e+01,
MON48, 48, 2.670000e+01, 6.670106e+05, 4.497654e+06, 2.297400e+01, 4.061300e+01,
MON49, 49, 2.770000e+01, 6.662843e+05, 4.496840e+06, 2.296500e+01, 4.060600e+01,
MON50, 50, 2.740000e+01, 6.667369e+05, 4.496640e+06, 2.297100e+01, 4.060400e+01,
MON51, 51, 2.720000e+01, 6.665623e+05, 4.497440e+06, 2.296900e+01, 4.061100e+01,
MON52, 52, 2.690000e+01, 6.669988e+05, 4.497253e+06, 2.297400e+01, 4.060900e+01,
MON53, 53, 28, 6.650623e+05, 4.498998e+06, 2.295200e+01, 4.062500e+01,
MON54, 54, 2.680000e+01, 6.669938e+05, 4.497549e+06, 2.297400e+01, 4.061200e+01,
MON55, 55, 2.780000e+01, 6.664563e+05, 4.496281e+06, 2.296700e+01, 4.060100e+01,
MON56, 56, 2.740000e+01, 6.666204e+05, 4.496920e+06, 2.296900e+01, 4.060600e+01,
MON57, 57, 27, 6.667732e+05, 4.497446e+06, 2.297100e+01, 4.061100e+01,
MON58, 58, 2.610000e+01, 6.676749e+05, 4.497569e+06, 2.298200e+01, 4.061200e+01,
MON59, 59, 2.770000e+01, 6.663775e+05, 4.496586e+06, 2.296600e+01, 4.060300e+01,
MON60, 60, 2.830000e+01, 6.646282e+05, 4.499411e+06, 2.294700e+01, 4.062900e+01,
MON61, 61, 27, 6.666566e+05, 4.497719e+06, 2.297000e+01, 4.061400e+01,
MON62, 62, 2.720000e+01, 6.669781e+05, 4.496645e+06, 2.297400e+01, 4.060400e+01,
MON63, 63, 2.780000e+01, 6.651272e+05, 4.499341e+06, 2.295200e+01, 4.062800e+01,
MON64, 64, 2.780000e+01, 6.650758e+05, 4.499579e+06, 2.295200e+01, 4.063100e+01,
MON65, 65, 2.760000e+01, 6.661469e+05, 4.497427e+06, 2.296400e+01, 4.061100e+01,
MON66, 66, 2.630000e+01, 6.675157e+05, 4.497504e+06, 2.298000e+01, 4.061100e+01,
MON67, 67, 28, 6.649603e+05, 4.499234e+06, 2.295000e+01, 4.062700e+01,
MON68, 68, 28, 6.650265e+05, 4.499166e+06, 2.295100e+01, 4.062700e+01,
MON69, 69, 2.820000e+01, 6.647979e+05, 4.499292e+06, 2.294900e+01, 4.062800e+01,
MON70, 70, 2.910000e+01, 6.651616e+05, 4.495950e+06, 2.295200e+01, 4.059800e+01,
MON71, 71, 27, 6.669893e+05, 4.496958e+06, 2.297400e+01, 4.060700e+01,
MON72, 72, 2.770000e+01, 6.663917e+05, 4.496712e+06, 2.296700e+01, 4.060400e+01,
MON73, 73, 27, 6.661614e+05, 4.498823e+06, 2.296500e+01, 4.062400e+01,
MON74, 74, 28, 6.655386e+05, 4.497853e+06, 2.295700e+01, 4.061500e+01,
MON75, 75, 2.910000e+01, 6.650421e+05, 4.496113e+06, 2.295100e+01, 4.059900e+01,
MON76, 76, 2.720000e+01, 6.667328e+05, 4.497067e+06, 2.297100e+01, 4.060800e+01,
MON77, 77, 2.710000e+01, 6.660798e+05, 4.498779e+06, 2.296400e+01, 4.062300e+01,
MON78, 78, 2.760000e+01, 6.659787e+05, 4.497804e+06, 2.296200e+01, 4.061400e+01,
MON79, 79, 28, 6.663411e+05, 4.496116e+06, 2.296600e+01, 4.059900e+01,
MON80, 80, 27, 6.667399e+05, 4.497433e+06, 2.297100e+01, 4.061100e+01,
MON81, 81, 2.740000e+01, 6.667796e+05, 4.496510e+06, 2.297100e+01, 4.060300e+01,
MON82, 82, 2.760000e+01, 6.663100e+05, 4.497052e+06, 2.296600e+01, 4.060800e+01,
MON83, 83, 2.670000e+01, 6.671817e+05, 4.497331e+06, 2.297600e+01, 4.061000e+01,
MON84, 84, 2.710000e+01, 6.667130e+05, 4.497323e+06, 2.297100e+01, 4.061000e+01,
MON85, 85, 27, 6.672273e+05, 4.496592e+06, 2.297700e+01, 4.060300e+01,
MON86, 86, 2.740000e+01, 6.669545e+05, 4.496163e+06, 2.297300e+01, 4.059900e+01,
MON87, 87, 2.640000e+01, 6.673945e+05, 4.497579e+06, 2.297900e+01, 4.061200e+01,
MON88, 88, 2.770000e+01, 6.664307e+05, 4.496607e+06, 2.296700e+01, 4.060400e+01,
MON89, 89, 2.780000e+01, 6.664531e+05, 4.496225e+06, 2.296700e+01, 4.060000e+01,
MON90, 90, 2.790000e+01, 6.662372e+05, 4.496528e+06, 2.296500e+01, 4.060300e+01,
MON91, 91, 2.780000e+01, 6.663457e+05, 4.496382e+06, 2.296600e+01, 4.060200e+01,
MON92, 92, 2.850000e+01, 6.662564e+05, 4.495032e+06, 2.296500e+01, 4.058900e+01,
MON93, 93, 2.850000e+01, 6.643760e+05, 4.499542e+06, 2.294400e+01, 4.063000e+01,
MON94, 94, 2.790000e+01, 6.650819e+05, 4.499274e+06, 2.295200e+01, 4.062800e+01,
MON95, 95, 2.880000e+01, 6.651498e+05, 4.496717e+06, 2.295200e+01, 4.060500e+01,
MON96, 96, 2.750000e+01, 6.667504e+05, 4.496456e+06, 2.297100e+01, 4.060200e+01,
MON97, 97, 2.760000e+01, 6.656502e+05, 4.498599e+06, 2.295800e+01, 4.062200e+01,
MON98, 98, 2.680000e+01, 6.671377e+05, 4.497265e+06, 2.297600e+01, 4.060900e+01,
MON99, 99, 2.630000e+01, 6.675528e+05, 4.497447e+06, 2.298100e+01, 4.061100e+01,
MON100, 100, 2.720000e+01, 6.670073e+05, 4.496417e+06, 2.297400e+01, 4.060200e+01,
MON101, 101, 2.770000e+01, 6.662180e+05, 4.496898e+06, 2.296500e+01, 4.060600e+01,
MON102, 102, 2.690000e+01, 6.670695e+05, 4.497177e+06, 2.297500e+01, 4.060900e+01,
MON103, 103, 2.740000e+01, 6.667323e+05, 4.496719e+06, 2.297100e+01, 4.060400e+01,
MON104, 104, 2.780000e+01, 6.657410e+05, 4.497729e+06, 2.295900e+01, 4.061400e+01,
MON105, 105, 2.690000e+01, 6.670179e+05, 4.497109e+06, 2.297400e+01, 4.060800e+01,
MON106, 106, 2.640000e+01, 6.673960e+05, 4.497621e+06, 2.297900e+01, 4.061200e+01,
MON107, 107, 2.790000e+01, 6.655005e+05, 4.498245e+06, 2.295700e+01, 4.061800e+01,
MON108, 108, 2.630000e+01, 6.674377e+05, 4.497719e+06, 2.297900e+01, 4.061300e+01,
MON109, 109, 2.680000e+01, 6.664556e+05, 4.498787e+06, 2.296800e+01, 4.062300e+01,
MON110, 110, 2.780000e+01, 6.657711e+05, 4.497774e+06, 2.296000e+01, 4.061400e+01,
MON111, 111, 28, 6.655504e+05, 4.497738e+06, 2.295700e+01, 4.061400e+01,
MON112, 112, 2.770000e+01, 6.657944e+05, 4.498004e+06, 2.296000e+01, 4.061600e+01,
MON113, 113, 2.630000e+01, 6.674880e+05, 4.497563e+06, 2.298000e+01, 4.061200e+01,
MON114, 114, 2.750000e+01, 6.659778e+05, 4.498075e+06, 2.296200e+01, 4.061700e+01,
MON115, 115, 2.780000e+01, 6.657391e+05, 4.497927e+06, 2.295900e+01, 4.061600e+01,
MON116, 116, 28, 6.649419e+05, 4.499381e+06, 2.295000e+01, 4.062900e+01,
MON117, 117, 2.780000e+01, 6.658812e+05, 4.497424e+06, 2.296100e+01, 4.061100e+01,
MON118, 118, 2.770000e+01, 6.658879e+05, 4.497716e+06, 2.296100e+01, 4.061400e+01,
MON119, 119, 2.720000e+01, 6.662757e+05, 4.498191e+06, 2.296600e+01, 4.061800e+01,
MON120, 120, 2.760000e+01, 6.665166e+05, 4.496534e+06, 2.296800e+01, 4.060300e+01,
MON121, 121, 27, 6.662995e+05, 4.498537e+06, 2.296600e+01, 4.062100e+01,
MON122, 122, 2.810000e+01, 6.662891e+05, 4.496011e+06, 2.296500e+01, 4.059800e+01,
MON123, 123, 2.830000e+01, 6.661528e+05, 4.495667e+06, 2.296400e+01, 4.059500e+01,
MON124, 124, 2.830000e+01, 6.665504e+05, 4.494970e+06, 2.296800e+01, 4.058900e+01,
MON125, 125, 2.590000e+01, 6.673639e+05, 4.498842e+06, 2.297900e+01, 4.062300e+01,
MON126, 126, 29, 6.651211e+05, 4.496367e+06, 2.295200e+01, 4.060200e+01,
MON127, 127, 2.690000e+01, 6.670622e+05, 4.496970e+06, 2.297500e+01, 4.060700e+01,
MON128, 128, 2.690000e+01, 6.660948e+05, 4.499398e+06, 2.296400e+01, 4.062900e+01,
MON129, 129, 2.720000e+01, 6.670528e+05, 4.496432e+06, 2.297400e+01, 4.060200e+01,
MON130, 130, 27, 6.668479e+05, 4.497202e+06, 2.297200e+01, 4.060900e+01,
MON131, 131, 2.670000e+01, 6.670283e+05, 4.497611e+06, 2.297400e+01, 4.061200e+01,
MON132, 132, 2.670000e+01, 6.674609e+05, 4.496784e+06, 2.297900e+01, 4.060500e+01,
MON133, 133, 28, 6.652245e+05, 4.498724e+06, 2.295300e+01, 4.062300e+01,
MON134, 134, 2.740000e+01, 6.666310e+05, 4.496855e+06, 2.297000e+01, 4.060600e+01,
MON135, 135, 2.770000e+01, 6.665587e+05, 4.496202e+06, 2.296900e+01, 4.060000e+01,
MON136, 136, 2.820000e+01, 6.647789e+05, 4.499321e+06, 2.294800e+01, 4.062800e+01,
MON137, 137, 2.630000e+01, 6.668991e+05, 4.499046e+06, 2.297300e+01, 4.062500e+01,
MON138, 138, 2.860000e+01, 6.651698e+05, 4.497043e+06, 2.295200e+01, 4.060800e+01,
MON139, 139, 2.840000e+01, 6.663199e+05, 4.495280e+06, 2.296500e+01, 4.059200e+01,
MON140, 140, 2.790000e+01, 664944, 4.499583e+06, 2.295000e+01, 4.063100e+01,
MON141, 141, 28, 6.652649e+05, 4.498574e+06, 2.295400e+01, 4.062100e+01,
MON142, 142, 2.640000e+01, 6.674668e+05, 4.497334e+06, 2.298000e+01, 4.061000e+01,
MON143, 143, 2.840000e+01, 6.644806e+05, 4.499591e+06, 2.294500e+01, 4.063100e+01,
MON144, 144, 2.790000e+01, 6.651383e+05, 4.499125e+06, 2.295300e+01, 4.062600e+01,
MON145, 145, 2.660000e+01, 6.671743e+05, 4.497484e+06, 2.297600e+01, 4.061100e+01,
MON146, 146, 2.730000e+01, 6.659877e+05, 4.498693e+06, 2.296200e+01, 4.062200e+01,
MON147, 147, 2.920000e+01, 6.653309e+05, 4.495456e+06, 2.295400e+01, 4.059300e+01,
MON148, 148, 2.650000e+01, 6.674635e+05, 4.497227e+06, 2.297900e+01, 4.060900e+01,
MON149, 149, 2.820000e+01, 6.658337e+05, 4.496662e+06, 2.296000e+01, 4.060400e+01,
MON150, 150, 2.930000e+01, 6.651864e+05, 4.495431e+06, 2.295200e+01, 4.059300e+01,
MON151, 151, 2.680000e+01, 6.671618e+05, 4.497198e+06, 2.297600e+01, 4.060900e+01,
MON152, 152, 29, 6.652225e+05, 4.496148e+06, 2.295300e+01, 4.060000e+01,
MON153, 153, 2.710000e+01, 6.661272e+05, 4.498879e+06, 2.296400e+01, 4.062400e+01,
MON154, 154, 2.760000e+01, 6.658585e+05, 4.498097e+06, 2.296100e+01, 4.061700e+01,
MON155, 155, 27, 6.669627e+05, 4.497033e+06, 2.297400e+01, 4.060700e+01,
MON156, 156, 2.620000e+01, 6.675572e+05, 4.497563e+06, 2.298100e+01, 4.061200e+01,
MON157, 157, 2.710000e+01, 6.671742e+05, 4.496470e+06, 2.297600e+01, 4.060200e+01,
MON158, 158, 2.680000e+01, 6.670081e+05, 4.497492e+06, 2.297400e+01, 4.061100e+01,
MON159, 159, 2.730000e+01, 6.661275e+05, 4.498249e+06, 2.296400e+01, 4.061800e+01,
MON160, 160, 2.820000e+01, 6.663140e+05, 4.495707e+06, 2.296600e+01, 4.059500e+01,
MON161, 161, 2.620000e+01, 6.676431e+05, 4.497404e+06, 2.298200e+01, 4.061000e+01,
MON162, 162, 2.710000e+01, 6.668030e+05, 4.497183e+06, 2.297200e+01, 4.060900e+01,
MON163, 163, 2.780000e+01, 6.664021e+05, 4.496329e+06, 2.296700e+01, 4.060100e+01,
MON164, 164, 2.720000e+01, 6.666993e+05, 4.497118e+06, 2.297000e+01, 4.060800e+01,
MON165, 165, 2.910000e+01, 6.651467e+05, 4.496003e+06, 2.295200e+01, 4.059800e+01,
MON166, 166, 2.770000e+01, 6.664125e+05, 4.496494e+06, 2.296700e+01, 4.060300e+01,
MON167, 167, 2.860000e+01, 6.651511e+05, 4.497152e+06, 2.295200e+01, 4.060900e+01,
MON168, 168, 2.770000e+01, 6.664629e+05, 4.496429e+06, 2.296700e+01, 4.060200e+01,
MON169, 169, 2.750000e+01, 6.658375e+05, 4.498308e+06, 2.296100e+01, 4.061900e+01,
MON170, 170, 2.830000e+01, 6.666811e+05, 4.494830e+06, 2.297000e+01, 4.058700e+01,
MON171, 171, 27, 6.666684e+05, 4.497661e+06, 2.297000e+01, 4.061300e+01,
MON172, 172, 2.760000e+01, 6.663737e+05, 4.496981e+06, 2.296700e+01, 4.060700e+01,
MON173, 173, 2.810000e+01, 6.654036e+05, 4.497882e+06, 2.295500e+01, 4.061500e+01,
MON174, 174, 2.660000e+01, 6.673986e+05, 4.497168e+06, 2.297900e+01, 4.060800e+01,
MON175, 175, 2.810000e+01, 6.648198e+05, 4.499494e+06, 2.294900e+01, 4.063000e+01,
MON176, 176, 29, 6.652779e+05, 4.495962e+06, 2.295300e+01, 4.059800e+01,
MON177, 177, 2.620000e+01, 6.676894e+05, 4.497285e+06, 2.298200e+01, 4.060900e+01,
MON178, 178, 2.650000e+01, 6.672363e+05, 4.497560e+06, 2.297700e+01, 4.061200e+01,
MON179, 179, 2.740000e+01, 6.665146e+05, 4.497079e+06, 2.296800e+01, 4.060800e+01,
MON180, 180, 2.690000e+01, 6.668241e+05, 4.497604e+06, 2.297200e+01, 4.061200e+01,
MON181, 181, 2.810000e+01, 6.652381e+05, 4.498214e+06, 2.295300e+01, 4.061800e+01,
MON182, 182, 2.620000e+01, 6.678386e+05, 4.497154e+06, 2.298400e+01, 4.060800e+01,
MON183, 183, 2.730000e+01, 6.660406e+05, 4.498549e+06, 2.296300e+01, 4.062100e+01,
MON184, 184, 2.710000e+01, 6.667736e+05, 4.497171e+06, 2.297100e+01, 4.060900e+01,
MON185, 185, 2.740000e+01, 6.658883e+05, 4.498661e+06, 2.296100e+01, 4.062200e+01,
MON186, 186, 2.750000e+01, 6.664287e+05, 4.497030e+06, 2.296700e+01, 4.060700e+01,
MON187, 187, 2.660000e+01, 6.673400e+05, 4.497115e+06, 2.297800e+01, 4.060800e+01,
MON188, 188, 2.770000e+01, 6.655137e+05, 4.498561e+06, 2.295700e+01, 4.062100e+01,
MON189, 189, 2.720000e+01, 6.657985e+05, 4.499296e+06, 2.296000e+01, 4.062800e+01,
MON190, 190, 2.690000e+01, 6.668794e+05, 4.497531e+06, 2.297300e+01, 4.061200e+01,
MON191, 191, 2.720000e+01, 6.665033e+05, 4.497649e+06, 2.296800e+01, 4.061300e+01,
MON192, 192, 2.920000e+01, 6.652509e+05, 4.495471e+06, 2.295300e+01, 4.059400e+01,
MON193, 193, 2.640000e+01, 6.673506e+05, 4.497675e+06, 2.297800e+01, 4.061300e+01,
MON194, 194, 2.860000e+01, 6.652259e+05, 4.496990e+06, 2.295300e+01, 4.060700e+01,
MON195, 195, 2.660000e+01, 6.675114e+05, 4.496756e+06, 2.298000e+01, 4.060500e+01,
MON196, 196, 2.670000e+01, 6.673961e+05, 4.496927e+06, 2.297900e+01, 4.060600e+01,
MON197, 197, 2.740000e+01, 6.664916e+05, 4.497142e+06, 2.296800e+01, 4.060800e+01,
MON198, 198, 2.650000e+01, 6.676198e+05, 4.496878e+06, 2.298100e+01, 4.060600e+01,
MON199, 199, 28, 6.653425e+05, 4.498365e+06, 2.295500e+01, 4.062000e+01,
MON200, 200, 2.850000e+01, 6.661655e+05, 4.495267e+06, 2.296400e+01, 4.059200e+01,
MON201, 201, 2.740000e+01, 6.660408e+05, 4.498285e+06, 2.296300e+01, 4.061900e+01,
MON202, 202, 2.780000e+01, 6.655442e+05, 4.498332e+06, 2.295700e+01, 4.061900e+01,
MON203, 203, 2.720000e+01, 6.661268e+05, 4.498424e+06, 2.296400e+01, 4.062000e+01,
MON204, 204, 2.740000e+01, 6.661085e+05, 4.497967e+06, 2.296400e+01, 4.061600e+01,
MON205, 205, 2.720000e+01, 6.670583e+05, 4.496493e+06, 2.297500e+01, 4.060200e+01,
MON206, 206, 2.720000e+01, 6.665584e+05, 4.497571e+06, 2.296900e+01, 4.061200e+01,
MON207, 207, 2.750000e+01, 6.658651e+05, 4.498433e+06, 2.296100e+01, 4.062000e+01,
MON208, 208, 2.720000e+01, 6.666237e+05, 4.497418e+06, 2.297000e+01, 4.061100e+01,
MON209, 209, 2.710000e+01, 6.665874e+05, 4.497654e+06, 2.296900e+01, 4.061300e+01,
MON210, 210, 2.610000e+01, 6.678426e+05, 4.497313e+06, 2.298400e+01, 4.061000e+01,
MON211, 211, 2.780000e+01, 6.654770e+05, 4.498393e+06, 2.295600e+01, 4.062000e+01,
MON212, 212, 2.750000e+01, 6.664177e+05, 4.497107e+06, 2.296700e+01, 4.060800e+01,
MON213, 213, 2.660000e+01, 6.665774e+05, 4.499033e+06, 2.297000e+01, 4.062500e+01,
MON214, 214, 2.820000e+01, 6.662841e+05, 4.495818e+06, 2.296500e+01, 4.059600e+01,
MON215, 215, 2.880000e+01, 6.651817e+05, 4.496534e+06, 2.295200e+01, 4.060300e+01,
MON216, 216, 27, 6.667538e+05, 4497602, 2.297100e+01, 4.061200e+01,
MON217, 217, 2.810000e+01, 6.648746e+05, 4.499425e+06, 2.294900e+01, 4.062900e+01,
MON218, 218, 2.750000e+01, 6.661035e+05, 4.497639e+06, 2.296400e+01, 4.061300e+01,
MON219, 219, 2.690000e+01, 6.669834e+05, 4.497288e+06, 2.297400e+01, 4.061000e+01,
MON220, 220, 2.790000e+01, 6.650003e+05, 4.499478e+06, 2.295100e+01, 4.063000e+01,
MON221, 221, 2.930000e+01, 6.651638e+05, 4.495603e+06, 2.295200e+01, 4.059500e+01,
MON222, 222, 2.730000e+01, 6.665175e+05, 4.497424e+06, 2.296800e+01, 4.061100e+01,
MON223, 223, 2.770000e+01, 6.655730e+05, 4.498410e+06, 2.295700e+01, 4.062000e+01,
MON224, 224, 2.670000e+01, 6.672531e+05, 4.497045e+06, 2.297700e+01, 4.060700e+01,
MON225, 225, 28, 6.650165e+05, 4.499321e+06, 2.295100e+01, 4.062800e+01,
MON226, 226, 2.750000e+01, 6.664950e+05, 4.496985e+06, 2.296800e+01, 4.060700e+01,
MON227, 227, 30, 6.622865e+05, 4.501371e+06, 2.291900e+01, 4.064700e+01,
MON228, 228, 2.980000e+01, 6.625293e+05, 4.501184e+06, 2.292200e+01, 4.064600e+01,
MON229, 229, 28, 6.643988e+05, 4.501058e+06, 2.294400e+01, 4.064400e+01,
MON230, 230, 2.750000e+01, 6.652596e+05, 4.500078e+06, 2.295400e+01, 4.063500e+01,
MON231, 231, 2.790000e+01, 6.649218e+05, 4.499679e+06, 2.295000e+01, 4.063100e+01,
MON232, 232, 2.850000e+01, 6.641872e+05, 4.500142e+06, 2.294200e+01, 4.063600e+01,
MON233, 233, 2.770000e+01, 6.650863e+05, 4.499796e+06, 2.295200e+01, 4.063300e+01,
MON234, 234, 2.660000e+01, 6.671962e+05, 4.497583e+06, 2.297600e+01, 4.061200e+01,
MON235, 235, 2.730000e+01, 666448, 4.497587e+06, 2.296800e+01, 4.061200e+01,
MON236, 236, 29, 665265, 4.496033e+06, 2.295300e+01, 4.059900e+01,
MON237, 237, 27, 6.667130e+05, 4.497556e+06, 2.297100e+01, 4.061200e+01,
MON238, 238, 2.870000e+01, 6.656609e+05, 4.495897e+06, 2.295800e+01, 4.059700e+01,
MON239, 239, 2.810000e+01, 6.657431e+05, 4.497030e+06, 2.295900e+01, 4.060700e+01,
MON240, 240, 2.850000e+01, 6.658931e+05, 4.495918e+06, 2.296100e+01, 4.059700e+01,
MON241, 241, 2.890000e+01, 6.656014e+05, 4.495591e+06, 2.295700e+01, 4.059500e+01,
MON242, 242, 2.640000e+01, 6.672310e+05, 4.497849e+06, 2.297700e+01, 4.061500e+01,
MON243, 243, 2.820000e+01, 6.657608e+05, 4.496814e+06, 2.295900e+01, 4.060600e+01,
MON244, 244, 2.610000e+01, 6.675022e+05, 4.497983e+06, 2.298000e+01, 4.061600e+01,
MON245, 245, 2.790000e+01, 6.657376e+05, 4.497491e+06, 2.295900e+01, 4.061200e+01,
MON246, 246, 2.840000e+01, 6.660282e+05, 4.495858e+06, 2.296200e+01, 4.059700e+01,
MON247, 247, 2.880000e+01, 6.656849e+05, 4.495536e+06, 2.295800e+01, 4.059400e+01,
MON248, 248, 2.860000e+01, 6.656076e+05, 4.496270e+06, 2.295700e+01, 4.060100e+01,
MON249, 249, 2.860000e+01, 6.653925e+05, 4.496766e+06, 2.295500e+01, 4.060500e+01,
MON250, 250, 2.660000e+01, 6.670233e+05, 4.498014e+06, 2.297400e+01, 4.061600e+01,
MON251, 251, 2.680000e+01, 6.667963e+05, 4.497957e+06, 2.297200e+01, 4.061600e+01,
MON252, 252, 2.850000e+01, 6.653358e+05, 4.496912e+06, 2.295400e+01, 4.060700e+01,
MON253, 253, 2.930000e+01, 6.652928e+05, 4.495211e+06, 2.295300e+01, 4.059100e+01,
MON254, 254, 2.590000e+01, 6.677736e+05, 4.497919e+06, 2.298300e+01, 4.061500e+01,
MON255, 255, 2.840000e+01, 6.655851e+05, 4.496744e+06, 2.295700e+01, 4.060500e+01,
MON256, 256, 2.860000e+01, 6.659432e+05, 4.495438e+06, 2.296100e+01, 4.059300e+01,
MON257, 257, 2.910000e+01, 6.653899e+05, 4.495488e+06, 2.295500e+01, 4.059400e+01,
MON258, 258, 26, 6.674773e+05, 4.498484e+06, 2.298000e+01, 4.062000e+01,
MON259, 259, 2.630000e+01, 6.671845e+05, 4.498211e+06, 2.297600e+01, 4.061800e+01,
MON260, 260, 2.670000e+01, 6.667739e+05, 4.498258e+06, 2.297200e+01, 4.061800e+01,
MON261, 261, 2.650000e+01, 6.670418e+05, 4.498054e+06, 2.297500e+01, 4.061600e+01,
MON262, 262, 2.850000e+01, 6.653852e+05, 4.496810e+06, 2.295500e+01, 4.060600e+01,
MON263, 263, 2.820000e+01, 6.657452e+05, 4.496876e+06, 2.295900e+01, 4.060600e+01,
MON264, 264, 2.840000e+01, 6.658507e+05, 4.496251e+06, 2.296000e+01, 4.060000e+01,
MON265, 265, 2.650000e+01, 6.671206e+05, 4.497825e+06, 2.297600e+01, 4.061400e+01,
MON266, 266, 2.820000e+01, 6.654642e+05, 4.497438e+06, 2.295600e+01, 4.061100e+01,
MON267, 267, 2.710000e+01, 6.663562e+05, 4.498107e+06, 2.296700e+01, 4.061700e+01,
MON268, 268, 2.660000e+01, 6.669069e+05, 4.498236e+06, 2.297300e+01, 4.061800e+01,
