Station Code,Monitor ID,Repi (km),E_UTM [m],N_UTM [m],LON [°],LAT [°]
PPE,5239,36.0955,695941.5000,4986496.0000,999.0000,999.0000
PPE,5240,34.8877,693447.8000,4988222.0000,999.0000,999.0000
PPE,5241,34.4760,692949.2000,4988222.0000,999.0000,999.0000
PPE,5242,34.0667,692450.7000,4988222.0000,999.0000,999.0000
PPE,5243,33.6598,691952.1000,4988222.0000,999.0000,999.0000
PPE,5244,36.1358,694943.4000,4988222.0000,999.0000,999.0000
PPE,5245,38.1943,702162.6000,4975363.0000,999.0000,999.0000
PPE,5246,38.6630,702593.9000,4975612.0000,999.0000,999.0000
PPE,5247,38.2849,702162.6000,4975861.0000,999.0000,999.0000
PPE,5248,32.5194,690207.0000,4988654.0000,999.0000,999.0000
PPE,5249,32.1277,689708.4000,4988654.0000,999.0000,999.0000
PPE,5250,31.2739,688960.8000,4988222.0000,999.0000,999.0000
PPE,5251,38.3548,702593.9000,4973620.0000,999.0000,999.0000
PPE,5252,38.2937,702593.9000,4973123.0000,999.0000,999.0000
PPE,5253,38.2389,702593.9000,4972625.0000,999.0000,999.0000
PPE,5254,29.0006,685969.5000,4988222.0000,999.0000,999.0000
PPE,5255,28.6346,685471.0000,4988222.0000,999.0000,999.0000
PPE,5256,28.2725,684972.4000,4988222.0000,999.0000,999.0000
PPE,5257,27.9148,684473.9000,4988222.0000,999.0000,999.0000
PPE,5258,27.6965,683725.9000,4988654.0000,999.0000,999.0000
PPE,5259,27.5613,683975.3000,4988222.0000,999.0000,999.0000
PPE,5260,27.3539,683227.4000,4988654.0000,999.0000,999.0000
PPE,5261,27.0161,682728.8000,4988654.0000,999.0000,999.0000
PPE,5262,37.6226,702162.7000,4967397.0000,999.0000,999.0000
PPE,5263,37.6426,702162.7000,4966899.0000,999.0000,999.0000
PPE,5264,37.7023,702162.7000,4965903.0000,999.0000,999.0000
PPE,5265,37.7419,702162.7000,4965405.0000,999.0000,999.0000
PPE,5266,26.0339,681233.2000,4988654.0000,999.0000,999.0000
PPE,5267,25.7175,680734.7000,4988654.0000,999.0000,999.0000
PPE,5268,25.4069,680236.1000,4988654.0000,999.0000,999.0000
PPE,5269,27.2669,679735.3000,4946004.0000,999.0000,999.0000
PPE,5270,28.2349,681978.5000,4946436.0000,999.0000,999.0000
PPE,5271,27.7647,679984.7000,4945572.0000,999.0000,999.0000
PPE,5272,26.9626,678489.1000,4945572.0000,999.0000,999.0000
PPE,5273,26.4613,677492.0000,4945572.0000,999.0000,999.0000
PPE,5274,25.5461,675497.9000,4945572.0000,999.0000,999.0000
PPE,5275,24.9425,674002.3000,4945572.0000,999.0000,999.0000
PPE,5276,24.4157,672506.7000,4945572.0000,999.0000,999.0000
PPE,5277,23.9707,671011.0000,4945572.0000,999.0000,999.0000
PPE,5278,23.6123,669515.4000,4945572.0000,999.0000,999.0000
PPE,5279,23.3443,668019.8000,4945572.0000,999.0000,999.0000
PPE,5280,23.1700,666524.2000,4945572.0000,999.0000,999.0000
PPE,5281,23.0914,665028.6000,4945572.0000,999.0000,999.0000
PPE,5282,23.1096,663533.0000,4945572.0000,999.0000,999.0000
PPE,5283,20.8371,656306.6000,4987791.0000,999.0000,999.0000
PPE,5284,21.1379,656555.8000,4988222.0000,999.0000,999.0000
PPE,5285,20.6447,656805.2000,4987791.0000,999.0000,999.0000
PPE,5286,20.4626,657303.7000,4987791.0000,999.0000,999.0000
PPE,5287,27.8401,636937.7000,4972124.0000,999.0000,999.0000
PPE,5288,28.2997,636506.4000,4972373.0000,999.0000,999.0000
PPE,5289,27.6409,636937.6000,4969634.0000,999.0000,999.0000
PPE,5290,23.4458,652318.1000,4988654.0000,999.0000,999.0000
PPE,5291,23.7100,651819.6000,4988654.0000,999.0000,999.0000
PPE,5292,23.0577,651072.2000,4987359.0000,999.0000,999.0000
PPE,5293,22.8576,650823.1000,4986927.0000,999.0000,999.0000
PPE,5294,24.2604,650822.5000,4988654.0000,999.0000,999.0000
PPE,5295,28.9639,636506.4000,4975858.0000,999.0000,999.0000
PPE,5296,24.2782,649078.1000,4987359.0000,999.0000,999.0000
PPE,5297,24.5991,648579.6000,4987359.0000,999.0000,999.0000
PPE,5298,24.1088,648829.0000,4986927.0000,999.0000,999.0000
PPE,5299,25.5799,648080.8000,4988222.0000,999.0000,999.0000
PPE,5300,28.6291,636506.4000,4974364.0000,999.0000,999.0000
PPE,5301,28.7325,636506.4000,4974862.0000,999.0000,999.0000
PPE,5302,29.7086,636937.7000,4979592.0000,999.0000,999.0000
PPE,5303,27.0551,646335.8000,4988654.0000,999.0000,999.0000
PPE,5304,28.4367,644341.7000,4988654.0000,999.0000,999.0000
PPE,5305,28.7933,643843.2000,4988654.0000,999.0000,999.0000
PPE,5306,29.0431,643095.5000,4988222.0000,999.0000,999.0000
PPE,5307,28.9410,642846.4000,4987791.0000,999.0000,999.0000
PPE,5308,30.5841,636506.4000,4980837.0000,999.0000,999.0000
PPE,5309,30.7858,636506.4000,4981335.0000,999.0000,999.0000
PPE,5310,30.9942,636506.4000,4981833.0000,999.0000,999.0000
PPE,5311,31.8787,636937.9000,4984571.0000,999.0000,999.0000
PPE,5312,32.1296,636938.6000,4985069.0000,999.0000,999.0000
PPE,5313,31.1600,636937.8000,4983077.0000,999.0000,999.0000
PPE,5314,31.6438,637813.6000,4985567.0000,999.0000,999.0000
PPE,5315,31.3961,638269.2000,4985818.0000,999.0000,999.0000
PPE,5316,31.9045,637824.0000,4986066.0000,999.0000,999.0000
PPE,5317,32.8837,636508.4000,4985816.0000,999.0000,999.0000
PPE,5318,33.1430,636512.9000,4986315.0000,999.0000,999.0000
PPE,5319,34.1884,636842.8000,4988672.0000,999.0000,999.0000
PPE,5320,33.3117,637593.6000,4988214.0000,999.0000,999.0000
PPE,5321,32.9023,636960.2000,4986568.0000,999.0000,999.0000
PPE,5322,32.6558,637416.2000,4986812.0000,999.0000,999.0000
PPE,5323,31.9998,638587.1000,4987349.0000,999.0000,999.0000
PPE,5324,30.8958,637369.0000,4983326.0000,999.0000,999.0000
PPE,5325,31.2091,636506.4000,4982331.0000,999.0000,999.0000
PPE,5326,31.3807,637369.2000,4984322.0000,999.0000,999.0000
PPE,5327,31.6333,636937.7000,4984073.0000,999.0000,999.0000
PPE,5328,31.1353,637369.0000,4983824.0000,999.0000,999.0000
PPE,5329,30.1653,641599.9000,4988222.0000,999.0000,999.0000
PPE,5330,29.6964,641849.4000,4987791.0000,999.0000,999.0000
PPE,5331,29.7876,642098.5000,4988222.0000,999.0000,999.0000
PPE,5332,29.3169,642347.9000,4987791.0000,999.0000,999.0000
PPE,5333,28.6766,643594.0000,4988222.0000,999.0000,999.0000
PPE,5334,28.3141,644092.6000,4988222.0000,999.0000,999.0000
PPE,5335,27.9559,644591.1000,4988222.0000,999.0000,999.0000
PPE,5336,28.8441,636506.4000,4975360.0000,999.0000,999.0000
PPE,5337,22.5615,651321.6000,4986927.0000,999.0000,999.0000
PPE,5338,24.4565,649327.2000,4987791.0000,999.0000,999.0000
PPE,5339,24.1492,649825.7000,4987791.0000,999.0000,999.0000
PPE,5340,24.0496,650573.4000,4988222.0000,999.0000,999.0000
PPE,5341,23.4837,651570.4000,4988222.0000,999.0000,999.0000
PPE,5342,23.2116,652069.0000,4988222.0000,999.0000,999.0000
PPE,5343,28.1102,636506.4000,4966896.0000,999.0000,999.0000
PPE,5344,17.3754,658052.5000,4984769.0000,999.0000,999.0000
PPE,5345,17.5683,657553.9000,4984769.0000,999.0000,999.0000
PPE,5346,17.0728,657803.3000,4984337.0000,999.0000,999.0000
PPE,5347,28.1902,636506.4000,4965900.0000,999.0000,999.0000
PPE,5348,23.4340,660541.7000,4945572.0000,999.0000,999.0000
PPE,5349,23.0534,660292.3000,4946004.0000,999.0000,999.0000
PPE,5350,23.5246,660043.2000,4945572.0000,999.0000,999.0000
PPE,5351,25.0759,653811.2000,4946004.0000,999.0000,999.0000
PPE,5352,24.8662,654309.8000,4946004.0000,999.0000,999.0000
PPE,5353,25.2936,653312.7000,4946004.0000,999.0000,999.0000
PPE,5354,25.5192,652814.2000,4946004.0000,999.0000,999.0000
PPE,5355,27.7929,637369.0000,4962912.0000,999.0000,999.0000
PPE,5356,25.7427,651567.6000,4946436.0000,999.0000,999.0000
PPE,5357,25.9978,651069.1000,4946436.0000,999.0000,999.0000
PPE,5358,27.8452,636937.7000,4965153.0000,999.0000,999.0000
PPE,5359,27.7868,636937.7000,4965651.0000,999.0000,999.0000
PPE,5360,28.9740,636506.4000,4961419.0000,999.0000,999.0000
PPE,5361,27.5250,649573.7000,4945572.0000,999.0000,999.0000
PPE,5362,27.7995,649075.2000,4945572.0000,999.0000,999.0000
PPE,5363,28.0803,648576.6000,4945572.0000,999.0000,999.0000
PPE,5364,28.0156,637369.0000,4961917.0000,999.0000,999.0000
PPE,5365,28.4944,636937.7000,4961668.0000,999.0000,999.0000
PPE,5366,28.1395,637369.0000,4961419.0000,999.0000,999.0000
PPE,5367,28.2718,637369.0000,4960921.0000,999.0000,999.0000
PPE,5368,28.4631,647330.1000,4946004.0000,999.0000,999.0000
PPE,5369,30.2163,636506.4000,4957436.0000,999.0000,999.0000
PPE,5370,28.7677,646831.5000,4946004.0000,999.0000,999.0000
PPE,5371,29.0776,646333.0000,4946004.0000,999.0000,999.0000
PPE,5372,29.3927,645834.4000,4946004.0000,999.0000,999.0000
PPE,5373,29.7129,645335.8000,4946004.0000,999.0000,999.0000
PPE,5374,29.2308,637369.0000,4957934.0000,999.0000,999.0000
PPE,5375,29.7235,636937.7000,4957685.0000,999.0000,999.0000
PPE,5376,29.4172,637369.0000,4957436.0000,999.0000,999.0000
PPE,5377,31.6764,636506.4000,4953951.0000,999.0000,999.0000
PPE,5378,31.1889,643591.1000,4945572.0000,999.0000,999.0000
PPE,5379,30.8559,644089.6000,4945572.0000,999.0000,999.0000
PPE,5380,31.5263,643092.5000,4945572.0000,999.0000,999.0000
PPE,5381,31.8679,642593.9000,4945572.0000,999.0000,999.0000
PPE,5382,30.9154,637369.1000,4953950.0000,999.0000,999.0000
PPE,5383,30.6816,637369.1000,4954448.0000,999.0000,999.0000
PPE,5384,31.1792,636937.8000,4954199.0000,999.0000,999.0000
PPE,5385,31.1554,637369.1000,4953452.0000,999.0000,999.0000
PPE,5386,32.4365,641347.3000,4946004.0000,999.0000,999.0000
PPE,5387,32.0816,641845.8000,4946004.0000,999.0000,999.0000
PPE,5388,33.1694,636506.5000,4950963.0000,999.0000,999.0000
PPE,5389,32.7952,640848.7000,4946004.0000,999.0000,999.0000
PPE,5390,33.1575,640350.1000,4946004.0000,999.0000,999.0000
PPE,5391,33.5226,639851.5000,4946005.0000,999.0000,999.0000
PPE,5392,33.0466,640099.9000,4946439.0000,999.0000,999.0000
PPE,5393,33.4147,639600.3000,4946444.0000,999.0000,999.0000
PPE,5394,34.6159,638360.7000,4946036.0000,999.0000,999.0000
PPE,5395,34.9729,637821.4000,4946118.0000,999.0000,999.0000
PPE,5396,35.4069,637348.2000,4946007.0000,999.0000,999.0000
PPE,5397,35.5816,636955.8000,4946209.0000,999.0000,999.0000
PPE,5398,35.2697,636947.6000,4946717.0000,999.0000,999.0000
PPE,5399,34.9612,636941.7000,4947224.0000,999.0000,999.0000
PPE,5400,33.8655,637369.2000,4948473.0000,999.0000,999.0000
PPE,5401,33.5710,637369.2000,4948971.0000,999.0000,999.0000
PPE,5402,33.2814,637369.2000,4949469.0000,999.0000,999.0000
PPE,5403,33.7774,636937.9000,4949220.0000,999.0000,999.0000
PPE,5404,32.7173,637369.2000,4950465.0000,999.0000,999.0000
PPE,5405,32.9968,637369.2000,4949967.0000,999.0000,999.0000
PPE,5406,32.6718,636937.8000,4951212.0000,999.0000,999.0000
PPE,5407,32.2135,642095.4000,4945572.0000,999.0000,999.0000
PPE,5408,31.8990,636937.8000,4952706.0000,999.0000,999.0000
PPE,5409,30.5274,644588.2000,4945572.0000,999.0000,999.0000
PPE,5410,31.6530,637369.1000,4952457.0000,999.0000,999.0000
PPE,5411,30.0189,637369.0000,4955942.0000,999.0000,999.0000
PPE,5412,30.2332,637369.0000,4955444.0000,999.0000,999.0000
PPE,5413,28.9239,637800.3000,4957684.0000,999.0000,999.0000
PPE,5414,29.1165,637800.3000,4957186.0000,999.0000,999.0000
PPE,5415,29.0474,636937.7000,4959676.0000,999.0000,999.0000
PPE,5416,26.4920,651567.9000,4945572.0000,999.0000,999.0000
PPE,5417,28.8806,637369.0000,4958929.0000,999.0000,999.0000
PPE,5418,28.7166,637369.0000,4959427.0000,999.0000,999.0000
PPE,5419,27.6043,637368.9000,4963908.0000,999.0000,999.0000
PPE,5420,27.6943,637368.9000,4963410.0000,999.0000,999.0000
PPE,5421,27.5229,637368.9000,4964406.0000,999.0000,999.0000
PPE,5422,27.4504,637368.9000,4964904.0000,999.0000,999.0000
PPE,5423,25.1602,654559.2000,4945572.0000,999.0000,999.0000
PPE,5424,24.9662,655057.8000,4945572.0000,999.0000,999.0000
PPE,5425,24.4361,656553.4000,4945572.0000,999.0000,999.0000
PPE,5426,25.2540,652564.7000,4946436.0000,999.0000,999.0000
PPE,5427,25.4946,652066.2000,4946436.0000,999.0000,999.0000
PPE,5428,24.2773,657051.9000,4945572.0000,999.0000,999.0000
PPE,5429,27.6423,636937.7000,4967643.0000,999.0000,999.0000
PPE,5430,27.6285,636937.6000,4968141.0000,999.0000,999.0000
PPE,5431,24.1277,657550.5000,4945572.0000,999.0000,999.0000
PPE,5432,23.9876,658049.0000,4945572.0000,999.0000,999.0000
PPE,5433,26.7653,637800.2000,4969136.0000,999.0000,999.0000
PPE,5434,27.1933,637368.9000,4968887.0000,999.0000,999.0000
PPE,5435,26.7611,637800.2000,4968638.0000,999.0000,999.0000
PPE,5436,23.6255,659544.7000,4945572.0000,999.0000,999.0000
PPE,5437,23.3537,661040.3000,4945572.0000,999.0000,999.0000
PPE,5438,23.2837,661538.8000,4945572.0000,999.0000,999.0000
PPE,5439,23.2243,662037.3000,4945572.0000,999.0000,999.0000
PPE,5440,23.1754,662535.9000,4945572.0000,999.0000,999.0000
PPE,5441,23.1371,663034.4000,4945572.0000,999.0000,999.0000
PPE,5442,22.2290,664031.2000,4946436.0000,999.0000,999.0000
PPE,5443,21.8046,663781.8000,4946868.0000,999.0000,999.0000
PPE,5444,23.0928,664031.5000,4945572.0000,999.0000,999.0000
PPE,5445,23.0867,664530.1000,4945572.0000,999.0000,999.0000
PPE,5446,22.2437,665526.9000,4946436.0000,999.0000,999.0000
PPE,5447,21.8025,665277.4000,4946868.0000,999.0000,999.0000
PPE,5448,23.1069,665527.1000,4945572.0000,999.0000,999.0000
PPE,5449,23.1331,666025.7000,4945572.0000,999.0000,999.0000
PPE,5450,22.3586,667022.5000,4946436.0000,999.0000,999.0000
PPE,5451,21.9027,666773.1000,4946868.0000,999.0000,999.0000
PPE,5452,23.2175,667022.7000,4945572.0000,999.0000,999.0000
PPE,5453,23.2757,667521.3000,4945572.0000,999.0000,999.0000
PPE,5454,22.5722,668518.1000,4946436.0000,999.0000,999.0000
PPE,5455,22.1038,668268.7000,4946868.0000,999.0000,999.0000
PPE,5456,23.4234,668518.4000,4945572.0000,999.0000,999.0000
PPE,5457,23.5127,669016.9000,4945572.0000,999.0000,999.0000
PPE,5458,22.8818,670013.7000,4946436.0000,999.0000,999.0000
PPE,5459,22.4033,669764.3000,4946868.0000,999.0000,999.0000
PPE,5460,23.7219,670014.0000,4945572.0000,999.0000,999.0000
PPE,5461,23.8414,670512.5000,4945572.0000,999.0000,999.0000
PPE,5462,23.2835,671509.3000,4946436.0000,999.0000,999.0000
PPE,5463,22.7971,671259.9000,4946868.0000,999.0000,999.0000
PPE,5464,24.1096,671509.6000,4945572.0000,999.0000,999.0000
PPE,5465,24.2580,672008.1000,4945572.0000,999.0000,999.0000
PPE,5466,23.7727,673004.9000,4946436.0000,999.0000,999.0000
PPE,5467,23.2805,672755.5000,4946868.0000,999.0000,999.0000
PPE,5468,24.5824,673005.2000,4945572.0000,999.0000,999.0000
PPE,5469,24.7581,673503.7000,4945572.0000,999.0000,999.0000
PPE,5470,24.3441,674500.5000,4946436.0000,999.0000,999.0000
PPE,5471,23.8480,674251.1000,4946868.0000,999.0000,999.0000
PPE,5472,25.1354,674500.8000,4945572.0000,999.0000,999.0000
PPE,5473,25.3367,674999.3000,4945572.0000,999.0000,999.0000
PPE,5474,24.9921,675996.1000,4946436.0000,999.0000,999.0000
PPE,5475,24.4938,675746.7000,4946868.0000,999.0000,999.0000
PPE,5476,25.7635,675996.4000,4945572.0000,999.0000,999.0000
PPE,5477,25.9886,676494.9000,4945572.0000,999.0000,999.0000
PPE,5478,26.2213,676993.5000,4945572.0000,999.0000,999.0000
PPE,5479,25.9651,677990.3000,4946436.0000,999.0000,999.0000
PPE,5480,25.4664,677740.9000,4946868.0000,999.0000,999.0000
PPE,5481,26.7084,677990.5000,4945572.0000,999.0000,999.0000
PPE,5482,26.4945,678987.3000,4946436.0000,999.0000,999.0000
PPE,5483,25.9964,678737.9000,4946868.0000,999.0000,999.0000
PPE,5484,26.2264,678488.8000,4946436.0000,999.0000,999.0000
PPE,5485,27.2234,678987.6000,4945572.0000,999.0000,999.0000
PPE,5486,27.4908,679486.1000,4945572.0000,999.0000,999.0000
PPE,5487,27.3376,680482.9000,4946436.0000,999.0000,999.0000
PPE,5488,26.8421,680233.5000,4946867.0000,999.0000,999.0000
PPE,5489,28.0447,680483.2000,4945572.0000,999.0000,999.0000
PPE,5490,28.3306,680981.7000,4945572.0000,999.0000,999.0000
PPE,5491,28.6225,681480.3000,4945572.0000,999.0000,999.0000
PPE,5492,24.6077,679488.4000,4988222.0000,999.0000,999.0000
PPE,5493,24.9134,679987.0000,4988222.0000,999.0000,999.0000
PPE,5494,25.2251,680485.5000,4988222.0000,999.0000,999.0000
PPE,5495,29.3525,683225.0000,4946004.0000,999.0000,999.0000
PPE,5496,38.2005,702162.7000,4961920.0000,999.0000,999.0000
PPE,5497,30.5114,685468.2000,4946436.0000,999.0000,999.0000
PPE,5498,30.6591,685219.1000,4946004.0000,999.0000,999.0000
PPE,5499,36.5850,700868.8000,4964161.0000,999.0000,999.0000
PPE,5500,36.5272,700868.8000,4964659.0000,999.0000,999.0000
PPE,5501,36.1269,700437.5000,4964410.0000,999.0000,999.0000
PPE,5502,32.1696,686964.1000,4945572.0000,999.0000,999.0000
PPE,5503,32.5187,687462.6000,4945572.0000,999.0000,999.0000
PPE,5504,32.8717,687961.2000,4945572.0000,999.0000,999.0000
PPE,5505,33.2284,688459.7000,4945572.0000,999.0000,999.0000
PPE,5506,33.3709,689456.5000,4946436.0000,999.0000,999.0000
PPE,5507,33.7445,689955.0000,4946436.0000,999.0000,999.0000
PPE,5508,34.5922,690702.9000,4946004.0000,999.0000,999.0000
PPE,5509,39.0784,702594.0000,4959679.0000,999.0000,999.0000
PPE,5510,39.3190,702594.0000,4958684.0000,999.0000,999.0000
PPE,5511,39.4483,702594.0000,4958186.0000,999.0000,999.0000
PPE,5512,40.3743,702162.6000,4953954.0000,999.0000,999.0000
PPE,5513,39.8709,702594.0000,4956692.0000,999.0000,999.0000
PPE,5514,39.7243,702594.0000,4957190.0000,999.0000,999.0000
PPE,5515,39.3849,702162.7000,4956941.0000,999.0000,999.0000
PPE,5516,39.5359,702162.7000,4956443.0000,999.0000,999.0000
PPE,5517,39.6923,702162.7000,4955946.0000,999.0000,999.0000
PPE,5518,40.1810,702593.9000,4955696.0000,999.0000,999.0000
PPE,5519,39.8546,702162.7000,4955448.0000,999.0000,999.0000
PPE,5520,40.3444,702593.9000,4955198.0000,999.0000,999.0000
PPE,5521,38.9025,696186.7000,4946004.0000,999.0000,999.0000
PPE,5522,38.4983,695688.2000,4946004.0000,999.0000,999.0000
PPE,5523,38.8566,696435.8000,4946436.0000,999.0000,999.0000
PPE,5524,40.4980,700869.1000,4950719.0000,999.0000,999.0000
PPE,5525,40.7767,701300.1000,4950967.0000,999.0000,999.0000
PPE,5526,40.2801,700868.9000,4951216.0000,999.0000,999.0000
PPE,5527,41.6370,702593.9000,4951713.0000,999.0000,999.0000
PPE,5528,40.9545,698679.3000,4946004.0000,999.0000,999.0000
PPE,5529,41.3707,699177.8000,4946004.0000,999.0000,999.0000
PPE,5530,40.9267,698928.4000,4946435.0000,999.0000,999.0000
PPE,5531,41.8417,702593.9000,4951216.0000,999.0000,999.0000
PPE,5532,41.7699,702162.6000,4950469.0000,999.0000,999.0000
PPE,5533,42.2331,699925.7000,4945572.0000,999.0000,999.0000
PPE,5534,43.4033,702584.3000,4947728.0000,999.0000,999.0000
PPE,5535,43.1698,702590.5000,4948228.0000,999.0000,999.0000
PPE,5536,43.0663,701187.4000,4946004.0000,999.0000,999.0000
PPE,5537,43.5033,701698.4000,4946001.0000,999.0000,999.0000
PPE,5538,43.8976,702142.0000,4945972.0000,999.0000,999.0000
PPE,5539,42.1860,700683.6000,4946868.0000,999.0000,999.0000
PPE,5540,42.6262,701234.2000,4946931.0000,999.0000,999.0000
PPE,5541,40.9043,699177.5000,4946867.0000,999.0000,999.0000
PPE,5542,41.3284,699677.0000,4946866.0000,999.0000,999.0000
PPE,5543,40.8907,699428.6000,4947297.0000,999.0000,999.0000
PPE,5544,40.5090,698429.9000,4946435.0000,999.0000,999.0000
PPE,5545,40.0640,698180.4000,4946867.0000,999.0000,999.0000
PPE,5546,40.0931,697931.4000,4946435.0000,999.0000,999.0000
PPE,5547,41.4368,702593.9000,4952211.0000,999.0000,999.0000
PPE,5548,41.2416,702593.9000,4952709.0000,999.0000,999.0000
PPE,5549,36.6849,694690.5000,4947730.0000,999.0000,999.0000
PPE,5550,36.7295,694441.4000,4947299.0000,999.0000,999.0000
PPE,5551,39.0486,701731.4000,4956693.0000,999.0000,999.0000
PPE,5552,39.5834,702594.0000,4957688.0000,999.0000,999.0000
PPE,5553,35.6580,692447.6000,4946436.0000,999.0000,999.0000
PPE,5554,35.7358,692198.5000,4946004.0000,999.0000,999.0000
PPE,5555,35.2695,691949.1000,4946436.0000,999.0000,999.0000
PPE,5556,39.1956,702594.0000,4959182.0000,999.0000,999.0000
PPE,5557,34.4175,691201.2000,4946867.0000,999.0000,999.0000
PPE,5558,33.9514,690951.8000,4947299.0000,999.0000,999.0000
PPE,5559,38.6173,701731.4000,4958186.0000,999.0000,999.0000
PPE,5560,38.9665,702162.7000,4958435.0000,999.0000,999.0000
PPE,5561,38.4852,701731.4000,4958684.0000,999.0000,999.0000
PPE,5562,32.7492,688210.3000,4946004.0000,999.0000,999.0000
PPE,5563,32.3911,687711.8000,4946004.0000,999.0000,999.0000
PPE,5564,32.0366,687213.2000,4946004.0000,999.0000,999.0000
PPE,5565,37.9162,701731.4000,4961174.0000,999.0000,999.0000
PPE,5566,37.8212,701731.4000,4961671.0000,999.0000,999.0000
PPE,5567,38.1152,702594.0000,4966152.0000,999.0000,999.0000
PPE,5568,38.0857,702594.0000,4966650.0000,999.0000,999.0000
PPE,5569,24.4207,679737.8000,4987791.0000,999.0000,999.0000
PPE,5570,29.5068,683972.7000,4946436.0000,999.0000,999.0000
PPE,5571,29.0183,683723.3000,4946867.0000,999.0000,999.0000
PPE,5572,29.1812,683474.1000,4946436.0000,999.0000,999.0000
PPE,5573,27.9545,685720.7000,4986927.0000,999.0000,999.0000
PPE,5574,27.5790,685222.2000,4986927.0000,999.0000,999.0000
PPE,5575,25.5427,680984.1000,4988222.0000,999.0000,999.0000
PPE,5576,26.1950,681981.2000,4988222.0000,999.0000,999.0000
PPE,5577,37.6092,702162.7000,4967895.0000,999.0000,999.0000
PPE,5578,37.6023,702162.7000,4968393.0000,999.0000,999.0000
PPE,5579,37.6021,702162.7000,4968891.0000,999.0000,999.0000
PPE,5580,37.6085,702162.7000,4969388.0000,999.0000,999.0000
PPE,5581,37.6214,702162.7000,4969886.0000,999.0000,999.0000
PPE,5582,37.6410,702162.7000,4970384.0000,999.0000,999.0000
PPE,5583,37.6671,702162.7000,4970882.0000,999.0000,999.0000
PPE,5584,37.7390,702162.7000,4971878.0000,999.0000,999.0000
PPE,5585,37.6998,702162.7000,4971380.0000,999.0000,999.0000
PPE,5586,31.8017,691454.7000,4985632.0000,999.0000,999.0000
PPE,5587,32.2244,691953.3000,4985632.0000,999.0000,999.0000
PPE,5588,32.8535,690955.0000,4988222.0000,999.0000,999.0000
PPE,5589,32.4543,690456.4000,4988222.0000,999.0000,999.0000
PPE,5590,33.2553,691453.5000,4988222.0000,999.0000,999.0000
PPE,5591,37.8957,702162.7000,4973372.0000,999.0000,999.0000
PPE,5592,37.8370,702162.7000,4972874.0000,999.0000,999.0000
PPE,5593,31.6644,689459.3000,4988222.0000,999.0000,999.0000
PPE,5594,38.1101,702162.6000,4974865.0000,999.0000,999.0000
PPE,5595,38.0323,702162.6000,4974368.0000,999.0000,999.0000
PPE,5596,38.3817,702162.6000,4976359.0000,999.0000,999.0000
PPE,5597,38.4847,702162.6000,4976857.0000,999.0000,999.0000
PPE,5598,38.5938,702162.6000,4977355.0000,999.0000,999.0000
PPE,5599,38.7091,702162.6000,4977853.0000,999.0000,999.0000
PPE,5600,38.8304,702162.6000,4978351.0000,999.0000,999.0000
PPE,5601,38.9577,702162.6000,4978849.0000,999.0000,999.0000
PPE,5602,35.2320,694944.3000,4986496.0000,999.0000,999.0000
PPE,5603,35.2320,695193.8000,4986064.0000,999.0000,999.0000
PPE,5604,37.4021,696439.1000,4988222.0000,999.0000,999.0000
PPE,5605,37.8280,696937.7000,4988222.0000,999.0000,999.0000
PPE,5606,40.3328,702593.8000,4982085.0000,999.0000,999.0000
PPE,5607,36.9782,695940.6000,4988222.0000,999.0000,999.0000
PPE,5608,40.0108,702162.5000,4982334.0000,999.0000,999.0000
PPE,5609,40.1837,702162.5000,4982832.0000,999.0000,999.0000
PPE,5610,40.3621,702162.5000,4983330.0000,999.0000,999.0000
PPE,5611,40.5457,702162.4000,4983828.0000,999.0000,999.0000
PPE,5612,40.7346,702162.4000,4984326.0000,999.0000,999.0000
PPE,5613,40.0039,699932.1000,4987346.0000,999.0000,999.0000
PPE,5614,40.0191,700185.4000,4986892.0000,999.0000,999.0000
PPE,5615,40.4437,700433.5000,4987337.0000,999.0000,999.0000
PPE,5616,42.0385,702594.1000,4986568.0000,999.0000,999.0000
PPE,5617,40.4174,699930.2000,4988219.0000,999.0000,999.0000
PPE,5618,42.2537,702592.4000,4987071.0000,999.0000,999.0000
PPE,5619,41.7608,702162.4000,4986828.0000,999.0000,999.0000
PPE,5620,41.9860,702164.3000,4987336.0000,999.0000,999.0000
PPE,5621,42.2091,702192.4000,4987777.0000,999.0000,999.0000
PPE,5622,41.7376,701720.7000,4987664.0000,999.0000,999.0000
PPE,5623,40.8366,701731.7000,4985570.0000,999.0000,999.0000
PPE,5624,40.6328,701731.1000,4985073.0000,999.0000,999.0000
PPE,5625,41.1280,702162.4000,4985322.0000,999.0000,999.0000
PPE,5626,40.9287,702162.4000,4984824.0000,999.0000,999.0000
PPE,5627,38.6854,698184.4000,4987791.0000,999.0000,999.0000
PPE,5628,38.2529,697685.9000,4987791.0000,999.0000,999.0000
PPE,5629,36.5395,695691.5000,4987791.0000,999.0000,999.0000
PPE,5630,36.1157,695192.9000,4987791.0000,999.0000,999.0000
PPE,5631,39.2297,702162.6000,4979844.0000,999.0000,999.0000
PPE,5632,39.3746,702162.6000,4980342.0000,999.0000,999.0000
PPE,5633,39.0906,702162.6000,4979346.0000,999.0000,999.0000
PPE,5634,34.0270,692700.1000,4987791.0000,999.0000,999.0000
PPE,5635,33.6159,692201.6000,4987791.0000,999.0000,999.0000
PPE,5636,33.2072,691703.0000,4987791.0000,999.0000,999.0000
