  0.0000000000000000e+000  9.2974815721771961e+001  1.0144038894814578e+002  1.1067677230729318e+002
  5.0000000000000003e-002  1.1653787351096481e+002  1.2641422615433792e+002  1.3712758001111558e+002
  1.0000000000000001e-001  2.2543718748475752e+002  2.5403614680269970e+002  2.8626316980966664e+002
  1.5000000000000002e-001  2.6392446144545733e+002  2.9453420273734810e+002  3.2869403657020672e+002
  2.0000000000000001e-001  2.7213742516992613e+002  3.1126344665160076e+002  3.5601473469126012e+002
  2.5000000000000000e-001  2.6517945428101473e+002  3.1354270200822839e+002  3.7072640581891062e+002
  3.0000000000000004e-001  2.5087908860993591e+002  2.9032152317664713e+002  3.3596497534577838e+002
  3.5000000000000003e-001  1.8703788706011088e+002  2.1381074679406578e+002  2.4441591039757660e+002
  4.0000000000000002e-001  1.0558409758970538e+002  1.1706743593146867e+002  1.2979970344421224e+002
  4.5000000000000001e-001  9.1936549118976728e+001  9.8929215110132787e+001  1.0645374115186122e+002
  5.0000000000000000e-001  8.7849484665733073e+001  9.5707954475527657e+001  1.0426939423428021e+002
  5.5000000000000004e-001  8.1112141232348264e+001  8.6025603668946786e+001  9.1236704815966078e+001
  6.0000000000000009e-001  6.8956402085325351e+001  7.2539079731689341e+001  7.6307897877406447e+001
  6.5000000000000002e-001  6.2901986037790550e+001  6.5157017578411683e+001  6.7492891832745244e+001
  7.0000000000000007e-001  5.6583904628546811e+001  5.9120431865366129e+001  6.1770665826126866e+001
  7.5000000000000000e-001  5.4940659943069782e+001  5.6439207038034851e+001  5.7978628112274201e+001
  8.0000000000000004e-001  4.9241970517745777e+001  5.0771030467079605e+001  5.2347570732576138e+001
  8.5000000000000009e-001  4.6208117094335719e+001  4.7013956779329149e+001  4.7833849787391010e+001
  9.0000000000000002e-001  5.0926138205018084e+001  5.1734710711083089e+001  5.2556121211950135e+001
  9.5000000000000007e-001  4.9527361180610718e+001  5.0372209094955892e+001  5.1231468598801470e+001
  1.0000000000000000e+000  4.6889757049840988e+001  4.8373299463273554e+001  4.9903779592551267e+001
  1.0500000000000000e+000  4.5854405856774093e+001  4.6598909451892013e+001  4.7355500993474116e+001
  1.1000000000000001e+000  4.8002068752885627e+001  4.8572406413731116e+001  4.9149520554337371e+001
  1.1500000000000001e+000  5.2624513581459780e+001  5.3348394646215027e+001  5.4082233119794587e+001
  1.2000000000000002e+000  5.3940438994006961e+001  5.4488387084794397e+001  5.5041901446746792e+001
  1.2500000000000000e+000  5.0024449981032362e+001  5.0520498705615815e+001  5.1021466311611341e+001
  1.3000000000000000e+000  4.4319005522414081e+001  4.4768645386517164e+001  4.5222847086000066e+001
  1.3500000000000001e+000  4.2256207845782185e+001  4.2706366384167204e+001  4.3161320495084915e+001
  1.4000000000000001e+000  4.2963581051871849e+001  4.3392128650069900e+001  4.3824950869689744e+001
  1.4500000000000002e+000  4.1761814518471567e+001  4.2179186615232460e+001  4.2600729973926363e+001
  1.5000000000000000e+000  3.7937611467819437e+001  3.8201886322443968e+001  3.8468002125828441e+001
  1.5500000000000000e+000  3.7359100178574558e+001  3.7836019344481336e+001  3.8319026769733824e+001
  1.6000000000000001e+000  3.7707415842668333e+001  3.8212510055340204e+001  3.8724370050232181e+001
  1.6500000000000001e+000  3.7445069795649104e+001  3.7957702925041936e+001  3.8477354140574953e+001
  1.7000000000000002e+000  3.6748437060553677e+001  3.7139072955010235e+001  3.7533861309115252e+001
