  0.0000000000000000e+000                      NaN  0.0000000000000000e+000                      NaN
  5.0000000000000003e-002  1.8129792819619441e-002  2.0159758256285347e-002  2.2417015847641452e-002
  1.0000000000000001e-001  1.3629645447961256e-001  1.5182643325726788e-001  1.6912593892214317e-001
  1.5000000000000002e-001  3.6883010955704004e-001  4.2868130398348880e-001  4.9824473551166093e-001
  2.0000000000000001e-001  6.6970915763206218e-001  7.7591383954443982e-001  8.9896080938370038e-001
  2.5000000000000000e-001  1.1993409763360754e+000  1.3224433426213027e+000  1.4581811419351902e+000
  3.0000000000000004e-001  1.2456619824929156e+000  1.4663797927747018e+000  1.7262064082221491e+000
  3.5000000000000003e-001  1.7166505198034456e+000  2.0369177361203841e+000  2.4169356638745843e+000
  4.0000000000000002e-001  1.0868072581712958e+000  1.2379071198380938e+000  1.4100145410551861e+000
  4.5000000000000001e-001  1.1328057082969489e+000  1.2049868402099675e+000  1.2817672743387891e+000
  5.0000000000000000e-001  1.2022792275574135e+000  1.2923062412225437e+000  1.3890745035125276e+000
  5.5000000000000004e-001  1.4143785047156328e+000  1.4796192413739409e+000  1.5478693236250503e+000
  6.0000000000000009e-001  1.9363152579717189e+000  2.0107958612034378e+000  2.0881413699483069e+000
  6.5000000000000002e-001  2.3371747904441822e+000  2.4010905932790929e+000  2.4667543312144224e+000
  7.0000000000000007e-001  2.8141801667956456e+000  2.8842289509437693e+000  2.9560213449071160e+000
  7.5000000000000000e-001  3.7958141012846451e+000  3.8419156183051459e+000  3.8885770547039091e+000
  8.0000000000000004e-001  5.0485332703717543e+000  5.1016405014646082e+000  5.1553063855054182e+000
  8.5000000000000009e-001  5.3679668305558010e+000  5.4257811889319756e+000  5.4842182225481348e+000
  9.0000000000000002e-001  5.3178533450967782e+000  5.4179157807990945e+000  5.5198610234140748e+000
  9.5000000000000007e-001  5.7952674135515894e+000  5.9121768865339313e+000  6.0314448054511489e+000
  1.0000000000000000e+000  6.4911035415920519e+000  6.5801609110838664e+000  6.6704401398496822e+000
  1.0500000000000000e+000  6.8402835352737119e+000  6.9561357949490343e+000  7.0739502168655362e+000
  1.1000000000000001e+000  6.3350662346320430e+000  6.3982101776030280e+000  6.4619834995554228e+000
  1.1500000000000001e+000  6.2531593541246924e+000  6.3108443576754105e+000  6.3690615017724026e+000
  1.2000000000000002e+000  6.6198522878316330e+000  6.6962314542834518e+000  6.7734918756053535e+000
  1.2500000000000000e+000  8.1196406338819926e+000  8.1523428497110793e+000  8.1851767751771263e+000
  1.3000000000000000e+000  8.9641277729146598e+000  9.0033574606963693e+000  9.0427588292531009e+000
  1.3500000000000001e+000  8.6299896108726148e+000  8.6662914959091903e+000  8.7027460841257955e+000
  1.4000000000000001e+000  7.9611856360485005e+000  8.0249556115251846e+000  8.0892363915425740e+000
  1.4500000000000002e+000  7.6165008298788299e+000  7.6812764753630933e+000  7.7466030148000566e+000
  1.5000000000000000e+000  7.7700945668566330e+000  7.8414628762858634e+000  7.9134867035529997e+000
  1.5500000000000000e+000  7.6341529116472930e+000  7.7137484919717574e+000  7.7941739556481151e+000
