LON [dd],LAT [dd],Rgh [m/s2],
        9.8360000000,       45.6843000000,        0.0470880000
        9.8443000000,       45.6843000000,        0.0421830000
        9.8527000000,       45.6843000000,        0.0362970000
        9.8610000000,       45.6843000000,        0.0333540000
        9.8693000000,       45.6843000000,        0.0304110000
        9.8777000000,       45.6843000000,        0.0294300000
        9.8860000000,       45.6843000000,        0.0294300000
        9.8943000000,       45.6843000000,        0.0304110000
        9.9027000000,       45.6843000000,        0.0304110000
        9.9110000000,       45.6843000000,        0.0304110000
        9.9193000000,       45.6843000000,        0.0304110000
        9.9277000000,       45.6843000000,        0.0304110000
        9.9360000000,       45.6843000000,        0.0304110000
        9.9443000000,       45.6843000000,        0.0304110000
        9.9527000000,       45.6843000000,        0.0313920000
        9.9610000000,       45.6843000000,        0.0313920000
        9.9693000000,       45.6843000000,        0.0313920000
        9.9777000000,       45.6843000000,        0.0313920000
        9.9860000000,       45.6843000000,        0.0313920000
        9.9943000000,       45.6843000000,        0.0323730000
       10.0027000000,       45.6843000000,        0.0323730000
       10.0110000000,       45.6843000000,        0.0323730000
       10.0193000000,       45.6843000000,        0.0323730000
       10.0277000000,       45.6843000000,        0.0323730000
       10.0360000000,       45.6843000000,        0.0333540000
       10.0443000000,       45.6843000000,        0.0343350000
       10.0527000000,       45.6843000000,        0.0382590000
       10.0610000000,       45.6843000000,        0.0412020000
       10.0693000000,       45.6843000000,        0.0431640000
       10.0777000000,       45.6843000000,        0.0470880000
       10.0860000000,       45.6843000000,        0.0549360000
       10.0943000000,       45.6843000000,        0.0627840000
       10.1027000000,       45.6843000000,        0.0647460000
       10.1110000000,       45.6843000000,        0.0549360000
       10.1193000000,       45.6843000000,        0.0451260000
       10.1277000000,       45.6843000000,        0.0421830000
       10.1360000000,       45.6843000000,        0.0412020000
       10.1443000000,       45.6843000000,        0.0412020000
       10.1527000000,       45.6843000000,        0.0421830000
       10.1610000000,       45.6843000000,        0.0421830000
       10.1693000000,       45.6843000000,        0.0421830000
       10.1777000000,       45.6843000000,        0.0421830000
       10.1860000000,       45.6843000000,        0.0431640000
       10.1943000000,       45.6843000000,        0.0431640000
       10.2027000000,       45.6843000000,        0.0431640000
       10.2110000000,       45.6843000000,        0.0431640000
       10.2193000000,       45.6843000000,        0.0431640000
       10.2277000000,       45.6843000000,        0.0441450000
       10.2360000000,       45.6843000000,        0.0441450000
       10.2443000000,       45.6843000000,        0.0441450000
       10.2527000000,       45.6843000000,        0.0451260000
       10.2610000000,       45.6843000000,        0.0451260000
       10.2693000000,       45.6843000000,        0.0461070000
       10.2777000000,       45.6843000000,        0.0490500000
       10.2860000000,       45.6843000000,        0.0618030000
       10.2943000000,       45.6843000000,        0.0627840000
       10.3027000000,       45.6843000000,        0.0500310000
       10.3110000000,       45.6843000000,        0.0470880000
       10.3193000000,       45.6843000000,        0.0470880000
       10.3277000000,       45.6843000000,        0.0490500000
       10.3360000000,       45.6843000000,        0.0539550000
       10.3443000000,       45.6843000000,        0.0618030000
       10.3527000000,       45.6843000000,        0.0706320000
       10.3610000000,       45.6843000000,        0.0794610000
       10.3693000000,       45.6843000000,        0.0873090000
       10.3777000000,       45.6843000000,        0.0941760000
       10.3860000000,       45.6843000000,        0.0990810000
       10.3943000000,       45.6843000000,        0.1010430000
       10.4027000000,       45.6843000000,        0.1020240000
       10.4110000000,       45.6843000000,        0.1049670000
       10.4193000000,       45.6843000000,        0.1059480000
       10.4277000000,       45.6843000000,        0.1069290000
       10.4360000000,       45.6843000000,        0.1079100000
       10.4443000000,       45.6843000000,        0.1088910000
