0.000000e+000	 0.000000e+000	 NaN	 NaN
5.000000e-002	 7.548084e-003	 7.548084e-003	 7.548084e-003
1.000000e-001	 4.285764e-002	 4.285764e-002	 4.285764e-002
1.500000e-001	 1.371566e-001	 1.371566e-001	 1.371566e-001
2.000000e-001	 1.701915e-001	 1.701915e-001	 1.701915e-001
2.500000e-001	 3.242222e-001	 3.242222e-001	 3.242222e-001
3.000000e-001	 4.995652e-001	 4.995652e-001	 4.995652e-001
3.500000e-001	 6.816147e-001	 6.816147e-001	 6.816147e-001
4.000000e-001	 1.031062e+000	 1.031062e+000	 1.031062e+000
4.500000e-001	 1.363578e+000	 1.363578e+000	 1.363578e+000
5.000000e-001	 1.648890e+000	 1.648890e+000	 1.648890e+000
5.500000e-001	 2.064471e+000	 2.064471e+000	 2.064471e+000
6.000000e-001	 2.427185e+000	 2.427185e+000	 2.427185e+000
6.500000e-001	 2.583385e+000	 2.583385e+000	 2.583385e+000
7.000000e-001	 2.271063e+000	 2.271063e+000	 2.271063e+000
7.500000e-001	 1.934977e+000	 1.934977e+000	 1.934977e+000
8.000000e-001	 1.690696e+000	 1.690696e+000	 1.690696e+000
8.500000e-001	 1.498153e+000	 1.498153e+000	 1.498153e+000
9.000000e-001	 1.303629e+000	 1.303629e+000	 1.303629e+000
9.500000e-001	 1.335108e+000	 1.335108e+000	 1.335108e+000
1.000000e+000	 1.483958e+000	 1.483958e+000	 1.483958e+000
1.050000e+000	 1.665021e+000	 1.665021e+000	 1.665021e+000
1.100000e+000	 1.843077e+000	 1.843077e+000	 1.843077e+000
1.150000e+000	 2.146086e+000	 2.146086e+000	 2.146086e+000
1.200000e+000	 2.628400e+000	 2.628400e+000	 2.628400e+000
1.250000e+000	 3.321707e+000	 3.321707e+000	 3.321707e+000
1.300000e+000	 4.125851e+000	 4.125851e+000	 4.125851e+000
1.350000e+000	 4.917436e+000	 4.917436e+000	 4.917436e+000
1.400000e+000	 5.543497e+000	 5.543497e+000	 5.543497e+000
1.450000e+000	 5.934379e+000	 5.934379e+000	 5.934379e+000
1.500000e+000	 6.141526e+000	 6.141526e+000	 6.141526e+000
1.550000e+000	 6.283518e+000	 6.283518e+000	 6.283518e+000
1.600000e+000	 6.130175e+000	 6.130175e+000	 6.130175e+000
1.650000e+000	 5.747525e+000	 5.747525e+000	 5.747525e+000
1.700000e+000	 5.268617e+000	 5.268617e+000	 5.268617e+000
1.750000e+000	 4.811128e+000	 4.811128e+000	 4.811128e+000
1.800000e+000	 4.396262e+000	 4.396262e+000	 4.396262e+000
1.850000e+000	 4.034452e+000	 4.034452e+000	 4.034452e+000
1.900000e+000	 3.766593e+000	 3.766593e+000	 3.766593e+000
1.950000e+000	 3.623202e+000	 3.623202e+000	 3.623202e+000
2.000000e+000	 3.613106e+000	 3.613106e+000	 3.613106e+000
2.050000e+000	 3.723985e+000	 3.723985e+000	 3.723985e+000
2.100000e+000	 3.925580e+000	 3.925580e+000	 3.925580e+000
2.150000e+000	 4.179073e+000	 4.179073e+000	 4.179073e+000
2.200000e+000	 4.447142e+000	 4.447142e+000	 4.447142e+000
2.250000e+000	 4.698101e+000	 4.698101e+000	 4.698101e+000
2.300000e+000	 4.914737e+000	 4.914737e+000	 4.914737e+000
2.350000e+000	 5.092265e+000	 5.092265e+000	 5.092265e+000
2.400000e+000	 5.280711e+000	 5.280711e+000	 5.280711e+000
2.450000e+000	 5.517676e+000	 5.517676e+000	 5.517676e+000
2.500000e+000	 5.708233e+000	 5.708233e+000	 5.708233e+000
2.550000e+000	 5.855570e+000	 5.855570e+000	 5.855570e+000
2.600000e+000	 5.966305e+000	 5.966305e+000	 5.966305e+000
2.650000e+000	 6.043219e+000	 6.043219e+000	 6.043219e+000
2.700000e+000	 6.097689e+000	 6.097689e+000	 6.097689e+000
2.750000e+000	 6.137944e+000	 6.137944e+000	 6.137944e+000
2.800000e+000	 6.164156e+000	 6.164156e+000	 6.164156e+000
2.850000e+000	 6.173870e+000	 6.173870e+000	 6.173870e+000
2.900000e+000	 6.159444e+000	 6.159444e+000	 6.159444e+000
2.950000e+000	 6.120123e+000	 6.120123e+000	 6.120123e+000
3.000000e+000	 6.060834e+000	 6.060834e+000	 6.060834e+000
