  0.0000000000000000e+000  3.9431578989976404e-004  3.3594652435025554e-004
  1.2208521548040533e-002  5.4166650954491657e-001  6.3040697973473736e-001
  2.4417043096081066e-002  1.0023612316485031e+000  1.0408600773058416e+000
  3.6625564644121603e-002  1.3534755352351540e+000  1.2393429706259238e+000
  4.8834086192162132e-002  1.6853842402285686e+000  1.7491480196828799e+000
  6.1042607740202662e-002  2.3595616600916363e+000  2.5737528785487198e+000
  7.3251129288243205e-002  3.3887010417337131e+000  3.7666565402124013e+000
  8.5459650836283735e-002  4.8701427312462409e+000  5.3663319660724742e+000
  9.7668172384324264e-002  6.9235047395710723e+000  7.3568902986690761e+000
  1.0987669393236479e-001  9.3483272846113845e+000  9.5852196834171011e+000
  1.2208521548040532e-001  1.2006902646516497e+001  1.1859711971189045e+001
  1.3429373702844585e-001  1.4934865982344439e+001  1.4185962202982214e+001
  1.4650225857648641e-001  1.8280263650816099e+001  1.6789439289240523e+001
  1.5871078012452694e-001  2.1925015418774400e+001  2.0074042386179372e+001
  1.7091930167256747e-001  2.5634211530265503e+001  2.4166386519990127e+001
  1.8312782322060800e-001  2.9282439244610106e+001  2.8583617067212185e+001
  1.9533634476864853e-001  3.2657682535517203e+001  3.3455275456310694e+001
  2.0754486631668906e-001  3.6119952725367604e+001  3.8542626356974118e+001
  2.1975338786472959e-001  3.9935504524283814e+001  4.3510083332024493e+001
  2.3196190941277012e-001  4.4060088241054238e+001  4.8303703338088802e+001
  2.4417043096081065e-001  4.8141450265662897e+001  5.2730244025546050e+001
  2.5637895250885118e-001  5.1655407602620279e+001  5.6499351895392650e+001
  2.6858747405689171e-001  5.4410602353095328e+001  5.9646058300990262e+001
  2.8079599560493224e-001  5.6728989879958000e+001  6.2766187309826400e+001
  2.9300451715297282e-001  5.9158568476868425e+001  6.6592542176787234e+001
  3.0521303870101335e-001  6.2193055311992772e+001  7.1342187268882199e+001
  3.1742156024905388e-001  6.6422387364774039e+001  7.6609187126004286e+001
  3.2963008179709441e-001  7.2045536065549555e+001  8.2036795745558365e+001
  3.4183860334513494e-001  7.8412782858464283e+001  8.7710383785327821e+001
  3.5404712489317547e-001  8.5024443299673678e+001  9.4109179699049150e+001
  3.6625564644121600e-001  9.2165239214444966e+001  1.0300826987671439e+002
  3.7846416798925653e-001  9.9350680983632088e+001  1.1381769886336129e+002
  3.9067268953729706e-001  1.0559436052514454e+002  1.2360214654490542e+002
  4.0288121108533759e-001  1.1038258271550060e+002  1.3132313836622086e+002
  4.1508973263337812e-001  1.1429587563152734e+002  1.3670031385224024e+002
  4.2729825418141865e-001  1.1908647430397249e+002  1.3994419717905546e+002
  4.3950677572945918e-001  1.2621359470870043e+002  1.4149877374130898e+002
  4.5171529727749971e-001  1.3687937596620924e+002  1.4182200158876680e+002
  4.6392381882554024e-001  1.4801002974265958e+002  1.4117143602495216e+002
  4.7613234037358076e-001  1.5786253032033943e+002  1.4063075420404260e+002
  4.8834086192162129e-001  1.6617503054656109e+002  1.4276434929090630e+002
  5.0054938346966182e-001  1.7310883840363681e+002  1.4820039401608386e+002
  5.1275790501770235e-001  1.7840805633911472e+002  1.5641881315674692e+002
  5.2496642656574288e-001  1.8131725629057172e+002  1.6487748283003393e+002
  5.3717494811378341e-001  1.8222785834253355e+002  1.7193876995434337e+002
  5.4938346966182394e-001  1.8202306855115745e+002  1.7738265349730872e+002
  5.6159199120986447e-001  1.8167753220275688e+002  1.8132725506297862e+002
  5.7380051275790500e-001  1.8175776378704774e+002  1.8339191519167119e+002
  5.8600903430594564e-001  1.8465461298349746e+002  1.8266213472858990e+002
  5.9821755585398617e-001  1.8855318604465089e+002  1.8051081964136864e+002
  6.1042607740202670e-001  1.9109838510334816e+002  1.7702573204063313e+002
  6.2263459895006723e-001  1.9175095764917734e+002  1.7221677431785457e+002
  6.3484312049810776e-001  1.9188801021565820e+002  1.6911240900804228e+002
  6.4705164204614829e-001  1.9160800424401970e+002  1.6957507490536761e+002
  6.5926016359418882e-001  1.9021889331428406e+002  1.7189156136570836e+002
  6.7146868514222935e-001  1.8850015780008206e+002  1.7243585868101547e+002
  6.8367720669026988e-001  1.8603801668693643e+002  1.6923772611853013e+002
  6.9588572823831041e-001  1.8196718809398877e+002  1.6254525224578884e+002
  7.0809424978635094e-001  1.7581422433147824e+002  1.5369704506652158e+002
  7.2030277133439147e-001  1.6756054055305893e+002  1.4400312703779463e+002
  7.3251129288243200e-001  1.5662534452406743e+002  1.3465142833354142e+002
  7.4471981443047253e-001  1.4284021690107758e+002  1.2668384412391011e+002
  7.5692833597851306e-001  1.2714744307649849e+002  1.1882771167852408e+002
  7.6913685752655359e-001  1.1149131345320787e+002  1.1058430069816129e+002
  7.8134537907459412e-001  9.8234168694695995e+001  1.0278336674549197e+002
  7.9355390062263464e-001  8.8381466284146924e+001  9.6574780782695413e+001
  8.0576242217067517e-001  8.1245953176221050e+001  9.1830308243051576e+001
  8.1797094371871570e-001  7.5840485597243713e+001  8.7394002697880353e+001
  8.3017946526675623e-001  7.1332939557080934e+001  8.2386141776957643e+001
  8.4238798681479676e-001  6.8217158098701759e+001  7.7038125747549856e+001
  8.5459650836283729e-001  6.7443043184830543e+001  7.2451055952937139e+001
  8.6680502991087782e-001  6.8847737543530940e+001  6.9614527840560598e+001
  8.7901355145891835e-001  7.1376634841227158e+001  6.8290026271695439e+001
  8.9122207300695888e-001  7.3794721794292457e+001  6.7225924398361116e+001
  9.0343059455499941e-001  7.5212250045508625e+001  6.5559244527942695e+001
