E-UTM [m],N-UTM [m],Rew [m/s2],Rns [m/s2],Rgh [m/s2],
       632624.900000,      4992539.000000,            0.028000,            0.027000,            0.027000,
       632624.900000,      4992041.000000,            0.053000,            0.018000,            0.031000,
       632953.500000,      4992215.000000,            0.292000,            0.432000,            0.355000,
       633123.400000,      4941256.000000,            0.003000,            0.012000,            0.006000,
       632952.100000,      4941581.000000,            0.062000,            0.050000,            0.055000,
       632624.900000,      4941256.000000,            0.005000,            0.004000,            0.005000,
       706906.700000,      4941754.000000,            0.006000,            0.002000,            0.004000,
       706578.100000,      4941580.000000,            0.048000,            0.044000,            0.046000,
       706906.700000,      4941256.000000,            0.003000,            0.003000,            0.003000,
       633487.400000,      4970631.000000,            0.197000,            0.192000,            0.195000,
       633487.400000,      4971129.000000,            0.205000,            0.190000,            0.197000,
       633056.200000,      4970880.000000,            0.283000,            0.337000,            0.309000,
       632624.900000,      4990548.000000,            0.030000,            0.033000,            0.032000,
       633071.000000,      4990807.000000,            0.478000,            0.520000,            0.499000,
       632624.900000,      4991045.000000,            0.030000,            0.028000,            0.029000,
       636075.100000,      4969635.000000,            0.248000,            0.397000,            0.314000,
       636075.100000,      4970132.000000,            0.257000,            0.417000,            0.327000,
       635643.800000,      4969884.000000,            0.245000,            0.353000,            0.294000,
       633505.000000,      4990053.000000,            0.372000,            0.334000,            0.353000,
       633954.400000,      4990293.000000,            0.559000,            0.364000,            0.451000,
       633524.500000,      4990561.000000,            0.394000,            0.443000,            0.418000,
       661041.600000,      4991676.000000,            0.210000,            0.978000,            0.453000,
       660792.300000,      4992107.000000,            0.344000,            1.616000,            0.746000,
       660543.100000,      4991676.000000,            0.251000,            0.949000,            0.488000,
       634868.600000,      4992108.000000,            0.453000,            0.483000,            0.468000,
       634368.900000,      4992108.000000,            0.415000,            0.481000,            0.447000,
       634614.500000,      4991680.000000,            0.266000,            0.263000,            0.264000,
       633056.200000,      4971876.000000,            0.400000,            0.354000,            0.376000,
