E-UTM [m],N-UTM [m],Rew [m/s2],Rns [m/s2],Rgh [m/s2],
       632624.900000,      4992539.000000,            0.007000,            0.008000,            0.007000,
       632624.900000,      4992041.000000,            0.022000,            0.013000,            0.017000,
       632953.500000,      4992215.000000,            0.062000,            0.140000,            0.093000,
       633123.400000,      4941256.000000,            0.003000,            0.006000,            0.004000,
       632952.100000,      4941581.000000,            0.018000,            0.024000,            0.021000,
       632624.900000,      4941256.000000,            0.005000,            0.005000,            0.005000,
       706906.700000,      4941754.000000,            0.003000,            0.001000,            0.002000,
       706578.100000,      4941580.000000,            0.006000,            0.009000,            0.007000,
       706906.700000,      4941256.000000,            0.001000,            0.001000,            0.001000,
       633487.400000,      4970631.000000,            0.230000,            0.149000,            0.185000,
       633487.400000,      4971129.000000,            0.256000,            0.177000,            0.213000,
       633056.200000,      4970880.000000,            0.157000,            0.140000,            0.148000,
       632624.900000,      4990548.000000,            0.024000,            0.019000,            0.021000,
       633071.000000,      4990807.000000,            0.149000,            0.152000,            0.151000,
       632624.900000,      4991045.000000,            0.023000,            0.016000,            0.019000,
       636075.100000,      4969635.000000,            0.192000,            0.193000,            0.192000,
       636075.100000,      4970132.000000,            0.206000,            0.219000,            0.212000,
       635643.800000,      4969884.000000,            0.205000,            0.195000,            0.200000,
       633505.000000,      4990053.000000,            0.140000,            0.168000,            0.153000,
       633954.400000,      4990293.000000,            0.206000,            0.194000,            0.200000,
       633524.500000,      4990561.000000,            0.147000,            0.173000,            0.159000,
       661041.600000,      4991676.000000,            0.105000,            0.493000,            0.228000,
       660792.300000,      4992107.000000,            0.131000,            0.354000,            0.216000,
       660543.100000,      4991676.000000,            0.089000,            0.486000,            0.208000,
       634868.600000,      4992108.000000,            0.121000,            0.226000,            0.165000,
       634368.900000,      4992108.000000,            0.124000,            0.190000,            0.154000,
       634614.500000,      4991680.000000,            0.113000,            0.249000,            0.168000,
       633056.200000,      4971876.000000,            0.174000,            0.186000,            0.180000,
       633056.200000,      4972374.000000,            0.182000,            0.201000,            0.191000,
       632624.900000,      4972125.000000,            0.024000,            0.012000,            0.017000,
       632624.900000,      4987062.000000,            0.038000,            0.045000,            0.041000,
       633056.200000,      4987311.000000,            0.104000,            0.201000,            0.145000,
       632624.900000,      4987560.000000,            0.036000,            0.043000,            0.039000,
       636364.100000,      4992107.000000,            0.167000,            0.201000,            0.183000,
       635865.500000,      4992107.000000,            0.173000,            0.219000,            0.195000,
       636114.900000,      4991676.000000,            0.161000,            0.289000,            0.215000,
       657303.200000,      4989517.000000,            0.323000,            0.472000,            0.390000,
       657801.700000,      4989517.000000,            0.295000,            0.475000,            0.374000,
       657552.300000,      4989949.000000,            0.312000,            0.510000,            0.399000,
       634781.100000,      4985816.000000,            0.230000,            0.296000,            0.261000,
       635212.200000,      4986065.000000,            0.211000,            0.232000,            0.221000,
       634781.000000,      4986314.000000,            0.183000,            0.206000,            0.194000,
       637361.100000,      4992107.000000,            0.129000,            0.236000,            0.174000,
       637610.500000,      4991676.000000,            0.113000,            0.336000,            0.195000,
       637859.700000,      4992107.000000,            0.171000,            0.254000,            0.209000,
       638358.200000,      4992107.000000,            0.221000,            0.229000,            0.225000,
       638109.100000,      4991676.000000,            0.169000,            0.325000,            0.235000,
       638607.600000,      4991676.000000,            0.207000,            0.299000,            0.249000,
       638856.700000,      4992107.000000,            0.232000,            0.200000,            0.216000,
       633487.400000,      4975112.000000,            0.208000,            0.232000,            0.220000,
       633487.400000,      4975610.000000,            0.260000,            0.289000,            0.274000,
       633056.200000,      4975362.000000,            0.175000,            0.256000,            0.212000,
       650323.000000,      4992107.000000,            0.558000,            0.293000,            0.404000,
       649824.500000,      4992107.000000,            0.552000,            0.298000,            0.405000,
       650073.900000,      4991676.000000,            0.547000,            0.374000,            0.452000,
       643343.800000,      4991244.000000,            0.267000,            0.245000,            0.256000,
       643094.400000,      4991676.000000,            0.304000,            0.247000,            0.274000,
       642845.200000,      4991244.000000,            0.271000,            0.242000,            0.256000,
       640103.500000,      4990812.000000,            0.173000,            0.273000,            0.217000,
       640352.900000,      4990381.000000,            0.165000,            0.328000,            0.232000,
       640602.000000,      4990812.000000,            0.221000,            0.262000,            0.241000,
       641349.400000,      4992107.000000,            0.250000,            0.162000,            0.201000,
       641598.800000,      4991676.000000,            0.295000,            0.247000,            0.270000,
       641847.900000,      4992107.000000,            0.239000,            0.147000,            0.187000,
       632624.900000,      4974117.000000,            0.021000,            0.012000,            0.016000,
       633056.200000,      4974366.000000,            0.125000,            0.191000,            0.155000,
       632624.900000,      4974615.000000,            0.021000,            0.013000,            0.017000,
       633487.400000,      4983079.000000,            0.247000,            0.362000,            0.299000,
       633056.200000,      4982830.000000,            0.128000,            0.295000,            0.195000,
       633487.400000,      4982581.000000,            0.134000,            0.346000,            0.215000,
       643842.100000,      4992107.000000,            0.287000,            0.157000,            0.212000,
       643343.500000,      4992107.000000,            0.278000,            0.150000,            0.204000,
       643592.900000,      4991676.000000,            0.322000,            0.261000,            0.290000,
       644590.200000,      4990812.000000,            0.295000,            0.241000,            0.266000,
       644091.700000,      4990812.000000,            0.302000,            0.255000,            0.277000,
       644341.100000,      4990381.000000,            0.297000,            0.352000,            0.323000,
       645337.700000,      4992107.000000,            0.332000,            0.169000,            0.237000,
       644839.100000,      4992107.000000,            0.306000,            0.160000,            0.221000,
       645088.500000,      4991676.000000,            0.353000,            0.264000,            0.305000,
       633056.200000,      4980838.000000,            0.159000,            0.221000,            0.188000,
       632624.900000,      4980590.000000,            0.030000,            0.033000,            0.032000,
       633056.200000,      4980340.000000,            0.188000,            0.279000,            0.229000,
       632624.900000,      4975611.000000,            0.028000,            0.015000,            0.021000,
       632624.900000,      4975113.000000,            0.026000,            0.015000,            0.019000,
       650821.800000,      4991244.000000,            0.386000,            0.248000,            0.309000,
       651320.300000,      4991244.000000,            0.390000,            0.255000,            0.315000,
       651070.900000,      4991676.000000,            0.558000,            0.386000,            0.464000,
       648329.300000,      4990381.000000,            0.383000,            0.335000,            0.358000,
       647830.800000,      4990381.000000,            0.353000,            0.329000,            0.341000,
       648080.200000,      4989949.000000,            0.438000,            0.380000,            0.408000,
       633056.200000,      4973370.000000,            0.178000,            0.193000,            0.185000,
       633056.200000,      4972872.000000,            0.182000,            0.209000,            0.195000,
       633487.400000,      4973121.000000,            0.264000,            0.194000,            0.226000,
       633487.400000,      4976108.000000,            0.286000,            0.324000,            0.304000,
       633487.400000,      4976606.000000,            0.242000,            0.328000,            0.282000,
       633056.200000,      4976357.000000,            0.269000,            0.327000,            0.297000,
       634349.900000,      4975112.000000,            0.193000,            0.260000,            0.224000,
       634349.900000,      4975610.000000,            0.237000,            0.291000,            0.263000,
       633918.700000,      4975361.000000,            0.205000,            0.221000,            0.213000,
       635212.500000,      4973120.000000,            0.212000,            0.213000,            0.212000,
       635212.500000,      4973618.000000,            0.180000,            0.209000,            0.194000,
       634781.200000,      4973369.000000,            0.190000,            0.197000,            0.194000,
       654809.800000,      4992107.000000,            0.403000,            0.233000,            0.307000,
       655059.200000,      4991676.000000,            0.445000,            0.364000,            0.403000,
       655308.400000,      4992107.000000,            0.376000,            0.232000,            0.295000,
       662288.100000,      4991244.000000,            0.124000,            0.401000,            0.223000,
       662786.600000,      4991244.000000,            0.129000,            0.396000,            0.226000,
       662537.200000,      4991676.000000,            0.149000,            0.514000,            0.277000,
       633918.700000,      4970382.000000,            0.168000,            0.163000,            0.165000,
       633918.700000,      4970880.000000,            0.182000,            0.182000,            0.182000,
       655557.700000,      4991676.000000,            0.421000,            0.373000,            0.397000,
       655806.900000,      4992107.000000,            0.355000,            0.241000,            0.293000,
       655558.200000,      4989949.000000,            0.447000,            0.474000,            0.461000,
       655807.600000,      4989517.000000,            0.407000,            0.438000,            0.422000,
       656056.700000,      4989949.000000,            0.414000,            0.494000,            0.452000,
       663783.500000,      4992107.000000,            0.177000,            0.293000,            0.228000,
       663534.100000,      4992539.000000,            0.011000,            0.071000,            0.028000,
       663284.900000,      4992107.000000,            0.174000,            0.299000,            0.228000,
       662537.000000,      4941256.000000,            0.008000,            0.016000,            0.012000,
