E-UTM [m],N-UTM [m],Rew [m/s2],Rns [m/s2],Rgh [m/s2],
       683974.100000,      4992539.000000,            1.211000,            1.334000,            1.271000,
       683724.900000,      4992107.000000,            1.015000,            1.790000,            1.348000,
       686716.100000,      4992107.000000,            1.151000,            1.203000,            1.177000,
       687214.700000,      4992107.000000,            1.272000,            1.611000,            1.432000,
       686965.300000,      4992539.000000,            1.461000,            1.456000,            1.459000,
       705612.900000,      4962915.000000,            0.785000,            1.205000,            0.972000,
       706044.200000,      4963163.000000,            1.023000,            0.975000,            0.999000,
       682478.500000,      4941256.000000,            1.154000,            1.934000,            1.494000,
       682229.100000,      4941687.000000,            1.598000,            1.606000,            1.602000,
       681979.900000,      4941256.000000,            1.511000,            1.103000,            1.291000,
       704319.100000,      4964658.000000,            0.856000,            1.445000,            1.112000,
       704319.100000,      4964160.000000,            0.981000,            0.922000,            0.951000,
       681480.000000,      4946436.000000,            1.374000,            1.105000,            1.232000,
       681230.600000,      4946867.000000,            2.047000,            1.390000,            1.687000,
       680981.500000,      4946436.000000,            1.208000,            1.574000,            1.379000,
       684223.200000,      4941687.000000,            1.180000,            1.071000,            1.124000,
       683973.900000,      4942119.000000,            1.287000,            1.319000,            1.303000,
       683724.700000,      4941687.000000,            1.150000,            1.267000,            1.207000,
       684721.800000,      4941687.000000,            1.417000,            1.627000,            1.518000,
       684472.400000,      4942119.000000,            1.336000,            1.376000,            1.356000,
       685220.300000,      4941687.000000,            1.137000,            1.080000,            1.108000,
       684971.000000,      4942119.000000,            1.526000,            1.322000,            1.420000,
       685718.900000,      4941687.000000,            1.259000,            0.975000,            1.108000,
       685469.500000,      4942119.000000,            1.347000,            1.679000,            1.504000,
       686466.800000,      4941256.000000,            1.258000,            1.289000,            1.274000,
       686217.400000,      4941687.000000,            1.152000,            1.300000,            1.223000,
       685968.200000,      4941256.000000,            1.175000,            1.301000,            1.237000,
       686965.300000,      4941256.000000,            1.104000,            1.196000,            1.149000,
       686715.900000,      4941687.000000,            1.192000,            1.332000,            1.260000,
       687463.800000,      4941256.000000,            1.023000,            1.055000,            1.039000,
       687214.500000,      4941687.000000,            1.186000,            1.267000,            1.226000,
       687962.400000,      4941256.000000,            1.037000,            1.240000,            1.134000,
       687713.000000,      4941687.000000,            1.057000,            1.614000,            1.306000,
       688460.900000,      4941256.000000,            1.027000,            1.079000,            1.053000,
       688211.500000,      4941687.000000,            1.164000,            1.101000,            1.132000,
       706044.200000,      4958682.000000,            1.078000,            0.864000,            0.965000,
       706044.200000,      4958184.000000,            0.952000,            0.942000,            0.947000,
       706475.500000,      4958433.000000,            1.045000,            0.823000,            0.927000,
       689458.000000,      4941256.000000,            0.878000,            1.447000,            1.127000,
       689208.600000,      4941687.000000,            1.222000,            1.384000,            1.300000,
       688959.400000,      4941256.000000,            1.448000,            1.101000,            1.262000,
       689956.500000,      4941256.000000,            1.242000,            0.821000,            1.010000,
       689707.100000,      4941687.000000,            1.076000,            1.141000,            1.108000,
       706475.500000,      4960425.000000,            1.037000,            0.945000,            0.990000,
       706475.500000,      4960923.000000,            0.891000,            0.743000,            0.814000,
       706044.200000,      4960674.000000,            0.840000,            1.167000,            0.990000,
       690205.700000,      4941687.000000,            1.074000,            1.172000,            1.122000,
       690704.200000,      4941687.000000,            0.889000,            1.137000,            1.005000,
       690454.800000,      4942119.000000,            1.082000,            1.162000,            1.121000,
       706906.700000,      4960176.000000,            1.277000,            0.878000,            1.059000,
       706906.700000,      4960674.000000,            1.025000,            0.805000,            0.908000,
       706906.700000,      4959678.000000,            0.945000,            1.571000,            1.219000,
       706475.500000,      4959927.000000,            0.844000,            1.102000,            0.964000,
       706906.700000,      4959180.000000,            0.956000,            0.988000,            0.972000,
       706475.500000,      4959429.000000,            1.001000,            1.133000,            1.065000,
       706475.500000,      4958931.000000,            1.158000,            0.945000,            1.046000,
       706906.700000,      4958682.000000,            0.988000,            1.023000,            1.005000,
       706906.700000,      4958184.000000,            0.896000,            0.845000,            0.870000,
       693196.900000,      4941687.000000,            0.919000,            0.974000,            0.946000,
       693695.400000,      4941687.000000,            1.366000,            1.077000,            1.213000,
       693446.000000,      4942119.000000,            0.870000,            1.197000,            1.020000,
       693446.300000,      4941256.000000,            1.274000,            0.852000,            1.042000,
       693944.800000,      4941256.000000,            1.213000,            0.988000,            1.095000,
       694443.300000,      4941256.000000,            0.773000,            1.461000,            1.063000,
       694194.000000,      4941687.000000,            0.812000,            1.192000,            0.984000,
       694941.900000,      4941256.000000,            0.960000,            0.895000,            0.927000,
       694692.500000,      4941687.000000,            1.023000,            0.893000,            0.956000,
       694941.400000,      4942982.000000,            1.121000,            1.161000,            1.141000,
       695439.900000,      4942982.000000,            1.411000,            1.273000,            1.340000,
       695190.500000,      4943414.000000,            1.134000,            1.144000,            1.139000,
       695191.000000,      4941687.000000,            1.107000,            1.231000,            1.167000,
       695689.600000,      4941687.000000,            1.203000,            0.912000,            1.047000,
       695440.200000,      4942119.000000,            1.003000,            0.884000,            0.941000,
       696188.100000,      4941687.000000,            0.985000,            1.080000,            1.032000,
       695938.700000,      4942119.000000,            1.110000,            1.082000,            1.096000,
       705612.900000,      4951463.000000,            0.789000,            0.960000,            0.870000,
       705612.900000,      4950965.000000,            0.972000,            0.788000,            0.875000,
       706044.200000,      4951214.000000,            0.872000,            1.161000,            1.006000,
       696437.500000,      4941256.000000,            1.072000,            0.942000,            1.005000,
       696936.000000,      4941256.000000,            1.041000,            1.264000,            1.147000,
       696686.600000,      4941687.000000,            1.261000,            1.227000,            1.244000,
       706044.200000,      4950218.000000,            0.780000,            0.980000,            0.874000,
       706044.200000,      4949720.000000,            1.035000,            1.005000,            1.020000,
       706475.500000,      4949969.000000,            1.028000,            0.890000,            0.956000,
       697185.200000,      4941687.000000,            1.040000,            0.872000,            0.952000,
       697683.700000,      4941687.000000,            1.005000,            0.995000,            1.000000,
       697434.300000,      4942119.000000,            0.992000,            0.830000,            0.907000,
       698182.200000,      4941687.000000,            1.048000,            0.922000,            0.983000,
       697932.800000,      4942119.000000,            1.233000,            0.978000,            1.098000,
       706906.700000,      4952209.000000,            0.749000,            1.065000,            0.893000,
       706906.700000,      4952707.000000,            0.817000,            0.787000,            0.801000,
       706475.500000,      4952458.000000,            0.842000,            0.859000,            0.850000,
       698930.200000,      4941256.000000,            0.803000,            0.943000,            0.870000,
       698680.800000,      4941687.000000,            0.847000,            1.184000,            1.001000,
       698431.600000,      4941256.000000,            1.202000,            0.913000,            1.047000,
       706475.500000,      4950965.000000,            0.843000,            1.199000,            1.006000,
       706475.500000,      4951463.000000,            1.020000,            0.869000,            0.942000,
       699677.600000,      4942551.000000,            0.846000,            1.140000,            0.982000,
       699428.200000,      4942982.000000,            1.394000,            0.722000,            1.003000,
       699179.000000,      4942551.000000,            1.117000,            1.056000,            1.086000,
       706906.700000,      4951214.000000,            0.797000,            1.040000,            0.911000,
       706906.700000,      4950716.000000,            1.058000,            0.822000,            0.933000,
       700425.800000,      4941256.000000,            1.044000,            0.893000,            0.966000,
       700176.400000,      4941687.000000,            0.896000,            1.031000,            0.961000,
       699927.200000,      4941256.000000,            0.925000,            0.870000,            0.897000,
       706906.700000,      4949720.000000,            0.827000,            0.768000,            0.797000,
       706475.500000,      4949471.000000,            0.738000,            0.946000,            0.836000,
       706906.700000,      4949222.000000,            0.768000,            0.843000,            0.805000,
       701173.200000,      4942551.000000,            0.985000,            0.900000,            0.942000,
       700923.700000,      4942982.000000,            0.859000,            0.877000,            0.868000,
       700674.600000,      4942551.000000,            1.081000,            0.832000,            0.949000,
       701422.800000,      4941256.000000,            0.968000,            0.850000,            0.907000,
       701173.400000,      4941687.000000,            0.889000,            1.041000,            0.962000,
       700924.300000,      4941256.000000,            0.927000,            1.009000,            0.967000,
       705612.600000,      4945987.000000,            0.836000,            0.972000,            0.901000,
       706044.100000,      4946235.000000,            0.970000,            0.750000,            0.853000,
       705612.900000,      4946484.000000,            0.803000,            1.048000,            0.917000,
       702170.500000,      4941687.000000,            0.788000,            0.973000,            0.876000,
       701921.100000,      4942119.000000,            1.100000,            1.078000,            1.089000,
       701672.000000,      4941687.000000,            0.911000,            0.896000,            0.903000,
       702669.000000,      4941687.000000,            0.785000,            1.002000,            0.887000,
       702419.600000,      4942119.000000,            0.845000,            0.788000,            0.816000,
       706475.500000,      4947480.000000,            0.954000,            0.790000,            0.868000,
       706044.200000,      4947231.000000,            1.022000,            0.824000,            0.918000,
       706475.500000,      4946982.000000,            0.750000,            0.775000,            0.762000,
       703167.600000,      4941687.000000,            1.174000,            1.028000,            1.098000,
       702918.200000,      4942119.000000,            0.902000,            0.967000,            0.934000,
       702918.400000,      4941256.000000,            0.704000,            1.134000,            0.893000,
       703417.000000,      4941256.000000,            0.716000,            0.796000,            0.755000,
       706475.500000,      4946484.000000,            1.145000,            0.881000,            1.005000,
       706475.400000,      4945986.000000,            1.002000,            0.836000,            0.915000,
       706906.700000,      4946732.000000,            0.868000,            1.020000,            0.941000,
       706906.700000,      4946235.000000,            0.757000,            0.813000,            0.785000,
       705604.900000,      4944493.000000,            0.736000,            0.844000,            0.788000,
       705165.500000,      4944246.000000,            0.887000,            0.831000,            0.858000,
       705595.700000,      4943995.000000,            0.938000,            0.805000,            0.869000,
       706906.700000,      4945737.000000,            0.926000,            0.731000,            0.823000,
       704663.000000,      4941687.000000,            0.936000,            0.829000,            0.881000,
       705162.700000,      4941687.000000,            0.874000,            0.977000,            0.924000,
       704917.200000,      4942115.000000,            0.913000,            0.772000,            0.840000,
       706906.700000,      4944741.000000,            0.802000,            0.994000,            0.893000,
       706473.700000,      4944492.000000,            0.864000,            0.776000,            0.819000,
       706906.700000,      4944243.000000,            0.790000,            0.887000,            0.837000,
       705672.000000,      4941690.000000,            0.783000,            0.743000,            0.763000,
       705419.900000,      4942116.000000,            1.070000,            0.812000,            0.932000,
       706026.600000,      4943742.000000,            0.763000,            0.805000,            0.784000,
       705577.200000,      4943502.000000,            0.909000,            1.246000,            1.064000,
       706007.100000,      4943234.000000,            0.809000,            0.859000,            0.833000,
       706171.000000,      4941654.000000,            0.684000,            0.786000,            0.733000,
       705977.900000,      4942163.000000,            0.806000,            0.861000,            0.833000,
       706906.700000,      4943247.000000,            0.832000,            0.683000,            0.754000,
       706460.700000,      4942987.000000,            0.925000,            0.896000,            0.910000,
       706906.700000,      4942749.000000,            0.710000,            0.716000,            0.713000,
       706906.700000,      4942252.000000,            0.763000,            0.795000,            0.779000,
