LON [dd], LAT [dd], Rgh [m/s2]
       11.4786937898,       44.7614441215,        0.2943041878,
       11.3661860579,       44.6757206097,        0.3737443576,
       11.3883487133,       44.6797809417,        0.3507114428,
       11.3853629043,       44.6844645718,        0.3581358603,
       11.3820602823,       44.6799368677,        0.3582437281,
       11.3847323838,       44.6659919115,        0.3432731770,
       11.3976211805,       44.6749405537,        0.3364345334,
       11.4039078236,       44.6747832803,        0.3295669693,
       11.3790740318,       44.6846199633,        0.3659559331,
       11.4834686785,       44.7433861511,        0.2842246173,
       11.4830848132,       44.7330658270,        0.2811581168,
       11.4771669398,       44.7202338625,        0.2818829998,
       11.4773570572,       44.7254360080,        0.2836854934,
       11.4718211783,       44.7229736878,        0.2878941399,
       11.4320375864,       44.6694419387,        0.2982476420,
       11.4383235701,       44.6692820106,        0.2924593743,
       11.4353412705,       44.6739798322,        0.2979204614,
       11.4827027741,       44.7226993785,        0.2778244507,
       11.4769759893,       44.7150282406,        0.2800238161,
       11.4475905927,       44.6644020880,        0.2816667419,
       11.4815162091,       44.6912352197,        0.2664737974,
       11.4632298070,       44.6688159791,        0.2710804283,
       11.4757644386,       44.6680950611,        0.2609223540,
       11.4655023146,       44.6730163089,        0.2712878893,
       11.4602371073,       44.6733872966,        0.2757887684,
       11.4508912430,       44.6689502510,        0.2813380754,
       11.4386457727,       44.6785185530,        0.2975001450,
       11.4448933309,       44.6783919236,        0.2917020194,
       11.4418728990,       44.6830599731,        0.2970612058,
       11.4828929478,       44.7278844353,        0.2795223140,
       11.4257515588,       44.6696014426,        0.3041942345,
       11.4227683781,       44.6742981890,        0.3100556114,
       11.4832767235,       44.7382330837,        0.2827265278,
       11.4836594160,       44.7485250076,        0.2856507406,
       11.3880332185,       44.6705495946,        0.3434523453,
       11.4796525342,       44.7867299786,        0.2993821268,
       11.4741088249,       44.7843495200,        0.3047694737,
       11.4679929420,       44.7668000995,        0.3069459844,
       11.4681838826,       44.7718731255,        0.3081534853,
       11.4857736001,       44.8040781420,        0.2957897643,
       11.4693300784,       44.8019948894,        0.3132555199,
       11.4748751620,       44.8043510087,        0.3074223954,
       11.4695213311,       44.8069654182,        0.3137308719,
       11.3000156716,       44.6727027243,        0.4629793971,
       11.3194672968,       44.9454710577,        0.4927881962,
       11.3131522339,       44.9456003726,        0.5050208342,
       11.3161559711,       44.9416089275,        0.5056631094,
       11.3456588036,       44.9682601110,        0.4148084960,
       11.3519762052,       44.9681311882,        0.4058886575,
       11.4875076754,       44.8482102987,        0.2955595161,
       11.3077560328,       44.9690260576,        0.4732238329,
       11.4811890856,       44.8264302980,        0.3024417144,
       11.4809968115,       44.8215184427,        0.3024169841,
       11.4817649134,       44.8410760842,        0.3018972784,
       11.4815737687,       44.8362091354,        0.3021808859,
       11.4819573671,       44.8459279633,        0.3015100774,
       11.4825346115,       44.8603834465,        0.2997464768,
       11.4827272450,       44.8651749242,        0.2989615713,
       11.4829199236,       44.8699512320,        0.2980810255,
       11.4831126473,       44.8747123474,        0.2971067739,
       11.4833054159,       44.8794582494,        0.2960409327,
       11.4834969645,       44.8841889470,        0.2948870715,
       11.4622435859,       44.8987833136,        0.3136429575,
       11.4620523287,       44.8940999904,        0.3153104812,
       11.4676054968,       44.8963203180,        0.3085237947,
       11.4151453063,       44.9668222378,        0.3285759492,
       11.4214609622,       44.9666893845,        0.3219374058,
       11.4900165359,       44.9098020215,        0.2819197007,
       11.4088296062,       44.9669547310,        0.3353987559,
       11.4846531394,       44.9122428259,        0.2862316627,
       11.4848462685,       44.9168664375,        0.2845271569,
       11.4850394428,       44.9214747007,        0.2827562088,
       11.4852326622,       44.9260676069,        0.2809220432,
       11.4854246608,       44.9306451766,        0.2790290540,
       11.4590563440,       44.9580597574,        0.2903989294,
       11.4622161659,       44.9540625602,        0.2896456478,
       11.4917836086,       44.9509245003,        0.2653555534,
       11.4593739647,       44.9658484936,        0.2857089521,
       11.4864921091,       44.9533090705,        0.2686874612,
       11.4868363864,       44.9577910272,        0.2663823220,
       11.4848082567,       44.9650594459,        0.2646196825,
       11.4874143660,       44.9616515075,        0.2641390351,
       11.4815057508,       44.9606846600,        0.2694073356,
       11.4804337835,       44.9421149443,        0.2788288649,
       11.4802533893,       44.9376032738,        0.2809157877,
       11.4858109371,       44.9397450266,        0.2750781276,
       11.4856179705,       44.9352073470,        0.2770782418,
       11.4370846657,       44.9624912150,        0.3088655346,
       11.4307711928,       44.9626342832,        0.3151839119,
       11.4055111583,       44.9631582345,        0.3423372308,
       11.3991945511,       44.9632905924,        0.3496128786,
       11.4836894359,       44.8888949100,        0.2936476372,
       11.4838823395,       44.8935950876,        0.2923215220,
       11.3676121272,       44.9639469427,        0.3891768451,
       11.3612952590,       44.9640771362,        0.3977627520,
       11.3549783476,       44.9642069692,        0.4065838923,
       11.4758337050,       44.8290100520,        0.3083582813,
       11.4756418298,       44.8241060409,        0.3083865096,
       11.4808045822,       44.8165916738,        0.3022888206,
       11.3014396009,       44.9691524430,        0.4837797656,
       11.2951218599,       44.9692784953,        0.4945683143,
       11.3477286288,       44.9409559582,        0.4471739862,
       11.3540430324,       44.9408242663,        0.4365227663,
       11.3510407080,       44.9448190368,        0.4367720439,
       11.2888040770,       44.9694041893,        0.5055831286,
       11.2824875194,       44.9695294998,        0.5168161956,
       11.3033113659,       44.6772490714,        0.4649552350,
       11.2761696530,       44.9696544773,        0.5282646410,
       11.2937287496,       44.6728533393,        0.4731604781,
       11.2698530122,       44.9697790718,        0.5399146790,
       11.2635350628,       44.9699033333,        0.5517597954,
       11.2572170721,       44.9700272368,        0.5637843085,
       11.2509003073,       44.9701507578,        0.5759700354,
       11.2445822342,       44.9702739459,        0.5883036041,
       11.2382653873,       44.9703967517,        0.6007590934,
       11.2319472324,       44.9705192247,        0.6133176353,
       11.2256303039,       44.9706413157,        0.6259472950,
       11.2193120676,       44.9707630740,        0.6386230643,
       11.2129950580,       44.9708844506,        0.6513065173,
       11.2066767407,       44.9710054945,        0.6639660500,
       11.2003596503,       44.9711261571,        0.6765565352,
       11.1940412526,       44.9712464870,        0.6890396252,
       11.1877240820,       44.9713664360,        0.7013636756,
       11.1814056042,       44.9714860523,        0.7134838887,
       11.1750883538,       44.9716052879,        0.7253428162,
       11.1687697965,       44.9717241910,        0.7368900737,
       11.1624524668,       44.9718427137,        0.7480637659,
       11.1561338303,       44.9719609038,        0.7588094545,
       11.1498164218,       44.9720787140,        0.7690628650,
       11.1434989740,       44.9721961681,        0.7787658541,
       11.1371802197,       44.9723132896,        0.7878601929,
       11.1308626938,       44.9724300316,        0.7962834044,
       11.1245438616,       44.9725464411,        0.8039820543,
       11.1182262579,       44.9726624715,        0.8108991789,
       11.1119073482,       44.9727781693,        0.8169874869,
       11.1055896673,       44.9728934884,        0.8221991872,
       11.0992719479,       44.9730084519,        0.8264957826,
       11.0929529228,       44.9731230831,        0.8298443440,
       11.0866351269,       44.9732373358,        0.8322169816,
       11.0803172928,       44.9733512334,        0.8335954201,
       11.0739981534,       44.9734647985,        0.8339684801,
       11.0676802435,       44.9735779858,        0.8333329825,
       11.0613622958,       44.9736908181,        0.8316942613,
       11.0550430431,       44.9738033181,        0.8290649277,
       11.0487250202,       44.9739154406,        0.8254670802,
       11.0424056925,       44.9740272309,        0.8209277003,
       11.0234500209,       44.9743604290,        0.8020492622,
       11.0171318121,       44.9744707787,        0.7941577045,
       11.0108135665,       44.9745807742,        0.7855546603,
       11.0044940167,       44.9746904374,        0.7762956135,
       10.9574160995,       44.6849040626,        0.7151773987,
       10.9511266681,       44.6850315001,        0.4951483302,
       10.9541437203,       44.6803619859,        0.4884215050,
       11.0142925648,       44.6929136270,        0.8587388078,
       11.0205837396,       44.6927825340,        0.8670687527,
       11.0175707404,       44.6974259115,        0.8898969068,
       10.9726383216,       44.9675527142,        0.7612721945,
       10.9690864832,       44.9559951822,        0.8160772501,
       10.9627700934,       44.9561040698,        0.7999761124,
       10.9657974503,       44.9521531348,        0.8291460662,
       10.8096877631,       44.8570347593,        0.5642230732,
       10.8163421258,       44.8972850783,        0.5509961455,
       10.8162010270,       44.8925948765,        0.5557070079,
       10.9284114950,       44.9683022526,        0.6643073277,
       10.9061718255,       44.9648115565,        0.6284258714,
       10.9092038468,       44.9608973943,        0.6486195653,
       10.9124893847,       44.9647064937,        0.6427615243,
       10.9097116498,       44.9762926704,        0.5975150693,
       10.8968203890,       44.9688269719,        0.5956232021,
       10.8905023169,       44.9689308471,        0.5823814136,
       10.9155209634,       44.9607918530,        0.6637223315,
       10.8112340052,       44.9090334981,        0.5249390896,
       10.8115143526,       44.9182907091,        0.5139751066,
       10.8173266583,       44.9296779675,        0.5107824011,
       10.8171853287,       44.9250951612,        0.5171538280,
       10.8227158543,       44.9272902567,        0.5261262047,
       10.8621932151,       44.9732391786,        0.5169022564,
       10.8558745283,       44.9733408115,        0.5054158761,
       10.8589101734,       44.9694449254,        0.5196319208,
       10.8117945484,       44.9274772618,        0.5022287089,
       10.8174677371,       44.9342362347,        0.5042715720,
       10.8465193093,       44.9773255534,        0.4810081367,
       10.8126773224,       44.9546947997,        0.4637913696,
       10.8308395020,       44.9735977818,        0.4626041904,
       10.8182348475,       44.9741166348,        0.4418681056,
       10.8285939050,       44.9700992828,        0.4652330394,
       10.8338879424,       44.9698101359,        0.4745986004,
       10.8432408556,       44.9735429569,        0.4831883390,
       10.8556278649,       44.9656482379,        0.5220214206,
       10.8493493952,       44.9657136880,        0.5100970525,
       10.8524252583,       44.9618210000,        0.5242763251,
       10.8116549259,       44.9228870298,        0.5081984354,
       10.8685118680,       44.9731371925,        0.5286279841,
       10.8715478939,       44.9692403451,        0.5439939574,
       10.8113747956,       44.9136697706,        0.5195678127,
       10.8110932477,       44.9043818818,        0.5300718299,
       10.9064243320,       44.9725178316,        0.6034543617,
       10.8154963104,       44.8689243710,        0.5740614153,
       10.8210240898,       44.8712074715,        0.5881736046,
       10.8099686537,       44.8666278950,        0.5602792763,
       10.8098281920,       44.8618389105,        0.5624514643,
       10.8269780981,       44.8877061389,        0.5901525483,
       10.8268362185,       44.8829847978,        0.5947072369,
       10.8095476489,       44.8522251584,        0.5655830902,
       10.8094072856,       44.8473907788,        0.5665302469,
       10.8194729895,       44.8178778875,        0.5945331021,
       10.8140903265,       44.8204376395,        0.5795342223,
       10.8203180008,       44.8471936213,        0.5981103996,
       10.8201780901,       44.8423435458,        0.5987078257,
       10.9855921173,       44.6797181603,        0.7458705457,
       10.9918821943,       44.6795881285,        0.7555521443,
       10.9888677713,       44.6842605051,        0.7722373076,
       10.9448359397,       44.6851585456,        0.4878362468,
       10.9385451763,       44.6852851734,        0.4804181651,
       10.9322543779,       44.6854113836,        0.4729200746,
       10.9259635446,       44.6855371763,        0.4653662759,
       10.9196739382,       44.6856625264,        0.4577808525,
       10.9133830355,       44.6857874844,        0.4501815561,
       10.8191910666,       44.8079831850,        0.5896225253,
       10.9040703152,       44.6905676600,        0.4464355242,
       10.8977789058,       44.6906913149,        0.4385554674,
       10.9008011267,       44.6860361485,        0.4350203498,
       10.8912405112,       44.6816183323,        0.4168403351,
       10.8975311137,       44.6814945767,        0.4240372346,
       10.8849498745,       44.6817416700,        0.4096933380,
       10.8786592039,       44.6818645898,        0.4026077736,
       10.8180662366,       44.7678245967,        0.5542191755,
       10.8182069186,       44.7728968516,        0.5598214393,
       10.9038216820,       44.6813704032,        0.4312711130,
       10.8630533184,       44.6867721552,        0.3908784117,
       10.8693457560,       44.6866505094,        0.3980298269,
       10.8567633708,       44.6868933355,        0.3838321923,
       10.8504746514,       44.6870140750,        0.3768957338,
       10.8723684993,       44.6819870919,        0.3955938513,
       10.8756368981,       44.6865284712,        0.4052749922,
       10.8412016675,       44.6917952092,        0.3716026659,
       10.8474678581,       44.6916651624,        0.3785610459,
       10.8346521769,       44.6827447925,        0.3555001269,
       10.8284216698,       44.6829058917,        0.3492772019,
       10.8317120453,       44.6873824715,        0.3569003012,
       10.8255805062,       44.6875305070,        0.3506258469,
       10.8202706096,       44.6873859507,        0.3450470957,
       10.8158714562,       44.6898833053,        0.3427308330,
       10.8107681210,       44.6980735959,        0.3442834324,
       10.8105676171,       44.6927446918,        0.3397242149,
       10.8109031763,       44.7033474524,        0.3487257844,
       10.8168043815,       44.7215385239,        0.3704977363,
       10.8166640272,       44.7163236554,        0.3659909050,
       10.8165232886,       44.7111263864,        0.3614639606,
       10.8117081425,       44.7346141540,        0.5008544850,
       10.8118481910,       44.7397794388,        0.5074498637,
       10.8227419980,       44.7395694527,        0.5313574867,
       10.8172243783,       44.7370987909,        0.5157773563,
       10.8226011086,       44.7344036216,        0.5240502055,
       10.8122669881,       44.7551795301,        0.5262857697,
       10.8179255873,       44.7627378500,        0.5483475855,
       10.8176456504,       44.7525210491,        0.5358925577,
       10.8177862341,       44.7576366360,        0.5422330179,
       10.8187684290,       44.7930300144,        0.5790703551,
       10.8186288793,       44.7880161258,        0.5747743154,
       10.9478534300,       44.6804895055,        0.4815396529,
       10.8245724803,       44.8054037390,        0.6042436904,
       10.8244311630,       44.8004264543,        0.6007192161,
       10.9604327137,       44.6802340735,        0.4951540024,
       10.8142309318,       44.8253549194,        0.5809881820,
       10.9667229333,       44.6801057168,        0.5017121171,
       10.9730131175,       44.6799769414,        0.7250988591,
       10.9793032660,       44.6798477473,        0.7357019990,
       10.9981722353,       44.6794576777,        0.7646881748,
       11.0173059127,       44.6882706850,        0.8371870025,
       11.0328978443,       44.6833419787,        0.8277935005,
       11.0391868078,       44.6832091060,        0.8324316532,
       11.0454769960,       44.6830757879,        0.8361128220,
       11.0517658858,       44.6829420780,        0.8388061651,
       11.0580560002,       44.6828079225,        0.8404909731,
       11.0643448158,       44.6826733750,        0.8411528182,
       11.0706348558,       44.6825383817,        0.8407865345,
       11.0769248584,       44.6824029693,        0.8393948941,
       11.0832135620,       44.6822671650,        0.8369898650,
       11.0895034895,       44.6821309144,        0.8335900007,
       11.0957921178,       44.6819942719,        0.8292239048,
       11.1020819698,       44.6818571827,        0.8239242439,
       11.1083705224,       44.6817197017,        0.8177340362,
       11.1146602985,       44.6815817737,        0.8106973952,
       11.1209487749,       44.6814434539,        0.8028685542,
       11.1272384745,       44.6813046868,        0.7942997097,
       11.1335268743,       44.6811655279,        0.7850526021,
       11.1398164971,       44.6810259214,        0.7751838970,
       11.1461048198,       44.6808859231,        0.7647590778,
       11.1523931038,       44.6807455050,        0.7538380672,
       11.1586826104,       44.6806046388,        0.7424799472,
       11.1649708167,       44.6804633809,        0.7307495545,
       11.1712602453,       44.6803216746,        0.7187007507,
       11.1775483734,       44.6801795765,        0.7063946876,
       11.1838377235,       44.6800370297,        0.6938801149,
       11.1901257729,       44.6798940912,        0.6812127580,
       11.1964137828,       44.6797507324,        0.6684376205,
       11.2027030144,       44.6796069244,        0.6555962592,
       11.2089909450,       44.6794627247,        0.6427345236,
       11.2152800971,       44.6793180754,        0.6298844938,
       11.2215679478,       44.6791730345,        0.6170851171,
       11.2278557585,       44.6790275729,        0.6043642385,
       11.2341447903,       44.6788816612,        0.5917465141,
       11.2404325206,       44.6787353580,        0.5792610722,
       11.2467202104,       44.6785886338,        0.5669264831,
       11.2530091210,       44.6784414591,        0.5547586622,
       11.2592967297,       44.6782938927,        0.5427782399,
       11.2655842976,       44.6781459052,        0.5309961049,
       11.2718730860,       44.6779974667,        0.5194210933,
       11.2781605721,       44.6778486366,        0.5080669627,
       11.3137665331,       44.9611822143,        0.4768982923,
       11.3074497268,       44.9613097106,        0.4879471554,
       11.2874417863,       44.6730035319,        0.4835604685,
       11.4743003421,       44.7893719362,        0.3055867068,
       11.4744919040,       44.7943796837,        0.3063023275,
       11.4746835106,       44.7993727211,        0.3069146952,
       11.3158871447,       44.6769467435,        0.4448273949,
       11.3161930564,       44.6861504804,        0.4575159310,
       11.3224810915,       44.6859993274,        0.4471905599,
       11.3194904711,       44.6906669949,        0.4585144213,
       11.3284614952,       44.6766427583,        0.4256608440,
       11.3254713126,       44.6813210038,        0.4362389776,
       11.4676111946,       44.7566106840,        0.3042474382,
       11.4731522933,       44.7590291760,        0.2992337196,
       11.4678020460,       44.7617126031,        0.3056430145,
       11.3598991571,       44.6758753467,        0.3818338021,
       11.3569099136,       44.6805562587,        0.3905563688,
       11.3536109527,       44.6760296922,        0.3901448143,
       11.3631985157,       44.6804020204,        0.3821383149,
       11.4685658974,       44.7819755818,        0.3102714957,
       11.4630229837,       44.7795879537,        0.3158853631,
       11.4792687481,       44.7766551748,        0.2976257311,
       11.3817468873,       44.6707061316,        0.3506336054,
       11.3913344942,       44.6750974042,        0.3434935704,
       11.4777370407,       44.7357877068,        0.2870893669,
       11.4775468346,       44.7306136961,        0.2854196900,
       11.4101940499,       44.6746148845,        0.3228787520,
       11.4072099637,       44.6793107253,        0.3293459108,
       11.4781188489,       44.7460931512,        0.2902107514,
       11.4779272914,       44.7409475535,        0.2886878251,
       11.4714401140,       44.7125631777,        0.2840258457,
       11.4712454803,       44.7073266779,        0.2820020832,
       11.4720096365,       44.7281684962,        0.2897385392,
       11.4446095098,       44.6691216583,        0.2868250175,
       11.4541273990,       44.6735438433,        0.2810066259,
       11.4651907024,       44.6890594341,        0.2791716063,
       11.4704262702,       44.6862225445,        0.2734169353,
       11.4763845919,       44.6992970527,        0.2741132347,
       11.4754749908,       44.6727057360,        0.2632285495,
       11.4700989409,       44.6753401581,        0.2686796088,
       11.4755621769,       44.6780238294,        0.2655457444,
       11.4479059184,       44.6736814147,        0.2864522459,
       11.4416276509,       44.6738200187,        0.2920983079,
       11.4664753579,       44.7257197786,        0.2941072575,
       11.4660972270,       44.7153134216,        0.2901387819,
       11.4716318858,       44.7177753575,        0.2859896040,
       11.4662873410,       44.7205183251,        0.2921524756,
       11.4783104512,       44.7512244790,        0.2916563635,
       11.4042254792,       44.6839959637,        0.3359794957,
       11.4012405962,       44.6886705550,        0.3427828764,
       11.3979379974,       44.6841525877,        0.3431544014,
       11.3946358400,       44.6796246250,        0.3433887723,
       11.3850477648,       44.6752538318,        0.3507490385,
       11.4687565880,       44.7869948383,        0.3111754753,
       11.4628323968,       44.7745370818,        0.3147787569,
       11.3347498687,       44.6764901021,        0.4164320254,
       11.3317588648,       44.6811689037,        0.4266092451,
       11.4813814047,       44.8313272063,        0.3023629546,
       11.4750668581,       44.8093145077,        0.3078242476,
       11.3360286229,       44.9645942811,        0.4344963423,
       11.3044440525,       44.9652326197,        0.4860134671,
       11.4754499995,       44.8191870984,        0.3083066289,
       11.3297115403,       44.9647226735,        0.4442956874,
       11.3802444671,       44.9636855005,        0.3726941889,
       11.4767921031,       44.8532953804,        0.3066093041,
       11.4769842472,       44.8581091882,        0.3059428256,
       11.4771764361,       44.8629078612,        0.3051739220,
       11.4773686700,       44.8676913752,        0.3043043479,
       11.4775609488,       44.8724597071,        0.3033360685,
       11.4777520076,       44.8772128644,        0.3022725861,
       11.4779443761,       44.8819507683,        0.3011135655,
       11.4174907286,       44.9473415160,        0.3406746999,
       11.4238034801,       44.9471884509,        0.3334313903,
       11.4208102686,       44.9511838781,        0.3340684106,
       11.4840752883,       44.8982799795,        0.2909138556,
       11.3928779001,       44.9634225893,        0.3570940897,
       11.4790978795,       44.9100482044,        0.2923380003,
       11.4792905629,       44.9146790990,        0.2905984788,
       11.4794832912,       44.9192946499,        0.2887886430,
       11.4796747987,       44.9238948757,        0.2869130804,
       11.4798676172,       44.9284797119,        0.2849728322,
       11.4800604807,       44.9330491798,        0.2829725738,
       11.4558929547,       44.9541630405,        0.2955385031,
       11.4592580454,       44.9500318810,        0.2945727078,
       11.4860005380,       44.9442765555,        0.2730271885,
       11.4497165393,       44.9622038806,        0.2967388001,
       11.4812294801,       44.9557515380,        0.2719803182,
       11.4560332890,       44.9620506790,        0.2909274062,
       11.4433997410,       44.9623567164,        0.3027131486,
       11.4274515779,       44.9588257280,        0.3213276742,
       11.4737352579,       44.9124880319,        0.2968689769,
       11.4021935331,       44.9593594320,        0.3494544593,
       11.4727761696,       44.8891534259,        0.3049255693,
       11.4783292481,       44.8913808276,        0.2985232193,
       11.4729682278,       44.8938528032,        0.3034826205,
       11.4781367896,       44.8866734287,        0.2998628811,
       11.3865612054,       44.9635542253,        0.3647861292,
       11.3889301713,       44.9440245010,        0.3798920365,
       11.3919289218,       44.9400355338,        0.3791848140,
       11.3952434525,       44.9438908299,        0.3713963474,
       11.3642969192,       44.9601493043,        0.3981273766,
       11.3579804541,       44.9602796885,        0.4070679929,
       11.3516639459,       44.9604097113,        0.4162593436,
       11.3832460553,       44.9597559827,        0.3727584980,
       11.3263987519,       44.9609261654,        0.4556173699,
       11.4704766165,       44.8315854252,        0.3144293794,
       11.4702851405,       44.8266892669,        0.3145153659,
       11.4752585990,       44.8142631805,        0.3081193125,
       11.2981280253,       44.9653591883,        0.4970715296,
       11.2918106892,       44.9654854228,        0.5083799260,
       11.2854933113,       44.9656112980,        0.5199320924,
       11.2791771586,       44.9657367888,        0.5317196486,
       11.2722566879,       44.9503447120,        0.5832648797,
       11.2659408859,       44.9504709376,        0.5976252186,
       11.2689481517,       44.9464953221,        0.6007320206,
       11.2728596973,       44.9658619457,        0.5437395271,
       11.2907366823,       44.6775496822,        0.4860395795,
       11.2665434616,       44.9659867186,        0.5559771141,
       11.2602259174,       44.9661111575,        0.5684253245,
       11.2539083320,       44.9662352376,        0.5810673223,
       11.2475919724,       44.9663589341,        0.5938835012,
       11.2412743048,       44.9664822968,        0.6068591642,
       11.2349578634,       44.9666052763,        0.6199662479,
       11.2286401140,       44.9667279220,        0.6331839291,
       11.2223235910,       44.9668501849,        0.6464774405,
       11.2160057604,       44.9669721140,        0.6598191008,
       11.2096891564,       44.9670936605,        0.6731668953,
       11.2033712450,       44.9672148733,        0.6864857727,
       11.1970545605,       44.9673357040,        0.6997262381,
       11.1907365687,       44.9674562009,        0.7128457199,
       11.1844198041,       44.9675763160,        0.7257874740,
       11.1781017324,       44.9676960974,        0.7385017770,
       11.1717848881,       44.9678154973,        0.7509254874,
       11.1654667370,       44.9679345636,        0.7630027693,
       11.1591498135,       44.9680532486,        0.7746656906,
       11.1528315834,       44.9681716001,        0.7858541253,
       11.1465145812,       44.9682895707,        0.7964977842,
       11.1401975399,       44.9684071842,        0.8065329408,
       11.1338791922,       44.9685244642,        0.8158960213,
       11.1275620728,       44.9686413638,        0.8245194621,
       11.1212436473,       44.9687579300,        0.8323454758,
       11.1149264503,       44.9688741160,        0.8393132906,
       11.1086079474,       44.9689899686,        0.8453726739,
       11.1022906733,       44.9691054414,        0.8504737867,
       11.0959733608,       44.9692205578,        0.8545770638,
       11.0896547428,       44.9693353408,        0.8576494930,
       11.0833373539,       44.9694497444,        0.8596643618,
       11.0770186596,       44.9695638148,        0.8606055833,
       11.0707011948,       44.9696775061,        0.8604648426,
       11.0643836921,       44.9697908414,        0.8592436256,
       11.0580648844,       44.9699038435,        0.8569516532,
       11.0517473064,       44.9700164670,        0.8536090099,
       11.0454296910,       44.9701287348,        0.8492429688,
       11.0264753537,       44.9704634267,        0.8303928661,
       11.0201563222,       44.9705742945,        0.8223535526,
       11.0138388361,       44.9706936893,        0.8134768529,
       11.0075209973,       44.9708038235,        0.8039358840,
       11.0012018545,       44.9709136245,        0.7937358613,
       10.8315140194,       44.8566512854,        0.6293593903,
       10.8259859214,       44.8543466731,        0.6129715870,
       10.8313719324,       44.8518308451,        0.6310996412,
       10.9852747785,       44.9673353507,        0.7871108955,
       10.9786927214,       44.9597167511,        0.8173030075,
       10.9723759597,       44.9598258655,        0.8025339576,
       10.9754028370,       44.9558859360,        0.8319190168,
       10.9663206728,       44.9676608514,        0.7478647026,
       10.9693483662,       44.9637448588,        0.7745689433,
       10.8149329035,       44.8497067136,        0.5815624378,
       10.8272616718,       44.8970935665,        0.5799436088,
       10.8217312884,       44.8948508341,        0.5677425307,
       10.8271200109,       44.8924122020,        0.5852199537,
       10.9347306249,       44.9681962266,        0.6783466658,
       10.9377605381,       44.9642826609,        0.7014117925,
       10.9410484521,       44.9680898666,        0.6924008208,
       10.9314431193,       44.9643891479,        0.6866231783,
       10.8265525588,       44.8734963537,        0.6025960310,
       10.8320814343,       44.8757814302,        0.6173232121,
       10.8157782115,       44.8784420910,        0.5678272234,
       10.9127440110,       44.9724133492,        0.6165303153,
       10.9031384264,       44.9687227420,        0.6090608670,
       10.8169053012,       44.9158833860,        0.5293614547,
       10.8170465649,       44.9204969372,        0.5233576820,
       10.8841842103,       44.9690343676,        0.5693531629,
       10.8872179676,       44.9651335753,        0.5866123658,
       10.8166244225,       44.9066195360,        0.5406920363,
       10.8167656203,       44.9112637649,        0.5351409913,
       10.8230004099,       44.9364165721,        0.5124116693,
       10.8231447802,       44.9409612176,        0.5053560945,
       10.8225769348,       44.9227086382,        0.5327461931,
       10.8495558075,       44.9734420911,        0.4941743971,
       10.8400291572,       44.9697211782,        0.4852602473,
       10.8290550548,       44.9566237015,        0.4900764598,
       10.8237685032,       44.9589941052,        0.4763609561,
       10.8179094774,       44.9478369043,        0.4840300871,
       10.8185691497,       44.9702934865,        0.4486811744,
       10.8239960245,       44.9681292524,        0.4610974897,
       10.8185320201,       44.9658656680,        0.4559077420,
       10.8462821681,       44.9696390133,        0.4963600803,
       10.8525918959,       44.9695466739,        0.5078451232,
       10.8281061601,       44.9249073093,        0.5421487794,
       10.8283889966,       44.9340496057,        0.5278505824,
       10.8228576245,       44.9318656881,        0.5193327271,
       10.8282455191,       44.9294815703,        0.5350810291,
       10.8164832576,       44.9019599695,        0.5459841884,
       10.8902510212,       44.9612118983,        0.6046272197,
       10.8932836657,       44.9572782507,        0.6234057122,
       10.8965682420,       44.9611074274,        0.6190478228,
       10.8998529643,       44.9649162846,        0.6142764698,
       10.9094576966,       44.9686181364,        0.6226764155,
       10.8208830331,       44.8664426888,        0.5910551132,
       10.8264107786,       44.8687292901,        0.6058904343,
       10.8153554093,       44.8641426993,        0.5765755401,
       10.8152145411,       44.8593458498,        0.5786704440,
       10.8150737058,       44.8545338462,        0.5803355724,
       10.8322236873,       44.8805259377,        0.6131294758,
       10.9600029880,       44.9677686331,        0.7342163302,
       10.9630311255,       44.9638531278,        0.7602265022,
       10.9756655710,       44.9636362330,        0.7886415309,
       10.9819840069,       44.9635272287,        0.8023769954,
       10.9951582508,       44.6841305344,        0.7822730280,
       10.8200369474,       44.8374784321,        0.5988232559,
       10.8138092145,       44.8105583577,        0.5753334077,
       10.9481092126,       44.6896904138,        0.7140952951,
       10.9418180461,       44.6898169847,        0.7007368368,
       10.9355268446,       44.6899431388,        0.4861039297,
       10.9292356082,       44.6900688762,        0.4782007244,
       10.9229443369,       44.6901941970,        0.4702604937,
       10.8184883814,       44.7829977020,        0.5701259266,
       10.8240086727,       44.7854061148,        0.5876502910,
       10.9543990821,       44.6895634515,        0.7272926805,
       10.8128279013,       44.7755253409,        0.5484526441,
       10.9070920983,       44.6859120251,        0.4425889495,
       10.8945101207,       44.6861598548,        0.4274913956,
       10.8882190805,       44.6862831439,        0.4200161086,
       10.8819280063,       44.6864060161,        0.4126069680,
       10.8235854985,       44.7702641623,        0.5713013198,
       10.8237266181,       44.7753294205,        0.5770803805,
       10.8726129265,       44.6911817718,        0.4077394335,
       10.8789044723,       44.6910597818,        0.4153139418,
       10.8119882722,       44.7449305062,        0.5139030719,
       10.8663226087,       44.6913033214,        0.4002688988,
       10.8600335191,       44.6914244309,        0.3929099334,
       10.8537469197,       44.6915450765,        0.3856703612,
       10.8570322453,       44.6960656957,        0.3947640332,
       10.8507783065,       44.6961958463,        0.3873830315,
       10.8349676821,       44.6919029913,        0.3647859731,
       10.8288231050,       44.6919555787,        0.3581452650,
       10.8221661005,       44.6923465974,        0.3513994393,
       10.8162461023,       44.6953436533,        0.3477665584,
