  0.0000000000000000e+000  4.2627319609953680e-004  2.7999724445429305e-004
  1.2208521548040533e-002  1.8770811327085937e+000  1.6216538385312731e+000
  2.4417043096081066e-002  2.8629968741341556e+000  2.4155686789542612e+000
  3.6625564644121603e-002  2.5783049932136932e+000  2.0874319503739858e+000
  4.8834086192162132e-002  1.7952965177118536e+000  1.7977978822278566e+000
  6.1042607740202662e-002  2.8195372143281978e+000  2.7099914230366871e+000
  7.3251129288243205e-002  4.0575108436408600e+000  3.9979998169696089e+000
  8.5459650836283735e-002  5.0840483249608468e+000  5.4807849795855867e+000
  9.7668172384324264e-002  6.4099864549675782e+000  7.3544412413059108e+000
  1.0987669393236479e-001  8.2671385451217585e+000  9.8119953970946625e+000
  1.2208521548040532e-001  1.0380222858614848e+001  1.2669664953219275e+001
  1.3429373702844585e-001  1.3328676447547798e+001  1.6146305373768559e+001
  1.4650225857648641e-001  1.7588698857404559e+001  2.0447370612589161e+001
  1.5871078012452694e-001  2.2472995816071439e+001  2.5302620709494693e+001
  1.7091930167256747e-001  2.6770870580578872e+001  3.0345306100133882e+001
  1.8312782322060800e-001  3.0387896388001838e+001  3.5391857352749469e+001
  1.9533634476864853e-001  3.4347109356123212e+001  4.1825747318678978e+001
  2.0754486631668906e-001  3.9604018840517512e+001  5.0812231226621158e+001
  2.1975338786472959e-001  4.6298273153086463e+001  6.1317724784295116e+001
  2.3196190941277012e-001  5.3139507361638607e+001  7.1768193670016188e+001
  2.4417043096081065e-001  5.9316384864146393e+001  8.1310313621418132e+001
  2.5637895250885118e-001  6.5954054560746101e+001  9.0800207528663947e+001
  2.6858747405689171e-001  7.5348939599484169e+001  1.0167791488560718e+002
  2.8079599560493224e-001  8.7308557168719275e+001  1.1328398751272410e+002
  2.9300451715297282e-001  9.9943656600068849e+001  1.2413275400824784e+002
  3.0521303870101335e-001  1.1110383771142354e+002  1.3256171169860073e+002
  3.1742156024905388e-001  1.1943433012532186e+002  1.3723537128449047e+002
  3.2963008179709441e-001  1.2559275246335660e+002  1.3859769839711669e+002
  3.4183860334513494e-001  1.3188574316650610e+002  1.3906315660485228e+002
  3.5404712489317547e-001  1.4005623261847524e+002  1.4239889390786919e+002
  3.6625564644121600e-001  1.5119357347059395e+002  1.5019915161514879e+002
  3.7846416798925653e-001  1.6268361243741410e+002  1.5733305955832569e+002
  3.9067268953729706e-001  1.6959119293748080e+002  1.6176392237077090e+002
  4.0288121108533759e-001  1.7059946253513851e+002  1.6372821545975609e+002
  4.1508973263337812e-001  1.6676269205651732e+002  1.6271668451438512e+002
  4.2729825418141865e-001  1.6028279207595745e+002  1.5905097769954327e+002
  4.3950677572945918e-001  1.5288294561160370e+002  1.5254789184896370e+002
  4.5171529727749971e-001  1.4356460115759248e+002  1.4257895100297475e+002
  4.6392381882554024e-001  1.3179283606521912e+002  1.3148746021940661e+002
  4.7613234037358076e-001  1.1955064018001926e+002  1.2068378241092583e+002
  4.8834086192162129e-001  1.1109600951019601e+002  1.1315075002700137e+002
  5.0054938346966182e-001  1.0807529431589278e+002  1.0964704762852730e+002
  5.1275790501770235e-001  1.1073617101901273e+002  1.0929083751278986e+002
  5.2496642656574288e-001  1.1729375513543854e+002  1.1117854429773044e+002
  5.3717494811378341e-001  1.2523810346705980e+002  1.1503008850110825e+002
  5.4938346966182394e-001  1.3393740288424721e+002  1.2082980187869309e+002
  5.6159199120986447e-001  1.4341770775865621e+002  1.2789145883164986e+002
  5.7380051275790500e-001  1.5256090457031976e+002  1.3496127114459256e+002
  5.8600903430594564e-001  1.5892237191157764e+002  1.4285904291988876e+002
  5.9821755585398617e-001  1.6034512441723965e+002  1.4680493009301185e+002
  6.1042607740202670e-001  1.5623331269203572e+002  1.4542701250634610e+002
  6.2263459895006723e-001  1.4767852226138618e+002  1.3932290718888143e+002
  6.3484312049810776e-001  1.3665269768814412e+002  1.3012308499156012e+002
  6.4705164204614829e-001  1.2472525198300949e+002  1.1924104645619704e+002
  6.5926016359418882e-001  1.1242947559565138e+002  1.0720804986454300e+002
  6.7146868514222935e-001  9.9772735720630294e+001  9.4347686065817200e+001
  6.8367720669026988e-001  8.7252588923327465e+001  8.2383104894130511e+001
  6.9588572823831041e-001  7.6103535565054727e+001  7.2110357834404894e+001
  7.0809424978635094e-001  6.7360787976176454e+001  6.5708143098492272e+001
  7.2030277133439147e-001  6.1057834791633276e+001  6.1505068205988984e+001
  7.3251129288243200e-001  5.8016223034794862e+001  5.7850287305936455e+001
  7.4471981443047253e-001  5.6072513574974266e+001  5.3978925817512788e+001
  7.5692833597851306e-001  5.4342709563815752e+001  5.0488479288309129e+001
  7.6913685752655359e-001  5.3401973988912019e+001  4.8585519201398817e+001
  7.8134537907459412e-001  5.3802927459169254e+001  4.8659786402617137e+001
  7.9355390062263464e-001  5.5068475435784968e+001  4.9661746637146862e+001
  8.0576242217067517e-001  5.6387825693602579e+001  5.0226143255416986e+001
  8.1797094371871570e-001  5.6678542577774763e+001  4.9889200829479783e+001
  8.3017946526675623e-001  5.5875314118724965e+001  4.9293872445297559e+001
  8.4238798681479676e-001  5.4881076131967447e+001  4.9272391566593818e+001
  8.5459650836283729e-001  5.4512536792148879e+001  5.0634792937285468e+001
  8.6680502991087782e-001  5.4562111938864675e+001  5.2367467980284786e+001
  8.7901355145891835e-001  5.4421542918510944e+001  5.3623664678043916e+001
  8.9122207300695888e-001  5.3799390000505426e+001  5.4825244531652096e+001
  9.0343059455499941e-001  5.3142943208683413e+001  5.6902539962336334e+001
