E-UTM [m],N-UTM [m],Rew [m/s2],Rns [m/s2],Rgh [m/s2],
       632624.900000,      4992539.000000,            0.511000,            0.429000,            0.469000,
       632624.900000,      4992041.000000,            1.110000,            0.349000,            0.623000,
       632953.500000,      4992215.000000,            1.566000,            1.926000,            1.737000,
       633123.400000,      4941256.000000,            0.393000,            0.484000,            0.436000,
       632952.100000,      4941581.000000,            0.938000,            0.983000,            0.960000,
       632624.900000,      4941256.000000,            0.533000,            0.465000,            0.498000,
       706906.700000,      4941754.000000,            1.514000,            0.286000,            0.658000,
       706578.100000,      4941580.000000,            0.666000,            0.344000,            0.479000,
       706906.700000,      4941256.000000,            0.169000,            0.171000,            0.170000,
       633487.400000,      4970631.000000,            0.959000,            1.549000,            1.219000,
       633487.400000,      4971129.000000,            1.318000,            1.231000,            1.274000,
       633056.200000,      4970880.000000,            0.947000,            0.982000,            0.965000,
       632624.900000,      4990548.000000,            0.556000,            0.703000,            0.626000,
       633071.000000,      4990807.000000,            1.837000,            2.568000,            2.172000,
       632624.900000,      4991045.000000,            0.613000,            0.822000,            0.710000,
       636075.100000,      4969635.000000,            0.718000,            1.493000,            1.035000,
       636075.100000,      4970132.000000,            0.940000,            1.775000,            1.292000,
       635643.800000,      4969884.000000,            0.689000,            1.471000,            1.007000,
       633505.000000,      4990053.000000,            1.449000,            1.366000,            1.407000,
       633954.400000,      4990293.000000,            4.146000,            2.107000,            2.956000,
       633524.500000,      4990561.000000,            2.888000,            3.318000,            3.096000,
       661041.600000,      4991676.000000,            1.057000,            4.092000,            2.080000,
       660792.300000,      4992107.000000,            1.320000,            4.482000,            2.433000,
       660543.100000,      4991676.000000,            0.900000,            3.262000,            1.714000,
       634868.600000,      4992108.000000,            4.173000,            2.872000,            3.462000,
       634368.900000,      4992108.000000,            3.210000,            3.440000,            3.323000,
       634614.500000,      4991680.000000,            2.968000,            2.128000,            2.513000,
       633056.200000,      4971876.000000,            1.396000,            1.151000,            1.267000,
       633056.200000,      4972374.000000,            0.960000,            1.404000,            1.161000,
       632624.900000,      4972125.000000,            0.549000,            0.957000,            0.725000,
       632624.900000,      4987062.000000,            1.271000,            0.599000,            0.873000,
       633056.200000,      4987311.000000,            1.357000,            1.237000,            1.295000,
       632624.900000,      4987560.000000,            0.914000,            0.642000,            0.766000,
       636364.100000,      4992107.000000,            6.862000,            1.111000,            2.761000,
       635865.500000,      4992107.000000,            4.949000,            1.111000,            2.345000,
       636114.900000,      4991676.000000,            1.638000,            0.856000,            1.184000,
       657303.200000,      4989517.000000,            3.367000,            1.988000,            2.587000,
       657801.700000,      4989517.000000,            3.023000,            2.018000,            2.470000,
       657552.300000,      4989949.000000,            3.549000,            2.183000,            2.784000,
       634781.100000,      4985816.000000,            1.950000,            2.196000,            2.069000,
       635212.200000,      4986065.000000,            2.340000,            3.739000,            2.958000,
       634781.000000,      4986314.000000,            2.611000,            2.433000,            2.520000,
       637361.100000,      4992107.000000,            2.707000,            1.404000,            1.950000,
       637610.500000,      4991676.000000,            2.743000,            1.176000,            1.796000,
       637859.700000,      4992107.000000,            1.776000,            1.664000,            1.719000,
       638358.200000,      4992107.000000,            1.697000,            2.586000,            2.095000,
       638109.100000,      4991676.000000,            1.778000,            0.988000,            1.325000,
       638607.600000,      4991676.000000,            2.258000,            1.571000,            1.883000,
       638856.700000,      4992107.000000,            0.988000,            3.813000,            1.941000,
       633487.400000,      4975112.000000,            1.018000,            2.085000,            1.457000,
       633487.400000,      4975610.000000,            0.764000,            1.516000,            1.076000,
       633056.200000,      4975362.000000,            2.030000,            1.602000,            1.803000,
       650323.000000,      4992107.000000,            2.116000,            3.035000,            2.534000,
       649824.500000,      4992107.000000,            2.169000,            3.458000,            2.739000,
       650073.900000,      4991676.000000,            2.155000,            3.089000,            2.580000,
       643343.800000,      4991244.000000,            2.141000,            2.165000,            2.153000,
       643094.400000,      4991676.000000,            2.387000,            3.212000,            2.769000,
       642845.200000,      4991244.000000,            1.858000,            2.286000,            2.061000,
       640103.500000,      4990812.000000,            2.496000,            1.447000,            1.901000,
       640352.900000,      4990381.000000,            3.437000,            1.596000,            2.342000,
       640602.000000,      4990812.000000,            1.905000,            1.498000,            1.689000,
       641349.400000,      4992107.000000,            1.681000,            3.702000,            2.495000,
       641598.800000,      4991676.000000,            2.460000,            2.444000,            2.452000,
       641847.900000,      4992107.000000,            1.852000,            2.940000,            2.333000,
       632624.900000,      4974117.000000,            0.323000,            0.947000,            0.553000,
       633056.200000,      4974366.000000,            1.816000,            2.284000,            2.036000,
       632624.900000,      4974615.000000,            0.443000,            1.210000,            0.732000,
       633487.400000,      4983079.000000,            1.090000,            1.167000,            1.128000,
       633056.200000,      4982830.000000,            1.145000,            0.885000,            1.007000,
       633487.400000,      4982581.000000,            1.580000,            0.732000,            1.075000,
       643842.100000,      4992107.000000,            3.148000,            1.973000,            2.492000,
       643343.500000,      4992107.000000,            2.837000,            2.496000,            2.661000,
       643592.900000,      4991676.000000,            2.605000,            3.106000,            2.844000,
       644590.200000,      4990812.000000,            2.305000,            2.394000,            2.349000,
       644091.700000,      4990812.000000,            2.373000,            1.647000,            1.977000,
       644341.100000,      4990381.000000,            2.745000,            2.211000,            2.463000,
       645337.700000,      4992107.000000,            4.439000,            1.355000,            2.453000,
       644839.100000,      4992107.000000,            4.024000,            1.490000,            2.449000,
       645088.500000,      4991676.000000,            2.915000,            2.824000,            2.869000,
       633056.200000,      4980838.000000,            1.484000,            1.840000,            1.652000,
       632624.900000,      4980590.000000,            1.907000,            0.578000,            1.050000,
       633056.200000,      4980340.000000,            1.754000,            2.459000,            2.077000,
       632624.900000,      4975611.000000,            1.994000,            0.424000,            0.919000,
       632624.900000,      4975113.000000,            1.405000,            0.603000,            0.920000,
       650821.800000,      4991244.000000,            2.296000,            1.779000,            2.021000,
       651320.300000,      4991244.000000,            2.460000,            1.927000,            2.177000,
       651070.900000,      4991676.000000,            2.221000,            2.931000,            2.551000,
