E-UTM [m],N-UTM [m],Rew [m/s2],Rns [m/s2],Rgh [m/s2],
       632624.900000,      4992539.000000,            0.289000,            0.410000,            0.344000,
       632624.900000,      4992041.000000,            0.265000,            0.241000,            0.252000,
       632953.500000,      4992215.000000,            0.504000,            0.409000,            0.454000,
       633123.400000,      4941256.000000,            0.313000,            0.273000,            0.292000,
       632952.100000,      4941581.000000,            0.240000,            0.328000,            0.280000,
       632624.900000,      4941256.000000,            0.425000,            0.321000,            0.369000,
       706906.700000,      4941754.000000,            0.357000,            0.191000,            0.261000,
       706578.100000,      4941580.000000,            0.234000,            0.248000,            0.241000,
       706906.700000,      4941256.000000,            0.280000,            0.251000,            0.265000,
       633487.400000,      4970631.000000,            0.358000,            0.391000,            0.374000,
       633487.400000,      4971129.000000,            0.409000,            0.394000,            0.402000,
       633056.200000,      4970880.000000,            0.567000,            0.431000,            0.495000,
       632624.900000,      4990548.000000,            0.288000,            0.246000,            0.267000,
       633071.000000,      4990807.000000,            0.773000,            0.445000,            0.587000,
       632624.900000,      4991045.000000,            0.313000,            0.363000,            0.337000,
       636075.100000,      4969635.000000,            0.484000,            0.566000,            0.524000,
       636075.100000,      4970132.000000,            0.595000,            0.443000,            0.513000,
       635643.800000,      4969884.000000,            0.412000,            0.472000,            0.441000,
       633505.000000,      4990053.000000,            0.435000,            0.340000,            0.385000,
       633954.400000,      4990293.000000,            0.436000,            0.465000,            0.450000,
       633524.500000,      4990561.000000,            0.557000,            0.665000,            0.609000,
       661041.600000,      4991676.000000,            0.802000,            1.066000,            0.925000,
       660792.300000,      4992107.000000,            0.583000,            1.463000,            0.924000,
       660543.100000,      4991676.000000,            0.594000,            1.023000,            0.780000,
       634868.600000,      4992108.000000,            0.407000,            0.496000,            0.449000,
       634368.900000,      4992108.000000,            0.395000,            0.335000,            0.364000,
       634614.500000,      4991680.000000,            0.349000,            0.361000,            0.355000,
       633056.200000,      4971876.000000,            0.469000,            0.571000,            0.518000,
       633056.200000,      4972374.000000,            0.398000,            0.356000,            0.377000,
       632624.900000,      4972125.000000,            0.383000,            0.405000,            0.394000,
       632624.900000,      4987062.000000,            0.381000,            0.296000,            0.336000,
       633056.200000,      4987311.000000,            0.447000,            0.310000,            0.373000,
       632624.900000,      4987560.000000,            0.412000,            0.307000,            0.356000,
       636364.100000,      4992107.000000,            0.367000,            0.497000,            0.427000,
       635865.500000,      4992107.000000,            0.409000,            0.508000,            0.456000,
       636114.900000,      4991676.000000,            0.476000,            0.500000,            0.487000,
       657303.200000,      4989517.000000,            0.804000,            1.246000,            1.001000,
       657801.700000,      4989517.000000,            0.754000,            1.178000,            0.942000,
       657552.300000,      4989949.000000,            0.739000,            1.233000,            0.955000,
       634781.100000,      4985816.000000,            0.620000,            0.457000,            0.533000,
       635212.200000,      4986065.000000,            0.626000,            0.714000,            0.669000,
       634781.000000,      4986314.000000,            0.561000,            0.762000,            0.654000,
       637361.100000,      4992107.000000,            0.658000,            0.567000,            0.611000,
       637610.500000,      4991676.000000,            0.422000,            0.497000,            0.458000,
       637859.700000,      4992107.000000,            0.505000,            0.475000,            0.490000,
       638358.200000,      4992107.000000,            0.632000,            0.509000,            0.567000,
       638109.100000,      4991676.000000,            0.363000,            0.396000,            0.379000,
       638607.600000,      4991676.000000,            0.567000,            0.492000,            0.528000,
       638856.700000,      4992107.000000,            0.445000,            0.440000,            0.443000,
       633487.400000,      4975112.000000,            0.465000,            0.615000,            0.535000,
       633487.400000,      4975610.000000,            0.576000,            0.376000,            0.465000,
       633056.200000,      4975362.000000,            0.424000,            0.456000,            0.440000,
       650323.000000,      4992107.000000,            0.506000,            0.891000,            0.671000,
       649824.500000,      4992107.000000,            0.693000,            0.772000,            0.732000,
       650073.900000,      4991676.000000,            0.763000,            0.633000,            0.695000,
       643343.800000,      4991244.000000,            0.564000,            0.651000,            0.606000,
       643094.400000,      4991676.000000,            0.593000,            0.628000,            0.610000,
       642845.200000,      4991244.000000,            0.582000,            0.767000,            0.668000,
       640103.500000,      4990812.000000,            0.552000,            0.586000,            0.569000,
       640352.900000,      4990381.000000,            0.535000,            0.509000,            0.522000,
       640602.000000,      4990812.000000,            0.520000,            0.420000,            0.467000,
       641349.400000,      4992107.000000,            0.546000,            0.860000,            0.686000,
       641598.800000,      4991676.000000,            0.544000,            1.059000,            0.759000,
       641847.900000,      4992107.000000,            0.690000,            0.651000,            0.670000,
       632624.900000,      4974117.000000,            0.274000,            0.347000,            0.309000,
       633056.200000,      4974366.000000,            0.371000,            0.534000,            0.445000,
       632624.900000,      4974615.000000,            0.323000,            0.362000,            0.342000,
       633487.400000,      4983079.000000,            0.552000,            0.632000,            0.591000,
       633056.200000,      4982830.000000,            0.305000,            0.589000,            0.423000,
       633487.400000,      4982581.000000,            0.574000,            0.587000,            0.580000,
       643842.100000,      4992107.000000,            0.479000,            0.618000,            0.544000,
       643343.500000,      4992107.000000,            0.549000,            0.791000,            0.659000,
       643592.900000,      4991676.000000,            0.656000,            0.515000,            0.581000,
       644590.200000,      4990812.000000,            0.832000,            0.520000,            0.658000,
       644091.700000,      4990812.000000,            0.646000,            0.624000,            0.635000,
       644341.100000,      4990381.000000,            0.683000,            0.791000,            0.735000,
       645337.700000,      4992107.000000,            0.536000,            0.716000,            0.619000,
       644839.100000,      4992107.000000,            0.632000,            0.578000,            0.605000,
       645088.500000,      4991676.000000,            0.795000,            0.670000,            0.730000,
       633056.200000,      4980838.000000,            0.439000,            0.551000,            0.492000,
       632624.900000,      4980590.000000,            0.345000,            0.328000,            0.337000,
       633056.200000,      4980340.000000,            0.417000,            0.602000,            0.501000,
       632624.900000,      4975611.000000,            0.400000,            0.347000,            0.373000,
       632624.900000,      4975113.000000,            0.362000,            0.359000,            0.361000,
       650821.800000,      4991244.000000,            0.818000,            0.566000,            0.681000,
       651320.300000,      4991244.000000,            0.555000,            0.795000,            0.664000,
       651070.900000,      4991676.000000,            0.669000,            0.548000,            0.605000,
       648329.300000,      4990381.000000,            0.695000,            0.766000,            0.729000,
       647830.800000,      4990381.000000,            0.781000,            0.770000,            0.775000,
       648080.200000,      4989949.000000,            0.934000,            0.503000,            0.686000,
       633056.200000,      4973370.000000,            0.489000,            0.535000,            0.511000,
       633056.200000,      4972872.000000,            0.346000,            0.504000,            0.418000,
       633487.400000,      4973121.000000,            0.375000,            0.423000,            0.398000,
       633487.400000,      4976108.000000,            0.531000,            0.366000,            0.441000,
       633487.400000,      4976606.000000,            0.663000,            0.471000,            0.559000,
       633056.200000,      4976357.000000,            0.568000,            0.429000,            0.494000,
       634349.900000,      4975112.000000,            0.372000,            0.485000,            0.425000,
       634349.900000,      4975610.000000,            0.514000,            0.495000,            0.505000,
