E-UTM [m],N-UTM [m],Rew [m/s2],Rns [m/s2],Rgh [m/s2],
       632624.900000,      4992539.000000,            0.061000,            0.060000,            0.061000,
       632624.900000,      4992041.000000,            0.115000,            0.045000,            0.072000,
       632953.500000,      4992215.000000,            0.484000,            0.476000,            0.480000,
       633123.400000,      4941256.000000,            0.010000,            0.061000,            0.024000,
       632952.100000,      4941581.000000,            0.164000,            0.142000,            0.153000,
       632624.900000,      4941256.000000,            0.042000,            0.116000,            0.070000,
       706906.700000,      4941754.000000,            0.062000,            0.108000,            0.082000,
       706578.100000,      4941580.000000,            0.190000,            0.059000,            0.106000,
       706906.700000,      4941256.000000,            0.009000,            0.104000,            0.030000,
       633487.400000,      4970631.000000,            0.399000,            0.556000,            0.471000,
       633487.400000,      4971129.000000,            0.459000,            0.498000,            0.478000,
       633056.200000,      4970880.000000,            0.353000,            0.491000,            0.416000,
       632624.900000,      4990548.000000,            0.068000,            0.106000,            0.085000,
       633071.000000,      4990807.000000,            1.215000,            1.141000,            1.177000,
       632624.900000,      4991045.000000,            0.273000,            0.109000,            0.172000,
       636075.100000,      4969635.000000,            0.353000,            0.600000,            0.460000,
       636075.100000,      4970132.000000,            0.428000,            0.831000,            0.596000,
       635643.800000,      4969884.000000,            0.301000,            0.594000,            0.423000,
       633505.000000,      4990053.000000,            0.738000,            0.712000,            0.725000,
       633954.400000,      4990293.000000,            1.128000,            0.857000,            0.983000,
       633524.500000,      4990561.000000,            1.195000,            1.387000,            1.287000,
       661041.600000,      4991676.000000,            0.618000,            2.768000,            1.307000,
       660792.300000,      4992107.000000,            0.594000,            3.156000,            1.370000,
       660543.100000,      4991676.000000,            0.641000,            2.508000,            1.268000,
       634868.600000,      4992108.000000,            1.289000,            0.642000,            0.910000,
       634368.900000,      4992108.000000,            1.309000,            0.520000,            0.825000,
       634614.500000,      4991680.000000,            1.000000,            0.559000,            0.748000,
       633056.200000,      4971876.000000,            0.476000,            0.375000,            0.423000,
       633056.200000,      4972374.000000,            0.364000,            0.517000,            0.434000,
       632624.900000,      4972125.000000,            0.125000,            0.129000,            0.127000,
       632624.900000,      4987062.000000,            0.163000,            0.287000,            0.216000,
       633056.200000,      4987311.000000,            0.721000,            0.803000,            0.761000,
       632624.900000,      4987560.000000,            0.134000,            0.237000,            0.178000,
       636364.100000,      4992107.000000,            1.132000,            0.833000,            0.971000,
       635865.500000,      4992107.000000,            0.914000,            0.748000,            0.827000,
       636114.900000,      4991676.000000,            0.618000,            0.466000,            0.537000,
       657303.200000,      4989517.000000,            1.386000,            1.784000,            1.572000,
       657801.700000,      4989517.000000,            1.452000,            2.101000,            1.747000,
       657552.300000,      4989949.000000,            1.523000,            1.694000,            1.606000,
       634781.100000,      4985816.000000,            1.024000,            1.108000,            1.065000,
       635212.200000,      4986065.000000,            0.937000,            1.531000,            1.198000,
       634781.000000,      4986314.000000,            0.927000,            1.425000,            1.149000,
       637361.100000,      4992107.000000,            0.932000,            0.971000,            0.951000,
       637610.500000,      4991676.000000,            0.698000,            0.637000,            0.667000,
       637859.700000,      4992107.000000,            0.981000,            0.985000,            0.983000,
       638358.200000,      4992107.000000,            1.151000,            1.227000,            1.189000,
       638109.100000,      4991676.000000,            0.608000,            0.537000,            0.571000,
       638607.600000,      4991676.000000,            0.796000,            0.825000,            0.810000,
       638856.700000,      4992107.000000,            0.753000,            1.214000,            0.956000,
       633487.400000,      4975112.000000,            0.684000,            0.731000,            0.707000,
       633487.400000,      4975610.000000,            0.622000,            0.932000,            0.761000,
       633056.200000,      4975362.000000,            0.707000,            0.582000,            0.641000,
       650323.000000,      4992107.000000,            0.566000,            1.596000,            0.951000,
       649824.500000,      4992107.000000,            0.677000,            1.582000,            1.035000,
       650073.900000,      4991676.000000,            0.706000,            1.194000,            0.918000,
       643343.800000,      4991244.000000,            1.041000,            1.269000,            1.149000,
       643094.400000,      4991676.000000,            1.324000,            1.270000,            1.297000,
       642845.200000,      4991244.000000,            0.921000,            1.755000,            1.271000,
       640103.500000,      4990812.000000,            1.140000,            0.744000,            0.921000,
       640352.900000,      4990381.000000,            0.971000,            0.728000,            0.841000,
       640602.000000,      4990812.000000,            1.079000,            0.934000,            1.004000,
       641349.400000,      4992107.000000,            0.958000,            1.562000,            1.223000,
       641598.800000,      4991676.000000,            1.195000,            1.935000,            1.521000,
       641847.900000,      4992107.000000,            0.850000,            1.141000,            0.985000,
       632624.900000,      4974117.000000,            0.071000,            0.047000,            0.058000,
       633056.200000,      4974366.000000,            0.579000,            0.880000,            0.714000,
       632624.900000,      4974615.000000,            0.084000,            0.047000,            0.063000,
       633487.400000,      4983079.000000,            1.089000,            1.202000,            1.144000,
       633056.200000,      4982830.000000,            0.936000,            0.761000,            0.844000,
       633487.400000,      4982581.000000,            1.063000,            0.654000,            0.834000,
       643842.100000,      4992107.000000,            1.379000,            1.147000,            1.258000,
       643343.500000,      4992107.000000,            1.020000,            1.095000,            1.057000,
       643592.900000,      4991676.000000,            1.117000,            1.021000,            1.068000,
       644590.200000,      4990812.000000,            1.323000,            1.450000,            1.385000,
       644091.700000,      4990812.000000,            1.071000,            1.384000,            1.217000,
       644341.100000,      4990381.000000,            1.301000,            1.898000,            1.571000,
       645337.700000,      4992107.000000,            1.385000,            1.173000,            1.274000,
       644839.100000,      4992107.000000,            1.296000,            1.059000,            1.171000,
       645088.500000,      4991676.000000,            1.354000,            1.356000,            1.355000,
       633056.200000,      4980838.000000,            0.816000,            0.789000,            0.803000,
       632624.900000,      4980590.000000,            0.283000,            0.155000,            0.209000,
       633056.200000,      4980340.000000,            1.095000,            1.091000,            1.093000,
       632624.900000,      4975611.000000,            0.160000,            0.066000,            0.102000,
       632624.900000,      4975113.000000,            0.138000,            0.115000,            0.126000,
       650821.800000,      4991244.000000,            0.878000,            1.207000,            1.030000,
       651320.300000,      4991244.000000,            1.064000,            1.267000,            1.161000,
       651070.900000,      4991676.000000,            0.825000,            1.400000,            1.075000,
       648329.300000,      4990381.000000,            1.107000,            1.546000,            1.308000,
       647830.800000,      4990381.000000,            1.132000,            1.503000,            1.304000,
       648080.200000,      4989949.000000,            1.077000,            1.241000,            1.156000,
       633056.200000,      4973370.000000,            0.486000,            0.990000,            0.694000,
       633056.200000,      4972872.000000,            0.362000,            0.714000,            0.509000,
       633487.400000,      4973121.000000,            0.364000,            1.208000,            0.663000,
