E-UTM [m],N-UTM [m],Rew [m/s2],Rns [m/s2],Rgh [m/s2],
       632624.900000,      4992539.000000,            0.112000,            0.125000,            0.118000,
       632624.900000,      4992041.000000,            0.223000,            0.192000,            0.207000,
       632953.500000,      4992215.000000,            0.782000,            1.052000,            0.907000,
       633123.400000,      4941256.000000,            0.027000,            0.122000,            0.057000,
       632952.100000,      4941581.000000,            0.342000,            0.285000,            0.312000,
       632624.900000,      4941256.000000,            0.050000,            0.292000,            0.120000,
       706906.700000,      4941754.000000,            0.088000,            0.213000,            0.137000,
       706578.100000,      4941580.000000,            0.202000,            0.189000,            0.195000,
       706906.700000,      4941256.000000,            0.034000,            0.191000,            0.080000,
       633487.400000,      4970631.000000,            0.620000,            0.826000,            0.716000,
       633487.400000,      4971129.000000,            0.729000,            0.738000,            0.734000,
       633056.200000,      4970880.000000,            0.564000,            0.638000,            0.600000,
       632624.900000,      4990548.000000,            0.136000,            0.253000,            0.185000,
       633071.000000,      4990807.000000,            2.101000,            2.073000,            2.087000,
       632624.900000,      4991045.000000,            0.244000,            0.221000,            0.232000,
       636075.100000,      4969635.000000,            0.491000,            0.924000,            0.674000,
       636075.100000,      4970132.000000,            0.569000,            1.369000,            0.883000,
       635643.800000,      4969884.000000,            0.409000,            0.889000,            0.603000,
       633505.000000,      4990053.000000,            1.244000,            1.359000,            1.301000,
       633954.400000,      4990293.000000,            2.927000,            1.492000,            2.090000,
       633524.500000,      4990561.000000,            2.457000,            2.314000,            2.384000,
       661041.600000,      4991676.000000,            0.705000,            3.630000,            1.600000,
       660792.300000,      4992107.000000,            0.876000,            3.980000,            1.868000,
       660543.100000,      4991676.000000,            0.805000,            3.394000,            1.653000,
       634868.600000,      4992108.000000,            2.434000,            1.045000,            1.595000,
       634368.900000,      4992108.000000,            2.406000,            0.948000,            1.510000,
       634614.500000,      4991680.000000,            1.568000,            1.041000,            1.277000,
       633056.200000,      4971876.000000,            0.758000,            0.710000,            0.734000,
       633056.200000,      4972374.000000,            0.605000,            0.940000,            0.754000,
       632624.900000,      4972125.000000,            0.222000,            0.217000,            0.220000,
       632624.900000,      4987062.000000,            0.281000,            0.493000,            0.372000,
       633056.200000,      4987311.000000,            1.183000,            1.663000,            1.403000,
       632624.900000,      4987560.000000,            0.218000,            0.426000,            0.305000,
       636364.100000,      4992107.000000,            1.548000,            1.280000,            1.408000,
       635865.500000,      4992107.000000,            1.265000,            1.199000,            1.231000,
       636114.900000,      4991676.000000,            0.940000,            0.585000,            0.741000,
       657303.200000,      4989517.000000,            2.388000,            2.545000,            2.465000,
       657801.700000,      4989517.000000,            2.636000,            2.964000,            2.795000,
       657552.300000,      4989949.000000,            2.884000,            2.704000,            2.793000,
       634781.100000,      4985816.000000,            1.235000,            1.590000,            1.402000,
       635212.200000,      4986065.000000,            1.216000,            3.150000,            1.957000,
       634781.000000,      4986314.000000,            1.150000,            2.886000,            1.821000,
       637361.100000,      4992107.000000,            1.539000,            1.558000,            1.548000,
       637610.500000,      4991676.000000,            1.083000,            0.915000,            0.996000,
       637859.700000,      4992107.000000,            1.305000,            1.621000,            1.454000,
       638358.200000,      4992107.000000,            1.741000,            2.024000,            1.877000,
       638109.100000,      4991676.000000,            1.257000,            0.795000,            1.000000,
       638607.600000,      4991676.000000,            1.426000,            1.249000,            1.335000,
       638856.700000,      4992107.000000,            1.288000,            2.345000,            1.738000,
       633487.400000,      4975112.000000,            0.996000,            1.660000,            1.286000,
       633487.400000,      4975610.000000,            0.783000,            1.236000,            0.984000,
       633056.200000,      4975362.000000,            1.077000,            1.386000,            1.222000,
       650323.000000,      4992107.000000,            1.082000,            2.011000,            1.475000,
       649824.500000,      4992107.000000,            1.082000,            2.284000,            1.572000,
       650073.900000,      4991676.000000,            1.225000,            2.869000,            1.875000,
       643343.800000,      4991244.000000,            1.710000,            2.118000,            1.903000,
       643094.400000,      4991676.000000,            1.986000,            2.319000,            2.146000,
       642845.200000,      4991244.000000,            1.501000,            2.698000,            2.013000,
       640103.500000,      4990812.000000,            1.812000,            1.287000,            1.527000,
       640352.900000,      4990381.000000,            1.859000,            1.131000,            1.450000,
       640602.000000,      4990812.000000,            1.902000,            1.381000,            1.621000,
       641349.400000,      4992107.000000,            1.398000,            2.973000,            2.039000,
       641598.800000,      4991676.000000,            2.261000,            3.077000,            2.638000,
       641847.900000,      4992107.000000,            1.589000,            2.219000,            1.878000,
       632624.900000,      4974117.000000,            0.159000,            0.141000,            0.150000,
       633056.200000,      4974366.000000,            0.839000,            1.773000,            1.220000,
       632624.900000,      4974615.000000,            0.147000,            0.142000,            0.144000,
       633487.400000,      4983079.000000,            1.145000,            1.397000,            1.265000,
       633056.200000,      4982830.000000,            1.456000,            0.884000,            1.134000,
       633487.400000,      4982581.000000,            1.622000,            0.892000,            1.203000,
       643842.100000,      4992107.000000,            2.172000,            1.908000,            2.036000,
       643343.500000,      4992107.000000,            1.957000,            2.037000,            1.997000,
       643592.900000,      4991676.000000,            2.259000,            2.094000,            2.175000,
       644590.200000,      4990812.000000,            2.150000,            2.434000,            2.287000,
       644091.700000,      4990812.000000,            2.081000,            1.708000,            1.885000,
