E-UTM [m],N-UTM [m],Rew [m/s2],Rns [m/s2],Rgh [m/s2],Rp [m/s2],Ro [m/s2],
       670512.800000,      4944709.000000,            0.034000,            0.044000,            0.039000,            0.009000,            0.055000,
       669017.200000,      4944709.000000,            0.039000,            0.055000,            0.046000,            0.014000,            0.066000,
       667521.500000,      4944709.000000,            0.043000,            0.049000,            0.046000,            0.065000,            0.002000,
       666025.900000,      4944709.000000,            0.040000,            0.044000,            0.042000,            0.005000,            0.059000,
       664530.300000,      4944709.000000,            0.038000,            0.050000,            0.044000,            0.011000,            0.062000,
       663034.700000,      4944709.000000,            0.032000,            0.059000,            0.043000,            0.021000,            0.064000,
       639094.200000,      4964903.000000,            0.060000,            0.053000,            0.056000,            0.002000,            0.080000,
       639525.400000,      4965152.000000,            0.046000,            0.056000,            0.051000,            0.073000,            0.005000,
       639094.200000,      4965401.000000,            0.043000,            0.054000,            0.048000,            0.068000,            0.006000,
       657054.000000,      4989086.000000,            0.055000,            0.085000,            0.068000,            0.024000,            0.098000,
       636075.100000,      4966647.000000,            0.045000,            0.038000,            0.041000,            0.003000,            0.059000,
       636075.100000,      4973120.000000,            0.047000,            0.053000,            0.050000,            0.070000,            0.002000,
       636075.100000,      4972622.000000,            0.039000,            0.054000,            0.046000,            0.066000,            0.009000,
       652816.600000,      4988654.000000,            0.056000,            0.079000,            0.066000,            0.019000,            0.095000,
       653065.800000,      4989086.000000,            0.057000,            0.079000,            0.067000,            0.097000,            0.012000,
       637368.900000,      4970381.000000,            0.042000,            0.059000,            0.050000,            0.014000,            0.071000,
       637800.200000,      4970630.000000,            0.043000,            0.057000,            0.049000,            0.013000,            0.070000,
       637368.900000,      4970879.000000,            0.051000,            0.065000,            0.057000,            0.082000,            0.007000,
       651320.800000,      4989517.000000,            0.068000,            0.088000,            0.077000,            0.018000,            0.110000,
       650822.300000,      4989517.000000,            0.068000,            0.074000,            0.071000,            0.100000,            0.001000,
       650323.700000,      4989517.000000,            0.072000,            0.071000,            0.071000,            0.101000,            0.004000,
       649825.200000,      4989517.000000,            0.069000,            0.072000,            0.070000,            0.100000,            0.001000,
       635643.800000,      4976854.000000,            0.050000,            0.054000,            0.052000,            0.005000,            0.073000,
       647581.900000,      4989086.000000,            0.053000,            0.076000,            0.064000,            0.019000,            0.091000,
       635643.800000,      4975361.000000,            0.048000,            0.057000,            0.052000,            0.009000,            0.074000,
       636075.100000,      4980588.000000,            0.044000,            0.068000,            0.054000,            0.079000,            0.014000,
       636075.100000,      4980090.000000,            0.037000,            0.056000,            0.045000,            0.016000,            0.065000,
       636075.100000,      4981086.000000,            0.034000,            0.056000,            0.044000,            0.064000,            0.014000,
       635643.800000,      4980837.000000,            0.032000,            0.050000,            0.040000,            0.058000,            0.011000,
       646336.100000,      4987791.000000,            0.057000,            0.058000,            0.057000,            0.004000,            0.081000,
       643344.300000,      4989517.000000,            0.060000,            0.059000,            0.059000,            0.084000,            0.003000,
       642845.800000,      4989517.000000,            0.059000,            0.056000,            0.057000,            0.081000,            0.005000,
       641849.100000,      4988654.000000,            0.048000,            0.062000,            0.055000,            0.013000,            0.077000,
       641101.100000,      4989086.000000,            0.060000,            0.062000,            0.061000,            0.087000,            0.001000,
       635643.800000,      4981833.000000,            0.038000,            0.054000,            0.046000,            0.066000,            0.009000,
       635643.800000,      4982331.000000,            0.045000,            0.048000,            0.046000,            0.065000,            0.000000,
       636075.300000,      4985567.000000,            0.031000,            0.046000,            0.038000,            0.055000,            0.009000,
       636076.200000,      4986065.000000,            0.042000,            0.053000,            0.047000,            0.010000,            0.066000,
       635643.800000,      4983825.000000,            0.039000,            0.045000,            0.042000,            0.006000,            0.059000,
       636075.100000,      4984073.000000,            0.043000,            0.045000,            0.044000,            0.004000,            0.062000,
       638857.600000,      4989518.000000,            0.041000,            0.056000,            0.048000,            0.013000,            0.069000,
       638359.100000,      4989518.000000,            0.036000,            0.061000,            0.047000,            0.069000,            0.015000,
       635645.200000,      4986812.000000,            0.030000,            0.053000,            0.040000,            0.018000,            0.058000,
       637114.500000,      4989086.000000,            0.042000,            0.052000,            0.047000,            0.009000,            0.066000,
       635628.200000,      4989188.000000,            0.044000,            0.050000,            0.047000,            0.066000,            0.002000,
       636089.300000,      4989053.000000,            0.044000,            0.044000,            0.044000,            0.062000,            0.002000,
       635650.700000,      4988770.000000,            0.052000,            0.048000,            0.050000,            0.000000,            0.071000,
       637028.100000,      4988158.000000,            0.052000,            0.043000,            0.047000,            0.004000,            0.067000,
       636536.500000,      4987836.000000,            0.050000,            0.044000,            0.047000,            0.002000,            0.067000,
       636993.900000,      4987595.000000,            0.053000,            0.046000,            0.049000,            0.003000,            0.070000,
       636500.400000,      4988331.000000,            0.041000,            0.055000,            0.048000,            0.012000,            0.068000,
       636084.300000,      4988058.000000,            0.046000,            0.052000,            0.049000,            0.007000,            0.069000,
       638110.300000,      4989086.000000,            0.046000,            0.050000,            0.048000,            0.005000,            0.067000,
       638608.500000,      4989086.000000,            0.045000,            0.054000,            0.050000,            0.071000,            0.004000,
       636506.400000,      4984322.000000,            0.044000,            0.053000,            0.048000,            0.069000,            0.004000,
       635643.800000,      4983327.000000,            0.036000,            0.049000,            0.042000,            0.061000,            0.007000,
       635643.800000,      4982829.000000,            0.040000,            0.040000,            0.040000,            0.002000,            0.057000,
       637369.100000,      4982330.000000,            0.040000,            0.054000,            0.046000,            0.012000,            0.066000,
       637800.300000,      4982579.000000,            0.048000,            0.054000,            0.051000,            0.006000,            0.072000,
       637369.100000,      4982828.000000,            0.044000,            0.056000,            0.050000,            0.011000,            0.070000,
       635643.800000,      4981335.000000,            0.051000,            0.045000,            0.048000,            0.002000,            0.068000,
       636506.400000,      4982828.000000,            0.037000,            0.070000,            0.051000,            0.076000,            0.021000,
       636506.400000,      4983326.000000,            0.041000,            0.054000,            0.047000,            0.068000,            0.007000,
       636075.100000,      4983078.000000,            0.032000,            0.061000,            0.044000,            0.023000,            0.065000,
       643095.200000,      4989086.000000,            0.061000,            0.054000,            0.058000,            0.002000,            0.082000,
       635643.800000,      4976356.000000,            0.045000,            0.062000,            0.053000,            0.076000,            0.009000,
       635643.800000,      4975858.000000,            0.045000,            0.047000,            0.046000,            0.065000,            0.001000,
       638231.600000,      4978347.000000,            0.054000,            0.053000,            0.054000,            0.002000,            0.076000,
       637800.300000,      4978098.000000,            0.054000,            0.050000,            0.052000,            0.073000,            0.005000,
       638231.600000,      4977849.000000,            0.043000,            0.061000,            0.052000,            0.015000,            0.074000,
       648329.900000,      4988654.000000,            0.066000,            0.065000,            0.065000,            0.002000,            0.092000,
       648828.400000,      4988654.000000,            0.057000,            0.072000,            0.064000,            0.092000,            0.008000,
       636506.400000,      4976854.000000,            0.047000,            0.055000,            0.051000,            0.073000,            0.003000,
       636075.100000,      4976605.000000,            0.044000,            0.066000,            0.054000,            0.078000,            0.013000,
       636506.400000,      4976356.000000,            0.050000,            0.060000,            0.055000,            0.010000,            0.078000,
       650074.600000,      4989086.000000,            0.069000,            0.067000,            0.068000,            0.002000,            0.096000,
       650573.100000,      4989086.000000,            0.071000,            0.074000,            0.072000,            0.005000,            0.102000,
       651071.700000,      4989086.000000,            0.077000,            0.080000,            0.078000,            0.111000,            0.002000,
       636075.100000,      4970630.000000,            0.039000,            0.042000,            0.040000,            0.004000,            0.057000,
       636506.300000,      4970879.000000,            0.041000,            0.057000,            0.048000,            0.014000,            0.069000,
       635643.800000,      4969386.000000,            0.047000,            0.044000,            0.045000,            0.064000,            0.004000,
       636506.400000,      4973866.000000,            0.047000,            0.050000,            0.048000,            0.069000,            0.000000,
       636506.400000,      4973369.000000,            0.048000,            0.064000,            0.055000,            0.079000,            0.009000,
       659297.800000,      4987791.000000,            0.047000,            0.122000,            0.076000,            0.122000,            0.049000,
       659796.300000,      4987791.000000,            0.070000,            0.132000,            0.096000,            0.049000,            0.142000,
       659546.900000,      4988222.000000,            0.044000,            0.120000,            0.072000,            0.058000,            0.114000,
       656555.500000,      4989086.000000,            0.062000,            0.095000,            0.076000,            0.027000,            0.110000,
       635643.800000,      4965901.000000,            0.034000,            0.041000,            0.037000,            0.007000,            0.053000,
       635643.800000,      4965403.000000,            0.045000,            0.046000,            0.046000,            0.003000,            0.065000,
       635643.800000,      4964905.000000,            0.036000,            0.033000,            0.034000,            0.001000,            0.049000,
       653811.600000,      4945141.000000,            0.045000,            0.053000,            0.049000,            0.008000,            0.069000,
       654310.100000,      4945141.000000,            0.031000,            0.048000,            0.039000,            0.057000,            0.010000,
       653313.000000,      4945141.000000,            0.034000,            0.038000,            0.036000,            0.004000,            0.051000,
       652814.500000,      4945141.000000,            0.038000,            0.043000,            0.040000,            0.057000,            0.002000,
       652315.900000,      4945141.000000,            0.045000,            0.047000,            0.046000,            0.065000,            0.001000,
       651817.400000,      4945141.000000,            0.038000,            0.048000,            0.043000,            0.009000,            0.060000,
       636506.400000,      4961917.000000,            0.037000,            0.037000,            0.037000,            0.052000,            0.002000,
       651069.400000,      4945572.000000,            0.032000,            0.040000,            0.035000,            0.051000,            0.004000,
       650570.800000,      4945572.000000,            0.043000,            0.038000,            0.041000,            0.057000,            0.005000,
       650072.300000,      4945572.000000,            0.039000,            0.046000,            0.042000,            0.007000,            0.060000,
       636075.100000,      4964158.000000,            0.047000,            0.035000,            0.040000,            0.007000,            0.058000,
       636075.100000,      4964656.000000,            0.046000,            0.036000,            0.041000,            0.058000,            0.009000,
       649075.500000,      4944709.000000,            0.042000,            0.039000,            0.041000,            0.057000,            0.004000,
       648577.000000,      4944709.000000,            0.040000,            0.049000,            0.044000,            0.063000,            0.004000,
       648078.400000,      4944709.000000,            0.044000,            0.035000,            0.039000,            0.055000,            0.008000,
       636506.400000,      4957934.000000,            0.038000,            0.033000,            0.035000,            0.050000,            0.006000,
       636506.400000,      4960921.000000,            0.039000,            0.037000,            0.038000,            0.001000,            0.054000,
       636506.400000,      4960423.000000,            0.032000,            0.039000,            0.035000,            0.007000,            0.050000,
       646831.900000,      4945141.000000,            0.033000,            0.044000,            0.038000,            0.054000,            0.006000,
       646333.300000,      4945141.000000,            0.032000,            0.037000,            0.035000,            0.049000,            0.002000,
       645834.800000,      4945141.000000,            0.030000,            0.038000,            0.034000,            0.007000,            0.048000,
       645336.200000,      4945141.000000,            0.034000,            0.036000,            0.035000,            0.050000,            0.000000,
       644837.700000,      4945141.000000,            0.030000,            0.039000,            0.034000,            0.008000,            0.049000,
       644339.100000,      4945141.000000,            0.033000,            0.035000,            0.034000,            0.048000,            0.001000,
       636506.400000,      4956938.000000,            0.031000,            0.033000,            0.032000,            0.046000,            0.000000,
       635643.800000,      4953453.000000,            0.036000,            0.029000,            0.032000,            0.003000,            0.046000,
       642594.300000,      4944709.000000,            0.034000,            0.031000,            0.032000,            0.045000,            0.003000,
       643092.900000,      4944709.000000,            0.032000,            0.032000,            0.032000,            0.045000,            0.002000,
       642095.800000,      4944709.000000,            0.031000,            0.029000,            0.030000,            0.000000,            0.043000,
       641597.200000,      4944709.000000,            0.030000,            0.034000,            0.032000,            0.046000,            0.001000,
       636506.500000,      4952955.000000,            0.032000,            0.037000,            0.034000,            0.005000,            0.048000,
       636506.500000,      4953453.000000,            0.031000,            0.028000,            0.030000,            0.001000,            0.042000,
       640849.100000,      4945141.000000,            0.026000,            0.027000,            0.026000,            0.037000,            0.000000,
       641098.700000,      4944709.000000,            0.031000,            0.038000,            0.034000,            0.049000,            0.004000,
       641347.700000,      4945141.000000,            0.031000,            0.034000,            0.032000,            0.046000,            0.000000,
       640350.500000,      4945141.000000,            0.029000,            0.029000,            0.029000,            0.041000,            0.001000,
       639851.800000,      4945141.000000,            0.031000,            0.028000,            0.030000,            0.001000,            0.042000,
       639352.800000,      4945142.000000,            0.028000,            0.031000,            0.029000,            0.041000,            0.000000,
       636506.500000,      4949967.000000,            0.030000,            0.031000,            0.031000,            0.002000,            0.043000,
       636506.500000,      4950465.000000,            0.031000,            0.030000,            0.031000,            0.043000,            0.003000,
       636075.200000,      4950216.000000,            0.030000,            0.026000,            0.028000,            0.001000,            0.040000,
       639103.400000,      4945577.000000,            0.027000,            0.030000,            0.028000,            0.040000,            0.000000,
       638602.800000,      4945586.000000,            0.026000,            0.033000,            0.029000,            0.042000,            0.003000,
       638105.500000,      4944710.000000,            0.032000,            0.028000,            0.030000,            0.042000,            0.005000,
       637604.500000,      4944711.000000,            0.033000,            0.028000,            0.030000,            0.042000,            0.005000,
       637333.800000,      4945155.000000,            0.032000,            0.027000,            0.030000,            0.042000,            0.005000,
       636835.600000,      4945122.000000,            0.031000,            0.031000,            0.031000,            0.043000,            0.002000,
       636424.400000,      4945060.000000,            0.029000,            0.024000,            0.027000,            0.038000,            0.004000,
       636493.400000,      4945464.000000,            0.032000,            0.024000,            0.028000,            0.040000,            0.006000,
       636067.700000,      4945260.000000,            0.030000,            0.028000,            0.029000,            0.041000,            0.003000,
       636086.900000,      4946232.000000,            0.030000,            0.041000,            0.035000,            0.009000,            0.050000,
       636083.000000,      4945738.000000,            0.036000,            0.025000,            0.030000,            0.043000,            0.009000,
       636079.900000,      4946731.000000,            0.023000,            0.027000,            0.025000,            0.035000,            0.001000,
       636506.600000,      4948474.000000,            0.029000,            0.032000,            0.031000,            0.044000,            0.000000,
       636506.600000,      4947976.000000,            0.028000,            0.031000,            0.029000,            0.042000,            0.001000,
       636506.600000,      4949470.000000,            0.031000,            0.027000,            0.029000,            0.041000,            0.004000,
       636506.600000,      4948972.000000,            0.025000,            0.032000,            0.028000,            0.041000,            0.004000,
       636075.200000,      4949719.000000,            0.034000,            0.030000,            0.032000,            0.045000,            0.004000,
       636937.900000,      4949718.000000,            0.030000,            0.030000,            0.030000,            0.043000,            0.002000,
       636937.800000,      4950216.000000,            0.030000,            0.032000,            0.031000,            0.044000,            0.000000,
       636075.200000,      4951710.000000,            0.034000,            0.030000,            0.032000,            0.045000,            0.004000,
       643591.500000,      4944709.000000,            0.033000,            0.038000,            0.035000,            0.005000,            0.050000,
       636506.500000,      4951461.000000,            0.031000,            0.033000,            0.032000,            0.003000,            0.045000,
       636506.500000,      4951959.000000,            0.034000,            0.035000,            0.034000,            0.048000,            0.001000,
       636506.400000,      4954946.000000,            0.033000,            0.033000,            0.033000,            0.047000,            0.002000,
       643342.000000,      4945141.000000,            0.028000,            0.032000,            0.030000,            0.043000,            0.002000,
       643840.500000,      4945141.000000,            0.027000,            0.039000,            0.033000,            0.047000,            0.007000,
       647081.300000,      4944709.000000,            0.033000,            0.046000,            0.039000,            0.011000,            0.056000,
       636937.700000,      4956689.000000,            0.031000,            0.033000,            0.032000,            0.045000,            0.001000,
       636937.700000,      4956191.000000,            0.038000,            0.031000,            0.034000,            0.003000,            0.049000,
       647579.900000,      4944709.000000,            0.034000,            0.038000,            0.036000,            0.051000,            0.001000,
       636075.100000,      4958681.000000,            0.039000,            0.035000,            0.037000,            0.052000,            0.004000,
       636506.400000,      4958432.000000,            0.048000,            0.030000,            0.038000,            0.055000,            0.015000,
       636506.400000,      4962913.000000,            0.043000,            0.038000,            0.040000,            0.057000,            0.006000,
       636506.400000,      4962415.000000,            0.046000,            0.043000,            0.045000,            0.000000,            0.063000,
       636506.400000,      4963411.000000,            0.036000,            0.038000,            0.037000,            0.003000,            0.052000,
       636506.400000,      4963909.000000,            0.042000,            0.047000,            0.044000,            0.005000,            0.063000,
       636075.100000,      4965154.000000,            0.041000,            0.036000,            0.039000,            0.002000,            0.055000,
       655058.100000,      4944709.000000,            0.039000,            0.053000,            0.046000,            0.066000,            0.008000,
       655556.600000,      4944709.000000,            0.036000,            0.047000,            0.041000,            0.059000,            0.006000,
       655307.200000,      4945141.000000,            0.037000,            0.041000,            0.039000,            0.055000,            0.001000,
       655805.700000,      4945141.000000,            0.041000,            0.038000,            0.040000,            0.056000,            0.004000,
       655556.300000,      4945572.000000,            0.029000,            0.042000,            0.035000,            0.051000,            0.007000,
       656055.100000,      4944709.000000,            0.030000,            0.043000,            0.036000,            0.052000,            0.007000,
       656553.700000,      4944709.000000,            0.039000,            0.044000,            0.042000,            0.005000,            0.059000,
       636075.100000,      4967145.000000,            0.053000,            0.038000,            0.045000,            0.064000,            0.012000,
       636075.100000,      4967643.000000,            0.041000,            0.042000,            0.041000,            0.059000,            0.001000,
       657052.200000,      4944709.000000,            0.038000,            0.057000,            0.046000,            0.067000,            0.011000,
       636075.100000,      4968141.000000,            0.040000,            0.040000,            0.040000,            0.002000,            0.057000,
       657550.800000,      4944709.000000,            0.035000,            0.049000,            0.042000,            0.060000,            0.008000,
       658049.300000,      4944709.000000,            0.037000,            0.051000,            0.044000,            0.063000,            0.008000,
       636937.600000,      4968638.000000,            0.039000,            0.043000,            0.041000,            0.058000,            0.001000,
       636937.600000,      4969136.000000,            0.037000,            0.047000,            0.042000,            0.059000,            0.005000,
       636506.300000,      4968888.000000,            0.038000,            0.043000,            0.041000,            0.005000,            0.057000,
       656057.200000,      4988222.000000,            0.056000,            0.093000,            0.072000,            0.029000,            0.104000,
       656306.400000,      4988654.000000,            0.058000,            0.100000,            0.076000,            0.112000,            0.026000,
       661040.500000,      4944709.000000,            0.033000,            0.060000,            0.044000,            0.021000,            0.065000,
       661539.100000,      4944709.000000,            0.032000,            0.045000,            0.038000,            0.011000,            0.054000,
       662037.600000,      4944709.000000,            0.035000,            0.043000,            0.039000,            0.008000,            0.055000,
       662536.200000,      4944709.000000,            0.034000,            0.044000,            0.039000,            0.055000,            0.006000,
       663532.700000,      4946436.000000,            0.044000,            0.058000,            0.051000,            0.073000,            0.008000,
       663283.300000,      4946868.000000,            0.042000,            0.060000,            0.050000,            0.015000,            0.072000,
       663533.200000,      4944709.000000,            0.040000,            0.041000,            0.041000,            0.003000,            0.058000,
       664031.800000,      4944709.000000,            0.045000,            0.052000,            0.049000,            0.007000,            0.069000,
       665028.300000,      4946436.000000,            0.051000,            0.051000,            0.051000,            0.002000,            0.072000,
       664778.900000,      4946868.000000,            0.049000,            0.056000,            0.052000,            0.074000,            0.003000,
       664529.800000,      4946436.000000,            0.035000,            0.047000,            0.041000,            0.059000,            0.007000,
       665028.800000,      4944709.000000,            0.046000,            0.044000,            0.045000,            0.064000,            0.003000,
       665527.400000,      4944709.000000,            0.043000,            0.046000,            0.045000,            0.063000,            0.000000,
       666523.900000,      4946436.000000,            0.040000,            0.055000,            0.047000,            0.013000,            0.066000,
       666274.500000,      4946868.000000,            0.042000,            0.052000,            0.047000,            0.009000,            0.066000,
       666025.400000,      4946436.000000,            0.039000,            0.070000,            0.052000,            0.078000,            0.020000,
       666524.500000,      4944709.000000,            0.034000,            0.058000,            0.045000,            0.066000,            0.015000,
       667023.000000,      4944709.000000,            0.035000,            0.043000,            0.039000,            0.008000,            0.055000,
       668019.600000,      4946436.000000,            0.040000,            0.061000,            0.049000,            0.072000,            0.012000,
       667770.200000,      4946868.000000,            0.045000,            0.056000,            0.051000,            0.010000,            0.072000,
       667521.000000,      4946436.000000,            0.040000,            0.055000,            0.047000,            0.067000,            0.009000,
       668020.100000,      4944709.000000,            0.040000,            0.047000,            0.044000,            0.062000,            0.003000,
       668518.600000,      4944709.000000,            0.047000,            0.040000,            0.043000,            0.003000,            0.062000,
       669515.200000,      4946436.000000,            0.041000,            0.052000,            0.046000,            0.010000,            0.065000,
       669265.800000,      4946868.000000,            0.039000,            0.065000,            0.050000,            0.074000,            0.016000,
       669016.600000,      4946436.000000,            0.050000,            0.051000,            0.051000,            0.071000,            0.002000,
       669515.700000,      4944709.000000,            0.035000,            0.043000,            0.039000,            0.008000,            0.055000,
       670014.200000,      4944709.000000,            0.034000,            0.049000,            0.041000,            0.059000,            0.009000,
       671010.800000,      4946436.000000,            0.045000,            0.054000,            0.049000,            0.009000,            0.069000,
       670761.400000,      4946868.000000,            0.036000,            0.043000,            0.040000,            0.007000,            0.056000,
       670512.200000,      4946436.000000,            0.049000,            0.049000,            0.049000,            0.069000,            0.002000,
       671011.300000,      4944709.000000,            0.034000,            0.042000,            0.038000,            0.054000,            0.004000,
       671509.800000,      4944709.000000,            0.040000,            0.040000,            0.040000,            0.057000,            0.002000,
       672506.400000,      4946436.000000,            0.036000,            0.052000,            0.043000,            0.014000,            0.062000,
       672257.000000,      4946868.000000,            0.035000,            0.050000,            0.042000,            0.061000,            0.008000,
       672007.800000,      4946436.000000,            0.044000,            0.054000,            0.048000,            0.009000,            0.068000,
       672506.900000,      4944709.000000,            0.037000,            0.040000,            0.039000,            0.004000,            0.055000,
       673005.400000,      4944709.000000,            0.041000,            0.044000,            0.043000,            0.004000,            0.060000,
       674002.000000,      4946436.000000,            0.044000,            0.054000,            0.049000,            0.009000,            0.069000,
       673752.600000,      4946868.000000,            0.042000,            0.047000,            0.045000,            0.005000,            0.063000,
       673503.500000,      4946436.000000,            0.043000,            0.038000,            0.040000,            0.002000,            0.057000,
       674002.500000,      4944709.000000,            0.036000,            0.047000,            0.041000,            0.009000,            0.058000,
       674501.100000,      4944709.000000,            0.035000,            0.042000,            0.038000,            0.055000,            0.002000,
       675497.600000,      4946436.000000,            0.046000,            0.047000,            0.046000,            0.003000,            0.065000,
       675248.200000,      4946868.000000,            0.050000,            0.053000,            0.051000,            0.073000,            0.000000,
       674999.100000,      4946436.000000,            0.037000,            0.039000,            0.038000,            0.054000,            0.000000,
       675498.100000,      4944709.000000,            0.039000,            0.067000,            0.051000,            0.076000,            0.017000,
       675996.700000,      4944709.000000,            0.033000,            0.047000,            0.040000,            0.012000,            0.057000,
       676495.200000,      4944709.000000,            0.034000,            0.059000,            0.045000,            0.020000,            0.065000,
       677491.700000,      4946436.000000,            0.035000,            0.048000,            0.041000,            0.011000,            0.058000,
       677242.300000,      4946868.000000,            0.035000,            0.040000,            0.037000,            0.053000,            0.001000,
       677492.300000,      4944709.000000,            0.042000,            0.037000,            0.040000,            0.056000,            0.005000,
       675001.600000,      4988222.000000,            0.044000,            0.062000,            0.052000,            0.075000,            0.011000,
       675251.000000,      4987791.000000,            0.065000,            0.053000,            0.059000,            0.083000,            0.011000,
       678489.300000,      4944709.000000,            0.044000,            0.044000,            0.044000,            0.002000,            0.062000,
       678987.900000,      4944709.000000,            0.040000,            0.042000,            0.041000,            0.058000,            0.001000,
       679984.400000,      4946436.000000,            0.035000,            0.040000,            0.038000,            0.005000,            0.053000,
       679735.000000,      4946867.000000,            0.036000,            0.049000,            0.042000,            0.012000,            0.060000,
       679485.900000,      4946436.000000,            0.041000,            0.043000,            0.042000,            0.059000,            0.001000,
       679984.900000,      4944709.000000,            0.038000,            0.052000,            0.045000,            0.064000,            0.008000,
       680483.500000,      4944709.000000,            0.033000,            0.038000,            0.035000,            0.005000,            0.050000,
       680982.000000,      4944709.000000,            0.034000,            0.040000,            0.037000,            0.006000,            0.053000,
       681480.500000,      4944709.000000,            0.027000,            0.043000,            0.034000,            0.049000,            0.010000,
       679488.200000,      4989086.000000,            0.044000,            0.051000,            0.048000,            0.068000,            0.002000,
       679986.700000,      4989086.000000,            0.041000,            0.039000,            0.040000,            0.056000,            0.004000,
       680485.200000,      4989086.000000,            0.042000,            0.043000,            0.043000,            0.003000,            0.061000,
       683225.300000,      4945141.000000,            0.033000,            0.036000,            0.034000,            0.004000,            0.049000,
       703025.300000,      4960924.000000,            0.026000,            0.022000,            0.024000,            0.002000,            0.035000,
       686465.600000,      4945572.000000,            0.032000,            0.036000,            0.034000,            0.005000,            0.048000,
       686216.400000,      4945141.000000,            0.037000,            0.034000,            0.035000,            0.000000,            0.050000,
       687961.400000,      4944709.000000,            0.024000,            0.027000,            0.026000,            0.036000,            0.001000,
       688708.800000,      4946004.000000,            0.031000,            0.032000,            0.032000,            0.002000,            0.045000,
       689207.300000,      4946004.000000,            0.026000,            0.034000,            0.029000,            0.007000,            0.042000,
       688957.900000,      4946436.000000,            0.030000,            0.029000,            0.029000,            0.041000,            0.002000,
       688958.500000,      4944709.000000,            0.023000,            0.028000,            0.026000,            0.037000,            0.002000,
       689457.000000,      4944709.000000,            0.035000,            0.029000,            0.032000,            0.003000,            0.045000,
       690453.800000,      4945572.000000,            0.026000,            0.020000,            0.023000,            0.032000,            0.006000,
       690952.300000,      4945572.000000,            0.028000,            0.035000,            0.031000,            0.006000,            0.045000,
       691201.500000,      4946004.000000,            0.029000,            0.024000,            0.026000,            0.002000,            0.038000,
       691700.000000,      4946004.000000,            0.024000,            0.022000,            0.023000,            0.000000,            0.033000,
       691450.600000,      4946436.000000,            0.030000,            0.031000,            0.030000,            0.002000,            0.043000,
       703456.600000,      4959181.000000,            0.024000,            0.021000,            0.023000,            0.032000,            0.003000,
       703456.600000,      4958185.000000,            0.024000,            0.024000,            0.024000,            0.034000,            0.001000,
       703456.500000,      4957688.000000,            0.022000,            0.023000,            0.022000,            0.032000,            0.000000,
       703456.500000,      4957190.000000,            0.020000,            0.021000,            0.020000,            0.029000,            0.001000,
       694192.900000,      4945141.000000,            0.023000,            0.024000,            0.024000,            0.002000,            0.033000,
       693943.500000,      4945572.000000,            0.033000,            0.028000,            0.031000,            0.043000,            0.005000,
       693694.400000,      4945141.000000,            0.028000,            0.022000,            0.025000,            0.035000,            0.005000,
       694691.400000,      4945141.000000,            0.025000,            0.021000,            0.023000,            0.002000,            0.033000,
       694442.000000,      4945572.000000,            0.021000,            0.025000,            0.023000,            0.033000,            0.002000,
       703456.500000,      4956194.000000,            0.020000,            0.019000,            0.019000,            0.027000,            0.001000,
       703025.200000,      4955945.000000,            0.025000,            0.020000,            0.022000,            0.003000,            0.032000,
       703456.500000,      4955198.000000,            0.018000,            0.023000,            0.020000,            0.028000,            0.003000,
       703025.200000,      4955447.000000,            0.022000,            0.028000,            0.025000,            0.035000,            0.003000,
       703025.200000,      4954949.000000,            0.027000,            0.019000,            0.023000,            0.005000,            0.033000,
       695937.900000,      4944709.000000,            0.022000,            0.019000,            0.021000,            0.029000,            0.003000,
       696934.600000,      4945572.000000,            0.029000,            0.021000,            0.025000,            0.035000,            0.007000,
       697681.300000,      4948594.000000,            0.024000,            0.024000,            0.024000,            0.034000,            0.002000,
       698181.800000,      4948591.000000,            0.022000,            0.022000,            0.022000,            0.031000,            0.001000,
       697930.400000,      4949020.000000,            0.028000,            0.019000,            0.023000,            0.033000,            0.007000,
       701731.300000,      4952212.000000,            0.021000,            0.030000,            0.025000,            0.008000,            0.036000,
       701300.000000,      4951963.000000,            0.021000,            0.025000,            0.023000,            0.004000,            0.032000,
       701731.300000,      4951714.000000,            0.019000,            0.020000,            0.020000,            0.028000,            0.000000,
       703456.500000,      4952211.000000,            0.018000,            0.022000,            0.020000,            0.029000,            0.002000,
       703456.500000,      4951215.000000,            0.017000,            0.022000,            0.020000,            0.028000,            0.003000,
       703024.800000,      4948477.000000,            0.018000,            0.017000,            0.018000,            0.025000,            0.002000,
       703023.200000,      4947979.000000,            0.025000,            0.020000,            0.022000,            0.032000,            0.005000,
       701172.200000,      4945140.000000,            0.024000,            0.017000,            0.020000,            0.004000,            0.029000,
       701430.200000,      4945573.000000,            0.016000,            0.024000,            0.020000,            0.028000,            0.005000,
       700174.500000,      4946004.000000,            0.020000,            0.020000,            0.020000,            0.028000,            0.000000,
       703455.400000,      4947730.000000,            0.018000,            0.017000,            0.017000,            0.000000,            0.025000,
       703461.700000,      4945258.000000,            0.021000,            0.022000,            0.021000,            0.030000,            0.000000,
       703106.800000,      4945057.000000,            0.016000,            0.022000,            0.019000,            0.005000,            0.027000,
       703448.600000,      4946731.000000,            0.015000,            0.020000,            0.017000,            0.004000,            0.024000,
       703453.100000,      4947231.000000,            0.016000,            0.019000,            0.017000,            0.025000,            0.001000,
       700673.700000,      4945140.000000,            0.018000,            0.016000,            0.017000,            0.024000,            0.003000,
